Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,5.2e-05,16.379274,[17 49] ; [30 17],[27.45132743 38.54867257] ; [19.54867257 27.45132743],1
v3,1,0.000109,14.97329,[10 59] ; [23 26],[19.29661017 49.70338983] ; [13.70338983 35.29661017],1
d1,1,0.000922,10.977576,[30 39] ; [37 13],[38.8487395 30.1512605] ; [28.1512605 21.8487395],1
p6,1,0.003942,8.310282,[15 53] ; [22 24],[22.07017544 45.92982456] ; [14.92982456 31.07017544],0
r3,1,0.00689,7.301482,[49 19] ; [46  4],[54.74576271 13.25423729] ; [40.25423729  9.74576271],0
d3,1,0.008363,6.954099,[33 36] ; [36 14],[40.00840336 28.99159664] ; [28.99159664 21.00840336],0
d5,1,0.011516,6.383864,[53 16] ; [47  3],[57.98319328 11.01680672] ; [42.01680672  7.98319328],0
s2,1,0.018561,5.542435,[25 44] ; [29 21],[31.31092437 37.68907563] ; [22.68907563 27.31092437],0
u3,1,0.034057,4.491852,[ 5 11] ; [8 3],[7.7037037 8.2962963] ; [5.2962963 5.7037037],0
s5,1,0.041564,4.152859,[14 53] ; [17 27],[18.71171171 48.28828829] ; [12.28828829 31.71171171],0
s3,1,0.053262,3.735667,[27 42] ; [28 21],[32.16101695 36.83898305] ; [22.83898305 26.16101695],0
d4,1,0.058717,3.573268,[51 18] ; [44  6],[55.08403361 13.91596639] ; [39.91596639 10.08403361],0
s6,1,0.121764,2.394483,[34 35] ; [30 17],[38.06896552 30.93103448] ; [25.93103448 21.06896552],0
p7,1,0.146633,2.106935,[31 37] ; [29 20],[34.87179487 33.12820513] ; [25.12820513 23.87179487],0
n3,1,0.166993,1.909736,[15 11] ; [14  4],[17.13636364  8.86363636] ; [11.86363636  6.13636364],0
s4,1,0.168957,1.892174,[15 54] ; [ 6 44],[12.17647059 56.82352941] ; [ 8.82352941 41.17647059],0
n1,1,0.170398,1.879438,[12 14] ; [ 4 12],[ 9.9047619 16.0952381] ; [6.0952381 9.9047619],0
p11,1,0.206262,1.597472,[45 24] ; [38 12],[48.12605042 20.87394958] ; [34.87394958 15.12605042],0
v4,1,0.210234,1.569811,[53 16] ; [43  7],[55.66386555 13.33613445] ; [40.33613445  9.66386555],0
p4,1,0.234413,1.413885,[34 35] ; [29 19],[37.15384615 31.84615385] ; [25.84615385 22.15384615],0
p3,1,0.254957,1.295938,[30 39] ; [26 22],[33.02564103 35.97435897] ; [22.97435897 25.02564103],0
n2,1,0.288159,1.128205,[18  8] ; [15  3],[19.5  6.5] ; [13.5  4.5],0
a2,1,0.288995,1.1243,[10 59] ; [11 39],[12.17647059 56.82352941] ; [ 8.82352941 41.17647059],0
s8,1,0.301107,1.069286,[20 49] ; [19 31],[22.61344538 46.38655462] ; [16.38655462 33.61344538],0
s7,1,0.472419,0.516312,[25 39] ; [22 26],[26.85714286 37.14285714] ; [20.14285714 27.85714286],0
p5,1,0.487081,0.482968,[ 8 59] ; [ 4 46],[ 6.87179487 60.12820513] ; [ 5.12820513 44.87179487],0
p8,1,0.489434,0.47777,[26 42] ; [21 26],[27.79130435 40.20869565] ; [19.20869565 27.79130435],0
b2,1,0.491682,0.472843,[17 22] ; [11 20],[15.6 23.4] ; [12.4 18.6],0
b3,1,0.491682,0.472843,[17 22] ; [11 20],[15.6 23.4] ; [12.4 18.6],0
a7,1,0.506647,0.440985,[40 29] ; [32 18],[41.74789916 27.25210084] ; [30.25210084 19.74789916],0
r2,1,0.517951,0.417972,[51 14] ; [40  8],[52.34513274 12.65486726] ; [38.65486726  9.34513274],0
p1,1,0.520424,0.413053,[ 8 61] ; [ 4 46],[ 6.95798319 62.04201681] ; [ 5.04201681 44.95798319],0
a8,1,0.521935,0.410068,[ 6 62] ; [ 6 42],[ 7.03448276 60.96551724] ; [ 4.96551724 43.03448276],0
n5,1,0.546038,0.364462,[51 17] ; [35 15],[49.55932203 18.44067797] ; [36.44067797 13.55932203],0
u2,1,0.57649,0.311943,[8 9] ; [4 7],[7.28571429 9.71428571] ; [4.71428571 6.28571429],0
u1,1,0.593058,0.285594,[ 5 64] ; [ 5 45],[ 5.79831933 63.20168067] ; [ 4.20168067 45.79831933],0
p2,1,0.596104,0.280912,[44 24] ; [34 15],[45.33333333 22.66666667] ; [32.66666667 16.33333333],0
n4,1,0.648908,0.20728,[47 22] ; [36 14],[48.12605042 20.87394958] ; [34.87394958 15.12605042],0
s1,1,0.675957,0.174712,[ 4 65] ; [ 2 47],[ 3.50847458 65.49152542] ; [ 2.49152542 46.50847458],0
p9,1,0.735862,0.113797,[53 14] ; [40  9],[53.71551724 13.28448276] ; [39.28448276  9.71551724],0
p12,1,0.737677,0.112178,[ 2 66] ; [ 2 47],[ 2.32478632 65.67521368] ; [ 1.67521368 47.32478632],0
a3,1,0.737764,0.112101,[52 17] ; [39 11],[52.76470588 16.23529412] ; [38.23529412 11.76470588],0
b1,1,0.740028,0.110102,[31 38] ; [24 26],[31.8907563 37.1092437] ; [23.1092437 26.8907563],0
r4,1,0.750641,0.100993,[38 31] ; [29 21],[38.8487395 30.1512605] ; [28.1512605 21.8487395],0
b5,1,0.7763,0.080738,[41 28] ; [31 19],[41.74789916 27.25210084] ; [30.25210084 19.74789916],0
a1,1,0.783185,0.075719,[ 8 61] ; [ 5 45],[ 7.53781513 61.46218487] ; [ 5.46218487 44.53781513],0
b4,1,0.797137,0.066077,[37 32] ; [28 22],[37.68907563 31.31092437] ; [27.31092437 22.68907563],0
n6,1,0.845052,0.038195,[52 16] ; [39 11],[52.44067797 15.55932203] ; [38.55932203 11.44067797],0
d2,1,0.893231,0.018014,[34 33] ; [26 24],[34.35897436 32.64102564] ; [25.64102564 24.35897436],0
a4,1,0.919414,0.010236,[32 36] ; [24 26],[32.27118644 35.72881356] ; [23.72881356 26.27118644],0
