Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2.7e-05,17.6356,[40 43] ; [ 90 271],[24.3018018 58.6981982] ; [105.6981982 255.3018018],1
s6,1,9.1e-05,15.320155,[59 26] ; [163 193],[42.78911565 42.21088435] ; [179.21088435 176.78911565],1
d2,1,0.000108,14.989651,[51 34] ; [134 228],[35.17897092 49.82102908] ; [149.82102908 212.17897092],1
s3,1,0.000207,13.769931,[46 37] ; [120 238],[31.24263039 51.75736961] ; [134.75736961 223.24263039],1
d1,1,0.00036,12.728569,[59 26] ; [175 190],[44.2 40.8] ; [189.8 175.2],1
p3,1,0.000362,12.716932,[48 37] ; [128 233],[33.5426009 51.4573991] ; [142.4573991 218.5426009],1
r4,1,0.003211,8.683596,[83  2] ; [315  50],[75.17777778  9.82222222] ; [322.82222222  42.17777778],0
p6,1,0.005963,7.56157,[32 53] ; [ 82 273],[22.02272727 62.97727273] ; [ 91.97727273 263.02272727],0
p4,1,0.012372,6.256741,[52 33] ; [165 193],[41.63656885 43.36343115] ; [175.36343115 182.63656885],0
d5,1,0.014888,5.929655,[74 11] ; [272  92],[65.50111359 19.49888641] ; [280.49888641  83.50111359],0
a5,1,0.016591,5.739156,[65 20] ; [229 136],[55.53333333 29.46666667] ; [238.46666667 126.53333333],0
r1,1,0.031057,4.649797,[71 13] ; [266  97],[63.32885906 20.67114094] ; [273.67114094  89.32885906],0
p11,1,0.036591,4.36935,[73 12] ; [275  90],[65.73333333 19.26666667] ; [282.26666667  82.73333333],0
n4,1,0.044465,4.038801,[65 20] ; [237 127],[57.1714922 27.8285078] ; [244.8285078 119.1714922],0
s5,1,0.050493,3.825012,[24 55] ; [ 72 283],[17.47465438 61.52534562] ; [ 78.52534562 276.47465438],0
p10,1,0.06258,3.467646,[70 15] ; [259  98],[63.26923077 21.73076923] ; [265.73076923  91.26923077],0
p8,1,0.062713,3.464142,[47 37] ; [160 198],[39.33936652 44.66063348] ; [167.66063348 190.33936652],0
v1,1,0.07757,3.115104,[46 35] ; [164 193],[38.83561644 42.16438356] ; [171.16438356 185.83561644],0
n3,1,0.094434,2.79711,[10  7] ; [74 21],[12.75  4.25] ; [71.25 23.75],0
p2,1,0.0992,2.718366,[73 12] ; [281  80],[67.46636771 17.53363229] ; [286.53363229  74.46636771],0
b3,1,0.10315,2.656146,[23 32] ; [ 55 128],[18.02521008 36.97478992] ; [ 59.97478992 123.02521008],0
b2,1,0.10315,2.656146,[23 32] ; [ 55 128],[18.02521008 36.97478992] ; [ 59.97478992 123.02521008],0
p7,1,0.116749,2.4604,[53 30] ; [193 162],[46.61643836 36.38356164] ; [199.38356164 155.61643836],0
v3,1,0.138295,2.196831,[31 49] ; [106 245],[25.42923434 54.57076566] ; [111.57076566 239.42923434],0
p9,1,0.174755,1.841675,[71 14] ; [274  83],[66.34615385 18.65384615] ; [278.65384615  78.34615385],0
b4,1,0.202505,1.624215,[56 29] ; [213 152],[50.81111111 34.18888889] ; [218.18888889 146.81111111],0
r3,1,0.222336,1.489232,[82  3] ; [338  26],[79.51002227  5.48997773] ; [340.48997773  23.51002227],0
a8,1,0.230909,1.435256,[11 69] ; [ 31 304],[ 8.09638554 71.90361446] ; [ 33.90361446 301.09638554],0
b1,1,0.246347,1.3439,[36 49] ; [130 235],[31.35555556 53.64444444] ; [134.64444444 230.35555556],0
r2,1,0.256322,1.288512,[81  3] ; [337  25],[78.7264574  5.2735426] ; [339.2735426  22.7264574],0
a6,1,0.256892,1.285429,[54 31] ; [255 110],[58.36666667 26.63333333] ; [250.63333333 114.36666667],0
d4,1,0.300205,1.073283,[70 15] ; [281  83],[66.44766147 18.55233853] ; [284.55233853  79.44766147],0
a2,1,0.3299,0.949291,[18 67] ; [ 61 304],[14.92222222 70.07777778] ; [ 64.07777778 300.92222222],0
u3,1,0.354303,0.857987,[19 11] ; [79 67],[16.70454545 13.29545455] ; [81.29545455 64.70454545],0
a3,1,0.377215,0.779758,[55 30] ; [216 147],[51.41741071 33.58258929] ; [219.58258929 143.41741071],0
p12,1,0.378175,0.776624,[ 6 79] ; [ 17 344],[ 4.38340807 80.61659193] ; [ 18.61659193 342.38340807],0
b5,1,0.416006,0.661572,[50 35] ; [232 133],[53.26666667 31.73333333] ; [228.73333333 136.26666667],0
u1,1,0.450678,0.568947,[11 74] ; [ 37 328],[ 9.06666667 75.93333333] ; [ 38.93333333 326.06666667],0
s4,1,0.470412,0.521009,[14 71] ; [ 48 309],[11.92307692 73.07692308] ; [ 50.07692308 306.92307692],0
u4,1,0.521319,0.411283,[ 1 84] ; [  2 363],[ 0.56666667 84.43333333] ; [  2.43333333 362.56666667],0
n2,1,0.540647,0.374343,[12  6] ; [70 25],[13.0619469  4.9380531] ; [68.9380531 26.0619469],0
a4,1,0.557725,0.343658,[35 50] ; [137 226],[32.63392857 52.36607143] ; [139.36607143 223.63392857],0
p5,1,0.566076,0.329293,[ 4 81] ; [ 23 339],[ 5.13422819 79.86577181] ; [ 21.86577181 340.13422819],0
u2,1,0.59679,0.279864,[17 13] ; [75 71],[15.68181818 14.31818182] ; [76.31818182 69.68181818],0
a7,1,0.600605,0.274085,[63 21] ; [262 101],[61.0738255 22.9261745] ; [263.9261745  99.0738255],0
v2,1,0.644597,0.21278,[42 37] ; [174 172],[40.15058824 38.84941176] ; [175.84941176 170.15058824],0
n6,1,0.644979,0.212289,[66 19] ; [290  73],[67.54464286 17.45535714] ; [288.45535714  74.54464286],0
p1,1,0.675491,0.175246,[ 5 80] ; [ 26 337],[ 5.88169643 79.11830357] ; [ 25.11830357 337.88169643],0
s1,1,0.777437,0.079897,[ 2 80] ; [  7 352],[ 1.67346939 80.32653061] ; [  7.32653061 351.67346939],0
d3,1,0.805249,0.060792,[56 29] ; [234 129],[55.02232143 29.97767857] ; [234.97767857 128.02232143],0
n5,1,0.860575,0.03085,[55 29] ; [240 121],[55.68539326 28.31460674] ; [239.31460674 121.68539326],0
a1,1,0.893914,0.017783,[ 3 82] ; [ 14 351],[ 3.21111111 81.78888889] ; [ 13.78888889 351.21111111],0
n1,1,0.975135,0.000971,[ 5 12] ; [28 66],[ 5.05405405 11.94594595] ; [27.94594595 66.05405405],0
