Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,51.96339,[107  10] ; [ 9 20],[92.95890411 24.04109589] ; [23.04109589  5.95890411],1
p9,1,0.0,31.181376,[109   8] ; [15 14],[99.36986301 17.63013699] ; [24.63013699  4.36986301],1
n6,1,0.0,30.248155,[105  12] ; [13 16],[94.56164384 22.43835616] ; [23.43835616  5.56164384],1
p10,1,0.0,28.028017,[103  13] ; [13 16],[92.8 23.2] ; [23.2  5.8],1
p11,1,2.8e-05,17.542956,[99 18] ; [14 15],[90.55479452 26.44520548] ; [22.44520548  6.55479452],1
p2,1,0.001847,9.695439,[100  15] ; [18 11],[94.23611111 20.76388889] ; [23.76388889  5.23611111],0
v3,1,0.00553,7.697406,[55 60] ; [ 5 22],[48.5915493 66.4084507] ; [11.4084507 15.5915493],0
s7,1,0.01298,6.17184,[74 40] ; [10 16],[68.4 45.6] ; [15.6 10.4],0
s8,1,0.014085,6.027427,[70 47] ; [10 19],[64.10958904 52.89041096] ; [15.89041096 13.10958904],0
v1,1,0.021205,5.309902,[66 47] ; [10 19],[60.47887324 52.52112676] ; [15.52112676 13.47887324],0
a3,1,0.042444,4.117421,[87 30] ; [16 13],[82.54109589 34.45890411] ; [20.45890411  8.54109589],0
r2,1,0.053836,3.717774,[102  12] ; [22  7],[98.85314685 15.14685315] ; [25.14685315  3.85314685],0
s6,1,0.059842,3.541762,[86 27] ; [17 12],[81.96478873 31.03521127] ; [21.03521127  7.96478873],0
s1,1,0.062447,3.471169,[  3 112] ; [ 3 26],[  4.79166667 110.20833333] ; [ 1.20833333 27.79166667],0
b3,1,0.067624,3.339781,[37 44] ; [ 4 14],[33.54545455 47.45454545] ; [ 7.45454545 10.54545455],0
b2,1,0.067624,3.339781,[37 44] ; [ 4 14],[33.54545455 47.45454545] ; [ 7.45454545 10.54545455],0
r4,1,0.070044,3.281983,[98 19] ; [20  9],[94.56164384 22.43835616] ; [23.43835616  5.56164384],0
d5,1,0.071508,3.248064,[94 22] ; [19 10],[90.4 25.6] ; [22.6  6.4],0
d1,1,0.088998,2.892409,[65 52] ; [11 18],[60.90410959 56.09589041] ; [15.09589041 13.90410959],0
v4,1,0.121986,2.39163,[107   9] ; [24  5],[104.8  11.2] ; [26.2  2.8],0
p1,1,0.121986,2.39163,[  9 107] ; [ 5 24],[ 11.2 104.8] ; [ 2.8 26.2],0
b5,1,0.122,2.391457,[46 71] ; [16 13],[49.68493151 67.31506849] ; [12.31506849 16.68493151],0
r1,1,0.140511,2.172351,[85 32] ; [17 12],[81.73972603 35.26027397] ; [20.26027397  8.73972603],0
