Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,51.96339,[107  10] ; [ 9 20],[92.95890411 24.04109589] ; [23.04109589  5.95890411],1
p6,1,0.15794,1.993835,[56 58] ; [10 19],[52.61538462 61.38461538] ; [13.38461538 15.61538462],0
r3,1,0.222152,1.490414,[109   8] ; [25  4],[107.38356164   9.61643836] ; [26.61643836  2.38356164],0
u3,1,0.272716,1.203036,[13 17] ; [8 5],[14.65116279 15.34883721] ; [6.34883721 6.65116279],0
v2,1,0.278077,1.176465,[59 53] ; [12 17],[56.39716312 55.60283688] ; [14.60283688 14.39716312],0
b4,1,0.297194,1.086745,[60 57] ; [18 11],[62.50684932 54.49315068] ; [15.49315068 13.50684932],0
a8,1,0.31251,1.020036,[16 96] ; [ 2 26],[14.4 97.6] ; [ 3.6 24.4],0
s5,1,0.351812,0.866911,[50 62] ; [ 9 17],[47.88405797 64.11594203] ; [11.11594203 14.88405797],0
d2,1,0.431038,0.620025,[62 55] ; [13 16],[60.10273973 56.89726027] ; [14.89726027 14.10273973],0
s4,1,0.44854,0.574338,[21 96] ; [ 7 22],[22.43835616 94.56164384] ; [ 5.56164384 23.43835616],0
a5,1,0.459928,0.54607,[81 36] ; [18 11],[79.33561644 37.66438356] ; [19.66438356  9.33561644],0
n1,1,0.475624,0.508881,[13 14] ; [5 3],[13.88571429 13.11428571] ; [4.11428571 3.88571429],0
a2,1,0.521801,0.410333,[  8 109] ; [ 3 26],[  8.81506849 108.18493151] ; [ 2.18493151 26.81506849],0
a1,1,0.553945,0.350297,[  5 112] ; [ 2 27],[  5.60958904 111.39041096] ; [ 1.39041096 27.60958904],0
u2,1,0.554678,0.349004,[15 14] ; [8 5],[15.88095238 13.11904762] ; [7.11904762 5.88095238],0
d4,1,0.556508,0.345787,[90 26] ; [21  8],[88.8 27.2] ; [22.2  6.8],0
p8,1,0.606321,0.265568,[74 42] ; [17 12],[72.8 43.2] ; [18.2 10.8],0
d3,1,0.647191,0.20946,[59 58] ; [16 13],[60.10273973 56.89726027] ; [14.89726027 14.10273973],0
n3,1,0.65564,0.198864,[18  9] ; [6 2],[18.51428571  8.48571429] ; [5.48571429 2.51428571],0
b1,1,0.707358,0.140931,[60 57] ; [16 13],[60.90410959 56.09589041] ; [15.09589041 13.90410959],0
s2,1,0.773366,0.08293,[64 53] ; [15 14],[63.30821918 53.69178082] ; [15.69178082 13.30821918],0
s3,1,0.794935,0.067552,[70 47] ; [16 12],[69.39310345 47.60689655] ; [16.60689655 11.39310345],0
a4,1,0.802883,0.062309,[55 61] ; [13 16],[54.4 61.6] ; [13.6 15.4],0
a6,1,0.820029,0.05176,[43 74] ; [10 19],[42.47260274 74.52739726] ; [10.52739726 18.47260274],0
u1,1,0.841166,0.040161,[  5 112] ; [ 1 28],[  4.80821918 112.19178082] ; [ 1.19178082 27.80821918],0
n2,1,0.842342,0.03956,[20  8] ; [6 2],[20.22222222  7.77777778] ; [5.77777778 2.22222222],0
p7,1,0.869964,0.026799,[85 30] ; [21  8],[84.65277778 30.34722222] ; [21.34722222  7.65277778],0
p3,1,0.954846,0.003206,[76 41] ; [19 10],[76.13013699 40.86986301] ; [18.86986301 10.13013699],0
