Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,115.203968,[291 112] ; [ 5 70],[249.55648536 153.44351464] ; [46.44351464 28.55648536],1
d4,1,0.0,71.656574,[364  39] ; [38 36],[339.63522013  63.36477987] ; [62.36477987 11.63522013],1
a4,1,0.0,38.856971,[216 186] ; [10 62],[191.67088608 210.32911392] ; [34.32911392 37.67088608],1
d3,1,0.0,30.511926,[303 100] ; [32 42],[283.0293501 119.9706499] ; [51.9706499 22.0293501],1
a5,1,0.0,29.691233,[329  74] ; [39 35],[310.90985325  92.09014675] ; [57.09014675 16.90985325],1
a3,1,0.0,27.66945,[320  82] ; [37 36],[302.13473684  99.86526316] ; [54.86526316 18.13473684],1
d2,1,0.0,26.578258,[232 170] ; [19 56],[211.53459119 190.46540881] ; [39.46540881 35.53459119],1
u1,1,7e-06,20.198494,[106 297] ; [ 2 73],[ 91.05439331 311.94560669] ; [16.94560669 58.05439331],1
a2,1,1.6e-05,18.642561,[124 279] ; [ 5 70],[108.75941423 294.24058577] ; [20.24058577 54.75941423],1
s8,1,0.001687,9.862813,[244 157] ; [31 44],[231.67016807 169.32983193] ; [43.32983193 31.67016807],0
p2,1,0.001857,9.685697,[353  48] ; [55 19],[344.43789474  56.56210526] ; [63.56210526 10.43789474],0
r1,1,0.002908,8.864371,[349  53] ; [55 20],[340.47798742  61.52201258] ; [63.52201258 11.47798742],0
p4,1,0.004303,8.151368,[283 119] ; [39 34],[272.51368421 129.48631579] ; [49.48631579 23.51368421],0
p1,1,0.005463,7.719315,[ 30 371] ; [13 61],[ 36.30105263 364.69894737] ; [ 6.69894737 67.30105263],0
p9,1,0.00936,6.752831,[359  39] ; [59 15],[352.46610169  45.53389831] ; [65.53389831  8.46610169],0
a7,1,0.011431,6.396989,[297 105] ; [44 30],[287.98739496 114.01260504] ; [53.01260504 20.98739496],0
p3,1,0.014936,5.924052,[230 172] ; [31 43],[220.42436975 181.57563025] ; [40.57563025 33.42436975],0
r3,1,0.015805,5.824483,[388  13] ; [68  7],[384.1512605  16.8487395] ; [71.8487395  3.1512605],0
n6,1,0.027181,4.87928,[370  32] ; [63 12],[364.91823899  37.08176101] ; [68.08176101  6.91823899],0
v2,1,0.038871,4.266479,[236 155] ; [33 37],[228.15401302 162.84598698] ; [40.84598698 29.15401302],0
p7,1,0.058013,3.593296,[268 121] ; [42 31],[261.01731602 127.98268398] ; [48.98268398 24.01731602],0
a1,1,0.061455,3.497687,[ 28 375] ; [ 1 74],[ 24.44979079 378.55020921] ; [ 4.55020921 70.44979079],0
p10,1,0.081142,3.041887,[347  52] ; [57 15],[342.24203822  56.75796178] ; [61.75796178 10.24203822],0
r4,1,0.090329,2.868507,[377  26] ; [66  9],[373.4916318  29.5083682] ; [69.5083682  5.4916318],0
s1,1,0.110837,2.542252,[ 16 382] ; [ 6 66],[ 18.62978723 379.37021277] ; [ 3.37021277 68.62978723],0
v1,1,0.113275,2.507921,[237 154] ; [37 36],[230.89224138 160.10775862] ; [43.10775862 29.89224138],0
r2,1,0.160901,1.965737,[380  17] ; [68  6],[377.61358811  19.38641189] ; [70.38641189  3.61358811],0
p6,1,0.274768,1.192788,[177 219] ; [28 46],[172.72340426 223.27659574] ; [32.27659574 41.72340426],0
s2,1,0.296543,1.089675,[267 134] ; [44 29],[263.10337553 137.89662447] ; [47.89662447 25.10337553],0
p11,1,0.300256,1.073058,[332  71] ; [58 17],[328.80753138  74.19246862] ; [61.19246862 13.80753138],0
a6,1,0.308433,1.037376,[269 133] ; [45 29],[265.18487395 136.81512605] ; [48.81512605 25.18487395],0
v3,1,0.384511,0.756231,[171 219] ; [28 45],[167.62419006 222.37580994] ; [31.37580994 41.62419006],0
