Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,57.272624,[ 2 41] ; [104  45],[23.73958333 19.26041667] ; [82.26041667 66.73958333],1
d4,1,0.0,40.095035,[23 20] ; [139  10],[36.28125  6.71875] ; [125.71875  23.28125],1
d3,1,0.0,27.446274,[17 26] ; [120  29],[30.68229167 12.31770833] ; [106.31770833  42.68229167],1
d2,1,1.1e-05,19.315028,[ 5 38] ; [73 76],[17.46875 25.53125] ; [60.53125 88.46875],1
a4,1,0.0105,6.548053,[10 33] ; [67 82],[17.24479167 25.75520833] ; [59.75520833 89.24479167],0
a2,1,0.013381,6.118094,[ 2 41] ; [ 31 118],[ 7.390625 35.609375] ; [ 25.609375 123.390625],0
a7,1,0.016724,5.725074,[26 17] ; [117  32],[32.02604167 10.97395833] ; [110.97395833  38.02604167],0
p10,1,0.023273,5.148037,[22 21] ; [102  44],[28.21164021 14.78835979] ; [95.78835979 50.21164021],0
a5,1,0.023451,5.134821,[24 19] ; [110  39],[30.01041667 12.98958333] ; [103.98958333  45.01041667],0
v2,1,0.030599,4.675325,[16 24] ; [83 57],[22. 18.] ; [77. 63.],0
a3,1,0.036725,4.363103,[22 21] ; [102  47],[27.77083333 15.22916667] ; [96.22916667 52.77083333],0
p11,1,0.059597,3.548577,[34  9] ; [95 54],[28.890625 14.109375] ; [100.109375  48.890625],0
n2,1,0.06016,3.532976,[11  2] ; [24 19],[8.125 4.875] ; [26.875 16.125],0
a1,1,0.099383,2.715417,[ 3 40] ; [  3 146],[ 1.34375 41.65625] ; [  4.65625 144.34375],0
s7,1,0.113791,2.50077,[10 30] ; [54 86],[14.22222222 25.77777778] ; [49.77777778 90.22222222],0
a8,1,0.178886,1.806854,[ 5 36] ; [  8 127],[ 3.02840909 37.97159091] ; [  9.97159091 125.02840909],0
u3,1,0.180716,1.791729,[10 10] ; [31 15],[12.42424242  7.57575758] ; [28.57575758 17.42424242],0
p8,1,0.182998,1.773106,[14 29] ; [65 83],[17.78534031 25.21465969] ; [61.21465969 86.78534031],0
p4,1,0.197687,1.659383,[15 28] ; [68 80],[18.68586387 24.31413613] ; [64.31413613 83.68586387],0
b4,1,0.200666,1.63752,[24 19] ; [99 50],[27.546875 15.453125] ; [95.453125 53.546875],0
s6,1,0.210023,1.571266,[20 22] ; [86 61],[23.55555556 18.44444444] ; [82.44444444 64.55555556],0
s2,1,0.211557,1.560739,[13 29] ; [62 87],[16.4921466 25.5078534] ; [58.5078534 90.4921466],0
p9,1,0.215546,1.533777,[27 16] ; [106  40],[30.25925926 12.74074074] ; [102.74074074  43.25925926],0
s8,1,0.240815,1.375814,[11 32] ; [52 96],[14.18324607 28.81675393] ; [48.81675393 99.18324607],0
b2,1,0.245137,1.350806,[ 9 15] ; [20 59],[ 6.75728155 17.24271845] ; [22.24271845 56.75728155],0
b3,1,0.245137,1.350806,[ 9 15] ; [20 59],[ 6.75728155 17.24271845] ; [22.24271845 56.75728155],0
r2,1,0.262137,1.257436,[39  4] ; [140   7],[40.51052632  2.48947368] ; [138.48947368   8.51052632],0
a6,1,0.276739,1.183034,[25 18] ; [100  49],[27.99479167 15.00520833] ; [97.00520833 51.99479167],0
s5,1,0.380462,0.769209,[ 8 31] ; [ 39 103],[10.12707182 28.87292818] ; [ 36.87292818 105.12707182],0
b1,1,0.4187,0.65396,[17 26] ; [ 49 100],[14.78125 28.21875] ; [51.21875 97.78125],0
p7,1,0.434418,0.610982,[25 18] ; [75 71],[22.75132275 20.24867725] ; [77.24867725 68.75132275],0
r4,1,0.467348,0.528239,[38  5] ; [137  12],[39.19270833  3.80729167] ; [135.80729167  13.19270833],0
p2,1,0.583877,0.300008,[31 12] ; [112  35],[32.36315789 10.63684211] ; [110.63684211  36.36315789],0
p6,1,0.61016,0.259941,[ 9 32] ; [ 38 109],[10.25 30.75] ; [ 36.75 110.25],0
n3,1,0.625079,0.238793,[10  2] ; [33 10],[9.38181818 2.61818182] ; [33.61818182  9.38181818],0
n4,1,0.632969,0.228057,[17 26] ; [65 84],[18.36458333 24.63541667] ; [63.63541667 85.36458333],0
n1,1,0.648372,0.207959,[ 3 10] ; [13 31],[3.64912281 9.35087719] ; [12.35087719 31.64912281],0
v4,1,0.697165,0.151438,[39  4] ; [136  11],[39.60526316  3.39473684] ; [135.39473684  11.60526316],0
p12,1,0.708177,0.140105,[ 2 41] ; [  5 141],[ 1.59259259 41.40740741] ; [  5.40740741 140.59259259],0
n6,1,0.752743,0.099241,[25 18] ; [90 58],[25.89005236 17.10994764] ; [89.10994764 58.89005236],0
s3,1,0.801147,0.063435,[22 21] ; [72 75],[21.27368421 21.72631579] ; [72.72631579 74.27368421],0
p1,1,0.847738,0.036866,[ 3 40] ; [  9 137],[ 2.73015873 40.26984127] ; [  9.26984127 136.73015873],0
