Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.005735,7.63183,[19  6] ; [3 8],[15.27777778  9.72222222] ; [6.72222222 4.27777778],0
d5,1,0.010515,6.545455,[20  5] ; [4 7],[16.66666667  8.33333333] ; [7.33333333 3.66666667],0
a4,1,0.040685,4.189091,[11 14] ; [ 1 10],[ 8.33333333 16.66666667] ; [3.66666667 7.33333333],0
p3,1,0.045817,3.988321,[13 11] ; [2 9],[10.28571429 13.71428571] ; [4.71428571 6.28571429],0
s5,1,0.063661,3.439339,[10 15] ; [ 1 10],[ 7.63888889 17.36111111] ; [3.36111111 7.63888889],0
a7,1,0.07044,3.272727,[15 10] ; [3 8],[12.5 12.5] ; [5.5 5.5],0
b2,1,0.076967,3.12782,[ 4 15] ; [4 3],[ 5.84615385 13.15384615] ; [2.15384615 4.84615385],0
b3,1,0.076967,3.12782,[ 4 15] ; [4 3],[ 5.84615385 13.15384615] ; [2.15384615 4.84615385],0
r1,1,0.12425,2.362909,[16  9] ; [4 7],[13.88888889 11.11111111] ; [6.11111111 4.88888889],0
a3,1,0.126645,2.333159,[18  7] ; [5 6],[15.97222222  9.02777778] ; [7.02777778 3.97222222],0
s1,1,0.156138,2.01124,[ 1 24] ; [2 9],[ 2.08333333 22.91666667] ; [ 0.91666667 10.08333333],0
v2,1,0.178529,1.809829,[ 8 17] ; [1 9],[ 6.42857143 18.57142857] ; [2.57142857 7.42857143],0
b5,1,0.19068,1.712356,[15 10] ; [4 7],[13.19444444 11.80555556] ; [5.80555556 5.19444444],0
s8,1,0.200825,1.636364,[10 15] ; [2 9],[ 8.33333333 16.66666667] ; [3.66666667 7.33333333],0
a5,1,0.201176,1.633813,[17  8] ; [5 6],[15.27777778  9.72222222] ; [6.72222222 4.27777778],0
r4,1,0.285029,1.142955,[ 9 16] ; [2 9],[ 7.63888889 17.36111111] ; [3.36111111 7.63888889],0
s7,1,0.298094,1.082702,[11 13] ; [3 8],[ 9.6 14.4] ; [4.4 6.6],0
s3,1,0.338574,0.915825,[10 15] ; [2 7],[ 8.82352941 16.17647059] ; [3.17647059 5.82352941],0
p11,1,0.386671,0.749384,[12 13] ; [7 4],[13.19444444 11.80555556] ; [5.80555556 5.19444444],0
a6,1,0.386671,0.749384,[13 12] ; [4 7],[11.80555556 13.19444444] ; [5.19444444 5.80555556],0
d2,1,0.386671,0.749384,[13 12] ; [4 7],[11.80555556 13.19444444] ; [5.19444444 5.80555556],0
u2,1,0.390636,0.736961,[3 4] ; [4 2],[3.76923077 3.23076923] ; [3.23076923 2.76923077],0
s4,1,0.418492,0.654545,[ 5 20] ; [ 1 10],[ 4.16666667 20.83333333] ; [1.83333333 9.16666667],0
p1,1,0.43115,0.619722,[ 4 21] ; [3 8],[ 4.86111111 20.13888889] ; [2.13888889 8.86111111],0
n3,1,0.462527,0.539773,[5 6] ; [5 3],[5.78947368 5.21052632] ; [4.21052632 3.78947368],0
s6,1,0.517482,0.418909,[12 13] ; [4 7],[11.11111111 13.88888889] ; [4.88888889 6.11111111],0
v4,1,0.580832,0.304891,[21  4] ; [10  1],[21.52777778  3.47222222] ; [9.47222222 1.52777778],0
n4,1,0.591943,0.28732,[16  9] ; [6 5],[15.27777778  9.72222222] ; [6.72222222 4.27777778],0
s2,1,0.608874,0.261818,[ 9 16] ; [3 8],[ 8.33333333 16.66666667] ; [3.66666667 7.33333333],0
p6,1,0.615795,0.251821,[ 7 18] ; [4 7],[ 7.63888889 17.36111111] ; [3.36111111 7.63888889],0
b4,1,0.615795,0.251821,[18  7] ; [7 4],[17.36111111  7.63888889] ; [7.63888889 3.36111111],0
p4,1,0.632124,0.229191,[13 11] ; [5 6],[12.34285714 11.65714286] ; [5.65714286 5.34285714],0
n2,1,0.635848,0.224213,[8 3] ; [5 3],[7.52631579 3.47368421] ; [5.47368421 2.52631579],0
p8,1,0.668576,0.183273,[14 11] ; [7 4],[14.58333333 10.41666667] ; [6.41666667 4.58333333],0
v3,1,0.713694,0.134615,[ 6 19] ; [3 7],[ 6.42857143 18.57142857] ; [2.57142857 7.42857143],0
b1,1,0.759766,0.093506,[15 10] ; [6 5],[14.58333333 10.41666667] ; [6.41666667 4.58333333],0
p9,1,0.776675,0.08046,[21  4] ; [8 2],[20.71428571  4.28571429] ; [8.28571429 1.71428571],0
n6,1,0.776689,0.08045,[17  8] ; [8 3],[17.36111111  7.63888889] ; [7.63888889 3.36111111],0
u3,1,0.796762,0.066327,[4 3] ; [3 3],[3.76923077 3.23076923] ; [3.23076923 2.76923077],0
n1,1,0.844674,0.038384,[5 6] ; [4 4],[5.21052632 5.78947368] ; [3.78947368 4.21052632],0
p5,1,0.85554,0.033144,[ 5 19] ; [2 9],[ 4.8 19.2] ; [2.2 8.8],0
v1,1,0.887931,0.019859,[12 13] ; [5 6],[11.80555556 13.19444444] ; [5.19444444 5.80555556],0
p7,1,0.888126,0.01979,[ 9 12] ; [5 6],[ 9.1875 11.8125] ; [4.8125 6.1875],0
p2,1,0.908333,0.013258,[17  7] ; [8 3],[17.14285714  6.85714286] ; [7.85714286 3.14285714],0
p12,1,0.91313,0.011901,[ 2 23] ; [ 1 10],[ 2.08333333 22.91666667] ; [ 0.91666667 10.08333333],0
n5,1,0.964205,0.002014,[18  7] ; [8 3],[18.05555556  6.94444444] ; [7.94444444 3.05555556],0
