Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,4e-06,21.044271,[28 12] ; [ 6 29],[18.13333333 21.86666667] ; [15.86666667 19.13333333],1
b5,1,0.001826,9.716966,[27 13] ; [11 24],[20.26666667 19.73333333] ; [17.73333333 17.26666667],0
p11,1,0.002116,9.446281,[31  9] ; [15 20],[24.53333333 15.46666667] ; [21.46666667 13.53333333],0
s6,1,0.0176,5.635544,[24 16] ; [11 23],[18.91891892 21.08108108] ; [16.08108108 17.91891892],0
s8,1,0.02778,4.841639,[15 25] ; [ 5 29],[10.81081081 29.18918919] ; [ 9.18918919 24.81081081],0
a3,1,0.040648,4.190627,[27 12] ; [16 19],[22.66216216 16.33783784] ; [20.33783784 14.66216216],0
p2,1,0.05703,3.621717,[27 13] ; [16 19],[22.93333333 17.06666667] ; [20.06666667 14.93333333],0
v4,1,0.063527,3.442831,[36  4] ; [25  9],[32.97297297  7.02702703] ; [28.02702703  5.97297297],0
p1,1,0.071312,3.252551,[ 6 34] ; [ 1 34],[ 3.73333333 36.26666667] ; [ 3.26666667 31.73333333],0
s7,1,0.083137,3.002481,[15 24] ; [ 6 25],[11.7 27.3] ; [ 9.3 21.7],0
n6,1,0.083925,2.987198,[24 16] ; [14 21],[20.26666667 19.73333333] ; [17.73333333 17.26666667],0
b1,1,0.083925,2.987198,[16 24] ; [21 14],[19.73333333 20.26666667] ; [17.26666667 17.73333333],0
r3,1,0.112123,2.524038,[37  3] ; [28  7],[34.66666667  5.33333333] ; [30.33333333  4.66666667],0
r2,1,0.115594,2.476028,[36  4] ; [26  8],[33.51351351  6.48648649] ; [28.48648649  5.51351351],0
a1,1,0.124617,2.358307,[ 5 35] ; [ 1 34],[ 3.2 36.8] ; [ 2.8 32.2],0
d1,1,0.142251,2.153441,[18 22] ; [10 25],[14.93333333 25.06666667] ; [13.06666667 21.93333333],0
s5,1,0.15076,2.064542,[13 23] ; [ 7 27],[10.28571429 25.71428571] ; [ 9.71428571 24.28571429],0
r4,1,0.162797,1.948052,[32  8] ; [23 12],[29.33333333 10.66666667] ; [25.66666667  9.33333333],0
a4,1,0.169841,1.884344,[20 20] ; [12 23],[17.06666667 22.93333333] ; [14.93333333 20.06666667],0
s3,1,0.24294,1.363453,[22 16] ; [15 19],[19.52777778 18.47222222] ; [17.47222222 16.52777778],0
d4,1,0.256761,1.286139,[31  9] ; [23 12],[28.8 11.2] ; [25.2  9.8],0
a8,1,0.317059,1.001039,[ 3 33] ; [ 1 34],[ 2.02816901 33.97183099] ; [ 1.97183099 33.02816901],0
b2,1,0.329867,0.949418,[11 15] ; [ 6 15],[ 9.40425532 16.59574468] ; [ 7.59574468 13.40425532],0
b3,1,0.329867,0.949418,[11 15] ; [ 6 15],[ 9.40425532 16.59574468] ; [ 7.59574468 13.40425532],0
d3,1,0.385456,0.753228,[20 20] ; [14 21],[18.13333333 21.86666667] ; [15.86666667 19.13333333],0
v2,1,0.434598,0.610504,[18 20] ; [13 21],[16.36111111 21.63888889] ; [14.63888889 19.36111111],0
b4,1,0.485754,0.485918,[26 14] ; [20 15],[24.53333333 15.46666667] ; [21.46666667 13.53333333],0
s1,1,0.536187,0.382653,[ 2 38] ; [ 3 32],[ 2.66666667 37.33333333] ; [ 2.33333333 32.66666667],0
v1,1,0.550594,0.356253,[16 23] ; [12 23],[14.75675676 24.24324324] ; [13.24324324 21.75675676],0
p6,1,0.567799,0.326379,[10 28] ; [ 7 27],[ 8.97222222 29.02777778] ; [ 8.02777778 25.97222222],0
n1,1,0.581206,0.304289,[6 7] ; [5 9],[5.2962963 7.7037037] ; [5.7037037 8.2962963],0
v3,1,0.581309,0.304123,[ 7 29] ; [ 8 24],[ 7.94117647 28.05882353] ; [ 7.05882353 24.94117647],0
a5,1,0.617661,0.249169,[24 16] ; [19 16],[22.93333333 17.06666667] ; [20.06666667 14.93333333],0
n4,1,0.662276,0.19077,[18 22] ; [14 21],[17.06666667 22.93333333] ; [14.93333333 20.06666667],0
p8,1,0.731805,0.11746,[13 26] ; [13 22],[13.7027027 25.2972973] ; [12.2972973 22.7027027],0
n2,1,0.744785,0.105965,[10  3] ; [10  4],[9.62962963 3.37037037] ; [10.37037037  3.62962963],0
s4,1,0.763164,0.090799,[ 8 32] ; [ 8 27],[ 8.53333333 31.46666667] ; [ 7.46666667 27.53333333],0
a6,1,0.772337,0.083705,[15 25] ; [12 23],[14.4 25.6] ; [12.6 22.4],0
n3,1,0.789561,0.071225,[8 5] ; [8 4],[8.32 4.68] ; [7.68 4.32],0
s2,1,0.799895,0.064254,[16 24] ; [13 22],[15.46666667 24.53333333] ; [13.53333333 21.46666667],0
u2,1,0.820627,0.051411,[7 6] ; [11  8],[7.3125 5.6875] ; [10.6875  8.3125],0
d5,1,0.824471,0.049194,[25 15] ; [21 14],[24.53333333 15.46666667] ; [21.46666667 13.53333333],0
p3,1,0.826381,0.048112,[17 23] ; [14 21],[16.53333333 23.46666667] ; [14.46666667 20.53333333],0
r1,1,0.847054,0.037202,[26 14] ; [22 13],[25.6 14.4] ; [22.4 12.6],0
p4,1,0.892334,0.01832,[15 24] ; [14 21],[15.28378378 23.71621622] ; [13.71621622 21.28378378],0
p7,1,0.926177,0.008585,[21 19] ; [18 17],[20.8 19.2] ; [18.2 16.8],0
u3,1,0.946088,0.004573,[6 7] ; [ 9 10],[6.09375 6.90625] ; [ 8.90625 10.09375],0
d2,1,1.0,0.0,[16 24] ; [14 21],[16. 24.] ; [14. 21.],0
