Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,38.412685,[38 61] ; [56  8],[57.09202454 41.90797546] ; [36.90797546 27.09202454],1
v1,1,2.2e-05,18.045245,[31 69] ; [42 23],[44.24242424 55.75757576] ; [28.75757576 36.24242424],1
s8,1,0.000121,14.773296,[14 87] ; [26 39],[24.3373494 76.6626506] ; [15.6626506 49.3373494],1
p10,1,0.003398,8.580245,[65 36] ; [53  9],[73.11656442 27.88343558] ; [44.88343558 17.11656442],0
p2,1,0.005417,7.734648,[66 34] ; [54  9],[73.6196319 26.3803681] ; [46.3803681 16.6196319],0
n4,1,0.00922,6.779724,[71 30] ; [57  8],[77.87951807 23.12048193] ; [50.12048193 14.87951807],0
p4,1,0.011624,6.367278,[39 62] ; [36 25],[46.75925926 54.24074074] ; [28.24074074 32.75925926],0
p8,1,0.011732,6.350859,[43 58] ; [39 23],[50.80981595 50.19018405] ; [31.19018405 30.80981595],0
v4,1,0.013829,6.059871,[85 15] ; [63  2],[89.6969697 10.3030303] ; [58.3030303  6.6969697],0
p7,1,0.018423,5.555479,[50 51] ; [43 20],[57.27439024 43.72560976] ; [35.72560976 27.27439024],0
p11,1,0.034114,4.488977,[69 32] ; [54 11],[74.8373494 26.1626506] ; [48.1626506 16.8373494],0
r1,1,0.044277,4.045964,[71 29] ; [55 10],[76.36363636 23.63636364] ; [49.63636364 15.36363636],0
p9,1,0.045645,3.994653,[67 31] ; [52 11],[72.43478261 25.56521739] ; [46.56521739 16.43478261],0
p3,1,0.051733,3.784369,[35 64] ; [32 31],[40.94444444 58.05555556] ; [26.05555556 36.94444444],0
r3,1,0.058916,3.567643,[87 14] ; [61  3],[90.59393939 10.40606061] ; [57.40606061  6.59393939],0
d3,1,0.06119,3.504843,[90 11] ; [51 14],[85.78915663 15.21084337] ; [55.21084337  9.78915663],0
n5,1,0.079225,3.080734,[64 36] ; [50 15],[69.09090909 30.90909091] ; [44.90909091 20.09090909],0
s2,1,0.083123,3.002755,[13 87] ; [15 49],[17.07317073 82.92682927] ; [10.92682927 53.07317073],0
n6,1,0.14619,2.111557,[77 23] ; [56  9],[80.60606061 19.39393939] ; [52.39393939 12.60606061],0
p5,1,0.149021,2.082245,[ 5 96] ; [ 7 57],[ 7.34545455 93.65454545] ; [ 4.65454545 59.34545455],0
p6,1,0.150497,2.067202,[22 76] ; [20 41],[25.88679245 72.11320755] ; [16.11320755 44.88679245],0
s7,1,0.176258,1.828895,[19 77] ; [17 41],[22.44155844 73.55844156] ; [13.55844156 44.44155844],0
b1,1,0.199999,1.64238,[41 60] ; [20 45],[37.11445783 63.88554217] ; [23.88554217 41.11445783],0
n2,1,0.269219,1.220722,[18 17] ; [9 4],[19.6875 15.3125] ; [7.3125 5.6875],0
a8,1,0.269656,1.218494,[ 7 87] ; [ 7 47],[ 8.89189189 85.10810811] ; [ 5.10810811 48.89189189],0
r4,1,0.291691,1.1118,[77 24] ; [54 11],[79.70481928 21.29518072] ; [51.29518072 13.70481928],0
a3,1,0.298559,1.080618,[75 26] ; [52 12],[77.73939394 23.26060606] ; [49.26060606 14.73939394],0
n3,1,0.316783,1.002181,[19 15] ; [10  4],[20.54166667 13.45833333] ; [8.45833333 5.54166667],0
b5,1,0.328918,0.953153,[56 45] ; [31 34],[52.93373494 48.06626506] ; [34.06626506 30.93373494],0
a1,1,0.332255,0.940091,[ 2 99] ; [ 3 62],[ 3.04216867 97.95783133] ; [ 1.95783133 63.04216867],0
n1,1,0.336209,0.924833,[12 24] ; [2 9],[10.72340426 25.27659574] ; [3.27659574 7.72340426],0
d2,1,0.358222,0.844118,[70 30] ; [49 15],[72.56097561 27.43902439] ; [46.43902439 17.56097561],0
d5,1,0.372865,0.794094,[97  4] ; [64  1],[97.95783133  3.04216867] ; [63.04216867  1.95783133],0
b2,1,0.429555,0.624027,[22 33] ; [22 24],[23.96039604 31.03960396] ; [20.03960396 25.96039604],0
b3,1,0.429555,0.624027,[22 33] ; [22 24],[23.96039604 31.03960396] ; [20.03960396 25.96039604],0
s5,1,0.449196,0.572681,[14 84] ; [12 52],[15.72839506 82.27160494] ; [10.27160494 53.72839506],0
r2,1,0.530866,0.392734,[90  7] ; [60  3],[90.9375  6.0625] ; [59.0625  3.9375],0
s3,1,0.541252,0.373224,[23 78] ; [17 46],[24.63414634 76.36585366] ; [15.36585366 47.63414634],0
d4,1,0.56047,0.338891,[97  3] ; [63  1],[97.56097561  2.43902439] ; [62.43902439  1.56097561],0
a7,1,0.635877,0.224175,[74 27] ; [49 15],[75.29090909 25.70909091] ; [47.70909091 16.29090909],0
