Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,34.490382,[ 7 58] ; [35 22],[22.37704918 42.62295082] ; [19.62295082 37.37704918],1
s6,1,0.0,29.360357,[22 43] ; [45  9],[36.59663866 28.40336134] ; [30.40336134 23.59663866],1
s5,1,3e-06,21.781783,[ 7 56] ; [26 25],[18.23684211 44.76315789] ; [14.76315789 36.23684211],1
s3,1,4e-06,21.360564,[18 46] ; [40 17],[30.67768595 33.32231405] ; [27.32231405 29.67768595],1
s7,1,0.000337,12.850381,[16 45] ; [32 22],[25.46086957 35.53913043] ; [22.53913043 31.46086957],1
p6,1,0.00202,9.531247,[12 49] ; [26 30],[19.81196581 41.18803419] ; [18.18803419 37.81196581],0
p3,1,0.011245,6.426174,[23 40] ; [34 23],[29.925 33.075] ; [27.075 29.925],0
s4,1,0.012627,6.220687,[ 6 59] ; [15 42],[11.18852459 53.81147541] ; [ 9.81147541 47.18852459],0
p4,1,0.01559,5.84855,[27 36] ; [37 20],[33.6 29.4] ; [30.4 26.6],0
v2,1,0.018561,5.542435,[21 44] ; [29 25],[27.31092437 37.68907563] ; [22.68907563 31.31092437],0
v4,1,0.027678,4.848035,[48 17] ; [51  6],[52.74590164 12.25409836] ; [46.25409836 10.74590164],0
v1,1,0.0342,4.484692,[21 42] ; [28 25],[26.61206897 36.38793103] ; [22.38793103 30.61206897],0
p2,1,0.034833,4.453338,[36 27] ; [43 14],[41.475 21.525] ; [37.525 19.475],0
p10,1,0.055627,3.663181,[41 22] ; [46 11],[45.675 17.325] ; [41.325 15.675],0
r4,1,0.115017,2.483893,[33 32] ; [37 20],[37.29508197 27.70491803] ; [32.70491803 24.29508197],0
p11,1,0.128575,2.30963,[42 23] ; [44 13],[45.81967213 19.18032787] ; [40.18032787 16.81967213],0
d2,1,0.150775,2.064392,[37 26] ; [26 31],[33.075 29.925] ; [29.925 27.075],0
p9,1,0.160928,1.965487,[47 15] ; [49  8],[50.01680672 11.98319328] ; [45.98319328 11.01680672],0
n6,1,0.168318,1.89786,[46 18] ; [47 10],[49.19008264 14.80991736] ; [43.80991736 13.19008264],0
b4,1,0.177605,1.817554,[32 33] ; [35 22],[35.69672131 29.30327869] ; [31.30327869 25.69672131],0
r3,1,0.188249,1.73127,[49 15] ; [49  8],[51.83471074 12.16528926] ; [46.16528926 10.83471074],0
b2,1,0.196679,1.666865,[17 19] ; [12 25],[14.30136986 21.69863014] ; [14.69863014 22.30136986],0
b3,1,0.196679,1.666865,[17 19] ; [12 25],[14.30136986 21.69863014] ; [14.69863014 22.30136986],0
p1,1,0.222612,1.487451,[ 9 56] ; [ 4 53],[ 6.92622951 58.07377049] ; [ 6.07377049 50.92622951],0
v3,1,0.23279,1.42373,[15 49] ; [18 36],[17.89830508 46.10169492] ; [15.10169492 38.89830508],0
r2,1,0.248881,1.329576,[47 14] ; [47  8],[49.43103448 11.56896552] ; [44.56896552 10.43103448],0
a1,1,0.257281,1.283327,[ 5 60] ; [ 8 49],[ 6.92622951 58.07377049] ; [ 6.07377049 50.92622951],0
b5,1,0.269875,1.217382,[37 28] ; [38 19],[39.95901639 25.04098361] ; [35.04098361 21.95901639],0
p7,1,0.272254,1.205357,[29 35] ; [31 25],[32. 32.] ; [28. 28.],0
d3,1,0.298165,1.082384,[35 30] ; [36 21],[37.82786885 27.17213115] ; [33.17213115 23.82786885],0
p8,1,0.310179,1.029912,[22 40] ; [25 31],[24.69491525 37.30508475] ; [22.30508475 33.69491525],0
d4,1,0.312373,1.020615,[50 15] ; [48  9],[52.21311475 12.78688525] ; [45.78688525 11.21311475],0
n2,1,0.319006,0.993016,[17  8] ; [17  4],[18.47826087  6.52173913] ; [15.52173913  5.47826087],0
u3,1,0.331693,0.942278,[5 8] ; [8 6],[6.25925926 6.74074074] ; [6.74074074 7.25925926],0
a8,1,0.409265,0.680934,[ 5 58] ; [ 7 49],[ 6.35294118 56.64705882] ; [ 5.64705882 50.35294118],0
a2,1,0.417941,0.656097,[14 51] ; [ 9 48],[12.25409836 52.74590164] ; [10.74590164 46.25409836],0
n4,1,0.498868,0.457345,[47 18] ; [38 19],[45.28688525 19.71311475] ; [39.71311475 17.28688525],0
a4,1,0.513475,0.426979,[33 31] ; [26 31],[31.20661157 32.79338843] ; [27.79338843 29.20661157],0
b1,1,0.553007,0.351957,[32 33] ; [25 32],[30.36885246 34.63114754] ; [26.63114754 30.36885246],0
a6,1,0.625408,0.238339,[46 19] ; [38 19],[44.75409836 20.24590164] ; [39.24590164 17.75409836],0
d1,1,0.634632,0.225831,[36 29] ; [34 23],[37.29508197 27.70491803] ; [32.70491803 24.29508197],0
u1,1,0.656593,0.197688,[ 6 59] ; [ 4 53],[ 5.32786885 59.67213115] ; [ 4.67213115 52.32786885],0
n3,1,0.665492,0.186921,[17  8] ; [13  8],[16.30434783  8.69565217] ; [13.69565217  7.30434783],0
a3,1,0.691994,0.156936,[51 14] ; [43 14],[50.08196721 14.91803279] ; [43.91803279 13.08196721],0
n5,1,0.702298,0.146092,[48 16] ; [41 16],[47.07438017 16.92561983] ; [41.92561983 15.07438017],0
p5,1,0.714393,0.133929,[ 7 57] ; [ 5 51],[ 6.4 57.6] ; [ 5.6 50.4],0
a7,1,0.831224,0.045425,[40 25] ; [34 23],[39.42622951 25.57377049] ; [34.57377049 22.42622951],0
s1,1,0.884238,0.021199,[ 3 61] ; [ 3 54],[ 3.17355372 60.82644628] ; [ 2.82644628 54.17355372],0
n1,1,0.910853,0.012536,[10 14] ; [ 8 12],[ 9.81818182 14.18181818] ; [ 8.18181818 11.81818182],0
p12,1,0.918886,0.010371,[ 2 61] ; [ 2 55],[ 2.1 60.9] ; [ 1.9 55.1],0
u4,1,0.925342,0.008781,[ 1 64] ; [ 1 56],[ 1.06557377 63.93442623] ; [ 0.93442623 56.06557377],0
d5,1,0.950938,0.003786,[55 10] ; [48  9],[54.87704918 10.12295082] ; [48.12295082  8.87704918],0
u2,1,1.0,0.0,[6 8] ; [6 8],[6. 8.] ; [6. 8.],0
