Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,68.869204,[246  10] ; [2 6],[240.48484848  15.51515152] ; [7.51515152 0.48484848],1
r2,1,0.0,54.385294,[251   5] ; [4 4],[247.27272727   8.72727273] ; [7.72727273 0.27272727],1
r3,1,0.001454,10.136191,[247   8] ; [6 2],[245.30418251   9.69581749] ; [7.69581749 0.30418251],0
a7,1,0.005956,7.563714,[180  75] ; [2 6],[176.46387833  78.53612167] ; [5.53612167 2.46387833],0
s1,1,0.008558,6.912868,[ 11 240] ; [2 6],[ 12.5984556 238.4015444] ; [0.4015444 7.5984556],0
p9,1,0.008652,6.893366,[228  23] ; [5 3],[225.8030888  25.1969112] ; [7.1969112 0.8030888],0
r1,1,0.008958,6.831262,[216  39] ; [4 4],[213.30798479  41.69201521] ; [6.69201521 1.30798479],0
p10,1,0.032891,4.551436,[221  30] ; [5 3],[219.01930502  31.98069498] ; [6.98069498 1.01930502],0
p11,1,0.047346,3.933066,[203  53] ; [4 4],[200.72727273  55.27272727] ; [6.27272727 1.72727273],0
s8,1,0.060996,3.510101,[175  79] ; [3 5],[172.5648855  81.4351145] ; [5.4351145 2.5648855],0
d5,1,0.067989,3.330925,[218  36] ; [5 3],[216.19083969  37.80916031] ; [6.80916031 1.19083969],0
s5,1,0.123739,2.369339,[141 103] ; [2 5],[139.01195219 104.98804781] ; [3.98804781 3.01195219],0
p2,1,0.133996,2.245587,[210  43] ; [5 3],[208.40996169  44.59003831] ; [6.59003831 1.40996169],0
s6,1,0.19029,1.715373,[220  30] ; [5 2],[218.87159533  31.12840467] ; [6.12840467 0.87159533],0
b1,1,0.190373,1.714727,[101 155] ; [5 3],[102.78787879 153.21212121] ; [3.21212121 4.78787879],0
p4,1,0.253684,1.302901,[174  78] ; [4 4],[172.52307692  79.47692308] ; [5.47692308 2.52307692],0
p3,1,0.298506,1.080859,[143 110] ; [6 2],[144.43295019 108.56704981] ; [4.56704981 3.43295019],0
p8,1,0.300069,1.073889,[140 110] ; [3 5],[138.56589147 111.43410853] ; [4.43410853 3.56589147],0
d1,1,0.309865,1.03125,[172  84] ; [4 4],[170.66666667  85.33333333] ; [5.33333333 2.66666667],0
s3,1,0.347476,0.882654,[220  34] ; [6 2],[219.09923664  34.90076336] ; [6.90076336 1.09923664],0
a6,1,0.425772,0.634329,[162  92] ; [4 4],[160.93129771  93.06870229] ; [5.06870229 2.93129771],0
a4,1,0.446253,0.580152,[131 125] ; [3 5],[129.93939394 126.06060606] ; [4.06060606 3.93939394],0
a1,1,0.517333,0.419207,[ 17 239] ; [1 7],[ 17.45454545 238.54545455] ; [0.54545455 7.45454545],0
d3,1,0.531973,0.390622,[185  70] ; [5 3],[184.22053232  70.77946768] ; [5.77946768 2.22053232],0
n5,1,0.532134,0.390315,[211  42] ; [6 2],[210.348659  42.651341] ; [6.651341 1.348659],0
d2,1,0.557068,0.344806,[132 122] ; [5 3],[132.81679389 121.18320611] ; [4.18320611 3.81679389],0
a5,1,0.571107,0.320833,[203  53] ; [7 1],[203.63636364  52.36363636] ; [6.36363636 1.63636364],0
n3,1,0.581866,0.303227,[37 17] ; [1 1],[36.64285714 17.35714286] ; [1.35714286 0.64285714],0
b4,1,0.611279,0.258316,[151 105] ; [4 4],[150.3030303 105.6969697] ; [4.6969697 3.3030303],0
v3,1,0.61417,0.254148,[131 114] ; [5 3],[131.69960474 113.30039526] ; [4.30039526 3.69960474],0
n4,1,0.66557,0.186828,[207  47] ; [7 1],[207.46564885  46.53435115] ; [6.53435115 1.46564885],0
b2,1,0.671811,0.179491,[71 98] ; [2 4],[70.49714286 98.50285714] ; [2.50285714 3.49714286],0
b3,1,0.671811,0.179491,[71 98] ; [2 4],[70.49714286 98.50285714] ; [2.50285714 3.49714286],0
a8,1,0.68254,0.167281,[ 43 194] ; [1 7],[ 42.56326531 194.43673469] ; [1.43673469 6.56326531],0
p5,1,0.692488,0.156405,[ 45 206] ; [1 7],[ 44.57915058 206.42084942] ; [1.42084942 6.57915058],0
v2,1,0.722356,0.126246,[167  77] ; [5 3],[166.53968254  77.46031746] ; [5.46031746 2.53968254],0
p7,1,0.728474,0.120517,[166  77] ; [5 3],[165.5498008  77.4501992] ; [5.4501992 2.5498008],0
s4,1,0.777419,0.07991,[ 53 201] ; [2 6],[ 53.32061069 200.67938931] ; [1.67938931 6.32061069],0
a2,1,0.828112,0.047143,[ 73 183] ; [2 6],[ 72.72727273 183.27272727] ; [2.27272727 5.72727273],0
d4,1,0.895737,0.017174,[226  28] ; [7 1],[225.88549618  28.11450382] ; [7.11450382 0.88549618],0
n6,1,0.901128,0.015435,[220  32] ; [6 1],[219.89189189  32.10810811] ; [6.10810811 0.89189189],0
p6,1,0.910555,0.01262,[119 129] ; [4 4],[119.15625 128.84375] ; [3.84375 4.15625],0
p12,1,0.935492,0.006551,[ 34 218] ; [1 7],[ 33.92307692 218.07692308] ; [1.07692308 6.92307692],0
b5,1,0.946555,0.004493,[157  99] ; [5 3],[157.09090909  98.90909091] ; [4.90909091 3.09090909],0
s7,1,0.956787,0.002936,[178  68] ; [5 2],[177.93675889  68.06324111] ; [5.06324111 1.93675889],0
n1,1,0.979099,0.000686,[26 27] ; [1 1],[26.01818182 26.98181818] ; [0.98181818 1.01818182],0
