Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.00287,8.888151,[ 2 27] ; [13 20],[ 7.01612903 21.98387097] ; [ 7.98387097 25.01612903],0
s2,1,0.005449,7.723888,[ 7 22] ; [19 13],[12.36065574 16.63934426] ; [13.63934426 18.36065574],0
p4,1,0.031837,4.607266,[ 8 21] ; [18 15],[12.16129032 16.83870968] ; [13.83870968 19.16129032],0
n6,1,0.036561,4.370749,[15 13] ; [26  7],[18.81967213  9.18032787] ; [22.18032787 10.81967213],0
b4,1,0.047697,3.920648,[13 16] ; [23 10],[16.83870968 12.16129032] ; [19.16129032 13.83870968],0
s3,1,0.05773,3.60143,[12 17] ; [21 11],[15.68852459 13.31147541] ; [17.31147541 14.68852459],0
u2,1,0.073638,3.2,[3 7] ; [7 3],[5. 5.] ; [5. 5.],0
s7,1,0.073983,3.192355,[ 7 19] ; [16 16],[10.31034483 15.68965517] ; [12.68965517 19.31034483],0
n5,1,0.111214,2.536879,[13 15] ; [22 11],[16.06557377 11.93442623] ; [18.93442623 14.06557377],0
s5,1,0.120816,2.406715,[ 4 25] ; [10 23],[ 6.5483871 22.4516129] ; [ 7.4516129 25.5483871],0
b2,1,0.169228,1.889773,[8 9] ; [ 6 17],[ 5.95 11.05] ; [ 8.05 14.95],0
b3,1,0.169228,1.889773,[8 9] ; [ 6 17],[ 5.95 11.05] ; [ 8.05 14.95],0
d1,1,0.190798,1.711442,[11 18] ; [18 15],[13.56451613 15.43548387] ; [15.43548387 17.56451613],0
n2,1,0.21289,1.551667,[6 3] ; [9 1],[7.10526316 1.89473684] ; [7.89473684 2.10526316],0
v2,1,0.220671,1.5,[14 14] ; [21 11],[16.33333333 11.66666667] ; [18.66666667 13.33333333],0
a2,1,0.230811,1.435855,[ 5 24] ; [10 23],[ 7.01612903 21.98387097] ; [ 7.98387097 25.01612903],0
d4,1,0.242514,1.365922,[19 10] ; [26  7],[21.0483871  7.9516129] ; [23.9516129  9.0483871],0
d5,1,0.243396,1.360819,[18 11] ; [25  8],[20.11290323  8.88709677] ; [22.88709677 10.11290323],0
r3,1,0.2824,1.155503,[24  4] ; [31  2],[25.24590164  2.75409836] ; [29.75409836  3.24590164],0
v3,1,0.283726,1.149155,[11 17] ; [17 15],[13.06666667 14.93333333] ; [14.93333333 17.06666667],0
p8,1,0.297471,1.085499,[ 7 22] ; [12 21],[ 8.88709677 20.11290323] ; [10.11290323 22.88709677],0
d2,1,0.300631,1.071395,[12 17] ; [18 15],[14.03225806 14.96774194] ; [15.96774194 17.03225806],0
r2,1,0.328101,0.956378,[26  2] ; [28  5],[24.78688525  3.21311475] ; [29.21311475  3.78688525],0
