Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,42.702854,[69  2] ; [31 34],[52.20588235 18.79411765] ; [47.79411765 17.20588235],1
v4,1,0.0,36.846004,[70  1] ; [36 29],[55.33823529 15.66176471] ; [50.66176471 14.33823529],1
r2,1,2e-06,23.147432,[65  5] ; [36 27],[53.15789474 16.84210526] ; [47.84210526 15.15789474],1
n6,1,0.000197,13.862275,[60 11] ; [36 29],[50.11764706 20.88235294] ; [45.88235294 19.11764706],1
s6,1,0.000251,13.404775,[39 32] ; [16 50],[28.50364964 42.49635036] ; [26.49635036 39.50364964],1
p9,1,0.000369,12.682432,[59 10] ; [37 27],[49.80451128 19.19548872] ; [46.19548872 17.80451128],1
n2,1,0.00046,12.269571,[20  2] ; [10 14],[14.34782609  7.65217391] ; [15.65217391  8.34782609],1
p11,1,0.001667,9.884678,[52 19] ; [31 35],[43.01459854 27.98540146] ; [39.98540146 26.01459854],0
p10,1,0.002021,9.530523,[53 17] ; [32 32],[44.40298507 25.59701493] ; [40.59701493 23.40298507],0
b5,1,0.005205,7.806944,[51 20] ; [32 34],[43.01459854 27.98540146] ; [39.98540146 26.01459854],0
n3,1,0.014287,6.002363,[17  5] ; [10 14],[12.91304348  9.08695652] ; [14.08695652  9.91304348],0
a7,1,0.017399,5.655666,[46 24] ; [30 36],[39.11764706 30.88235294] ; [36.88235294 29.11764706],0
p2,1,0.023936,5.099299,[54 17] ; [37 27],[47.85925926 23.14074074] ; [43.14074074 20.85925926],0
p6,1,0.046288,3.971071,[20 51] ; [ 9 55],[15.25185185 55.74814815] ; [13.74814815 50.25185185],0
s2,1,0.061701,3.491065,[29 42] ; [17 49],[23.83941606 47.16058394] ; [22.16058394 43.83941606],0
b1,1,0.080694,3.050859,[24 47] ; [32 34],[29.02189781 41.97810219] ; [26.97810219 39.02189781],0
s8,1,0.0965,2.762449,[19 52] ; [10 56],[15.02919708 55.97080292] ; [13.97080292 52.02919708],0
p3,1,0.100374,2.699593,[30 41] ; [19 47],[25.39416058 45.60583942] ; [23.60583942 42.39416058],0
s5,1,0.11439,2.492505,[17 52] ; [ 9 56],[13.3880597 55.6119403] ; [12.6119403 52.3880597],0
p4,1,0.12184,2.393513,[34 37] ; [23 43],[29.54014599 41.45985401] ; [27.45985401 38.54014599],0
d5,1,0.131423,2.275616,[45 25] ; [34 32],[40.66176471 29.33823529] ; [38.33823529 27.66176471],0
p7,1,0.167641,1.903917,[35 35] ; [24 39],[31.05263158 38.94736842] ; [27.94736842 35.05263158],0
a8,1,0.178277,1.811932,[ 9 59] ; [ 4 60],[ 6.6969697 61.3030303] ; [ 6.3030303 57.6969697],0
b4,1,0.277625,1.178677,[41 30] ; [32 34],[37.83211679 33.16788321] ; [35.16788321 30.83211679],0
p8,1,0.302333,1.063876,[29 42] ; [21 44],[26.10294118 44.89705882] ; [23.89705882 41.10294118],0
u3,1,0.339338,0.912932,[13 19] ; [10 24],[11.15151515 20.84848485] ; [11.84848485 22.15151515],0
u1,1,0.353914,0.859375,[ 2 69] ; [ 4 62],[ 3.10948905 67.89051095] ; [ 2.89051095 63.10948905],0
p12,1,0.354249,0.858177,[ 3 68] ; [ 1 64],[ 2.08823529 68.91176471] ; [ 1.91176471 63.08823529],0
a3,1,0.398923,0.711571,[39 32] ; [31 34],[36.54411765 34.45588235] ; [33.45588235 31.54411765],0
d3,1,0.403149,0.698914,[33 37] ; [26 39],[30.59259259 39.40740741] ; [28.40740741 36.59259259],0
a4,1,0.408215,0.683994,[22 49] ; [16 49],[19.83823529 51.16176471] ; [18.16176471 46.83823529],0
u2,1,0.410955,0.676036,[16 16] ; [14 21],[14.32835821 17.67164179] ; [15.67164179 19.32835821],0
p5,1,0.429584,0.623947,[ 7 63] ; [ 4 60],[ 5.74626866 64.25373134] ; [ 5.25373134 58.74626866],0
a5,1,0.443477,0.587269,[38 33] ; [31 35],[35.75912409 35.24087591] ; [33.24087591 32.75912409],0
s3,1,0.453022,0.563079,[30 41] ; [23 41],[27.87407407 43.12592593] ; [25.12592593 38.87407407],0
