Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-06,23.587324,[25  6] ; [13 38],[14.36585366 16.63414634] ; [23.63414634 27.36585366],1
p7,1,0.000282,13.186813,[18 12] ; [10 40],[10.5 19.5] ; [17.5 32.5],1
p6,1,0.002844,8.904923,[13 17] ; [ 7 44],[ 7.40740741 22.59259259] ; [12.59259259 38.40740741],0
p8,1,0.006197,7.492143,[17 14] ; [13 39],[11.20481928 19.79518072] ; [18.79518072 33.20481928],0
p5,1,0.008765,6.870062,[ 7 24] ; [ 2 49],[ 3.40243902 27.59756098] ; [ 5.59756098 45.40243902],0
s2,1,0.010355,6.572859,[15 14] ; [12 39],[ 9.7875 19.2125] ; [17.2125 33.7875],0
p2,1,0.011107,6.448065,[27  4] ; [31 20],[21.92682927  9.07317073] ; [36.07317073 14.92682927],0
b1,1,0.018026,5.593587,[19 12] ; [18 34],[13.81927711 17.18072289] ; [23.18072289 28.81927711],0
v1,1,0.028766,4.781547,[14 16] ; [11 37],[ 9.61538462 20.38461538] ; [15.38461538 32.61538462],0
b4,1,0.038065,4.302096,[15 16] ; [37 15],[19.42168675 11.57831325] ; [32.57831325 19.42168675],0
a6,1,0.050277,3.832181,[20 11] ; [22 30],[15.68674699 15.31325301] ; [26.31325301 25.68674699],0
p9,1,0.05477,3.689071,[24  7] ; [27 21],[20.01265823 10.98734177] ; [30.98734177 17.01265823],0
d3,1,0.056187,3.646493,[21 10] ; [24 28],[16.80722892 14.19277108] ; [28.19277108 23.80722892],0
d4,1,0.061035,3.509033,[26  5] ; [33 18],[22.30487805  8.69512195] ; [36.69512195 14.30487805],0
s8,1,0.081445,3.035833,[11 19] ; [10 42],[ 7.68292683 22.31707317] ; [13.31707317 38.68292683],0
a5,1,0.114636,2.489114,[21 10] ; [26 26],[17.55421687 13.44578313] ; [29.44578313 22.55421687],0
s6,1,0.132995,2.257189,[15 14] ; [18 34],[11.81481481 17.18518519] ; [21.18518519 30.81481481],0
d5,1,0.135203,2.231728,[24  7] ; [32 20],[20.91566265 10.08433735] ; [35.08433735 16.91566265],0
s7,1,0.165174,1.926203,[13 15] ; [15 34],[10.18181818 17.81818182] ; [17.81818182 31.18181818],0
a2,1,0.205555,1.60246,[ 6 25] ; [ 5 47],[ 4.10843373 26.89156627] ; [ 6.89156627 45.10843373],0
p11,1,0.238168,1.391402,[23  8] ; [32 20],[20.54216867 10.45783133] ; [34.45783133 17.54216867],0
p1,1,0.244449,1.35475,[ 5 26] ; [ 4 47],[ 3.40243902 27.59756098] ; [ 5.59756098 45.40243902],0
p10,1,0.255292,1.294112,[20  9] ; [28 22],[17.62025316 11.37974684] ; [30.37974684 19.62025316],0
n2,1,0.292584,1.107692,[8 2] ; [16 10],[6.66666667 3.33333333] ; [17.33333333  8.66666667],0
d2,1,0.293401,1.103952,[10 21] ; [22 28],[12.24691358 18.75308642] ; [19.75308642 30.24691358],0
p12,1,0.293567,1.10319,[ 2 29] ; [ 1 50],[ 1.13414634 29.86585366] ; [ 1.86585366 49.13414634],0
v2,1,0.328125,0.956283,[15 15] ; [19 30],[12.91139241 17.08860759] ; [21.08860759 27.91139241],0
s3,1,0.337621,0.919445,[12 16] ; [16 34],[10.05128205 17.94871795] ; [17.94871795 32.05128205],0
s5,1,0.338094,0.917647,[ 6 21] ; [ 7 44],[ 4.5 22.5] ; [ 8.5 42.5],0
u3,1,0.391249,0.735058,[5 7] ; [ 6 16],[3.88235294 8.11764706] ; [ 7.11764706 14.88235294],0
a7,1,0.39218,0.732174,[17 14] ; [23 28],[15.12195122 15.87804878] ; [24.87804878 26.12195122],0
b2,1,0.430822,0.620608,[ 5 15] ; [11 20],[ 6.2745098 13.7254902] ; [ 9.7254902 21.2745098],0
b3,1,0.430822,0.620608,[ 5 15] ; [11 20],[ 6.2745098 13.7254902] ; [ 9.7254902 21.2745098],0
r3,1,0.443009,0.588477,[21  8] ; [32 18],[19.4556962  9.5443038] ; [33.5443038 16.4556962],0
n3,1,0.445009,0.583333,[7 3] ; [14 11],[6. 4.] ; [15. 10.],0
r1,1,0.47032,0.521225,[ 7 23] ; [16 36],[ 8.41463415 21.58536585] ; [14.58536585 37.41463415],0
u2,1,0.498495,0.458139,[3 9] ; [ 8 14],[3.88235294 8.11764706] ; [ 7.11764706 14.88235294],0
v3,1,0.521054,0.411807,[ 9 21] ; [12 39],[ 7.77777778 22.22222222] ; [13.22222222 37.77777778],0
s1,1,0.591875,0.287425,[ 2 29] ; [ 2 50],[ 1.4939759 29.5060241] ; [ 2.5060241 49.4939759],0
a1,1,0.591875,0.287425,[ 2 29] ; [ 2 50],[ 1.4939759 29.5060241] ; [ 2.5060241 49.4939759],0
a4,1,0.62147,0.243807,[12 19] ; [17 34],[10.96341463 20.03658537] ; [18.03658537 32.96341463],0
d1,1,0.669906,0.181713,[14 17] ; [21 31],[13.07228916 17.92771084] ; [21.92771084 30.07228916],0
n5,1,0.670732,0.180747,[20 10] ; [37 15],[20.85365854  9.14634146] ; [36.14634146 15.85365854],0
