Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2.1e-05,18.091216,[12 25] ; [51 17],[22.2 14.8] ; [40.8 27.2],1
r3,1,0.000925,10.972707,[19 18] ; [55 12],[26.32692308 10.67307692] ; [47.67307692 19.32692308],1
v4,1,0.00164,9.914612,[21 16] ; [56 10],[27.66019417  9.33980583] ; [49.33980583 16.66019417],0
p11,1,0.00183,9.712386,[10 27] ; [40 28],[17.61904762 19.38095238] ; [32.38095238 35.61904762],0
r2,1,0.001894,9.649907,[24 12] ; [61  6],[29.70873786  6.29126214] ; [55.29126214 11.70873786],0
u3,1,0.008926,6.837665,[ 3 16] ; [15 13],[ 7.27659574 11.72340426] ; [10.72340426 17.27659574],0
a5,1,0.025473,4.99143,[15 22] ; [43 25],[20.43809524 16.56190476] ; [37.56190476 30.43809524],0
d4,1,0.043837,4.062837,[19 18] ; [47 19],[23.70873786 13.29126214] ; [42.29126214 23.70873786],0
b4,1,0.044025,4.05559,[17 20] ; [45 23],[21.84761905 15.15238095] ; [40.15238095 27.84761905],0
p2,1,0.073138,3.211158,[15 22] ; [40 28],[19.38095238 17.61904762] ; [35.61904762 32.38095238],0
v1,1,0.07406,3.190671,[ 6 31] ; [22 46],[ 9.86666667 27.13333333] ; [18.13333333 49.86666667],0
n2,1,0.118787,2.433239,[ 8 12] ; [17 10],[10.63829787  9.36170213] ; [14.36170213 12.63829787],0
u2,1,0.172037,1.865107,[ 6 13] ; [14 13],[ 8.26086957 10.73913043] ; [11.73913043 15.26086957],0
s2,1,0.173132,1.855616,[ 3 34] ; [12 55],[ 5.33653846 31.66346154] ; [ 9.66346154 57.33653846],0
s4,1,0.182075,1.780604,[ 5 32] ; [ 4 64],[ 3.17142857 33.82857143] ; [ 5.82857143 62.17142857],0
v3,1,0.188945,1.725828,[ 6 31] ; [18 47],[ 8.70588235 28.29411765] ; [15.29411765 49.70588235],0
d3,1,0.215754,1.532389,[16 21] ; [38 30],[19.02857143 17.97142857] ; [34.97142857 33.02857143],0
p10,1,0.231933,1.428966,[ 6 31] ; [18 50],[ 8.45714286 28.54285714] ; [15.54285714 52.45714286],0
b2,1,0.271028,1.211538,[10 14] ; [11 28],[ 8. 16.] ; [13. 26.],0
b3,1,0.271028,1.211538,[10 14] ; [11 28],[ 8. 16.] ; [13. 26.],0
a3,1,0.277251,1.180517,[18 19] ; [40 27],[20.63461538 16.36538462] ; [37.36538462 29.63461538],0
a7,1,0.277251,1.180517,[18 19] ; [40 27],[20.63461538 16.36538462] ; [37.36538462 29.63461538],0
a8,1,0.279384,1.170086,[ 1 36] ; [ 5 57],[ 2.24242424 34.75757576] ; [ 3.75757576 58.24242424],0
n1,1,0.301099,1.06932,[ 5 13] ; [12 16],[ 6.65217391 11.34782609] ; [10.34782609 17.65217391],0
v2,1,0.326686,0.961989,[11 26] ; [26 40],[13.29126214 23.70873786] ; [23.70873786 42.29126214],0
n4,1,0.339933,0.910682,[21 16] ; [45 23],[23.25714286 13.74285714] ; [42.74285714 25.25714286],0
d1,1,0.371234,0.799531,[13 24] ; [30 38],[15.15238095 21.84761905] ; [27.84761905 40.15238095],0
p6,1,0.386575,0.749688,[ 7 28] ; [ 9 58],[ 5.49019608 29.50980392] ; [10.50980392 56.49019608],0
a1,1,0.435672,0.607656,[ 3 34] ; [ 3 65],[ 2.11428571 34.88571429] ; [ 3.88571429 64.11428571],0
d2,1,0.438139,0.601153,[19 17] ; [30 37],[17.12621359 18.87378641] ; [31.87378641 35.12621359],0
p4,1,0.442145,0.590709,[12 25] ; [17 50],[10.31730769 26.68269231] ; [18.68269231 48.31730769],0
n5,1,0.493422,0.469056,[20 17] ; [32 36],[18.32380952 18.67619048] ; [33.67619048 34.32380952],0
n3,1,0.502335,0.45,[10 10] ; [15 10],[11.11111111  8.88888889] ; [13.88888889 11.11111111],0
s1,1,0.516656,0.420563,[ 4 32] ; [ 5 63],[ 3.11538462 32.88461538] ; [ 5.88461538 62.11538462],0
p8,1,0.522346,0.409259,[ 7 29] ; [17 51],[ 8.30769231 27.69230769] ; [15.69230769 52.30769231],0
a4,1,0.523066,0.407843,[12 24] ; [27 41],[13.5 22.5] ; [25.5 42.5],0
s7,1,0.528278,0.397703,[ 5 30] ; [12 50],[ 6.13402062 28.86597938] ; [10.86597938 51.13402062],0
s8,1,0.545414,0.365598,[ 4 33] ; [ 5 63],[ 3.17142857 33.82857143] ; [ 5.82857143 62.17142857],0
p1,1,0.560972,0.338023,[ 4 33] ; [ 5 62],[ 3.20192308 33.79807692] ; [ 5.79807692 61.20192308],0
a2,1,0.57487,0.314602,[ 4 33] ; [10 58],[ 4.93333333 32.06666667] ; [ 9.06666667 58.93333333],0
s5,1,0.588288,0.293025,[ 3 33] ; [ 8 60],[ 3.80769231 32.19230769] ; [ 7.19230769 60.80769231],0
b5,1,0.603984,0.269028,[16 21] ; [33 35],[17.26666667 19.73333333] ; [31.73333333 36.26666667],0
s3,1,0.658519,0.195327,[11 25] ; [18 50],[10.03846154 25.96153846] ; [18.96153846 49.03846154],0
p12,1,0.66704,0.185084,[ 1 36] ; [ 1 66],[ 0.71153846 36.28846154] ; [ 1.28846154 65.71153846],0
d5,1,0.68082,0.169204,[23 14] ; [45 23],[23.96190476 13.03809524] ; [44.03809524 23.96190476],0
n6,1,0.762158,0.091596,[19 17] ; [38 30],[19.73076923 16.26923077] ; [37.26923077 30.73076923],0
a6,1,0.851318,0.035133,[23 14] ; [41 27],[22.55238095 14.44761905] ; [41.44761905 26.55238095],0
p7,1,0.86242,0.030031,[15 22] ; [26 41],[14.58653846 22.41346154] ; [26.41346154 40.58653846],0
b1,1,0.894742,0.017505,[19 18] ; [34 34],[18.67619048 18.32380952] ; [34.32380952 33.67619048],0
u1,1,0.900445,0.01565,[ 3 34] ; [ 6 62],[ 3.17142857 33.82857143] ; [ 5.82857143 62.17142857],0
p3,1,0.966845,0.001728,[ 9 27] ; [17 50],[ 9.08737864 26.91262136] ; [16.91262136 50.08737864],0
