Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,108.918847,[348  71] ; [54 90],[299.17939609 119.82060391] ; [102.82060391  41.17939609],1
u3,1,0.189609,1.720656,[63 70] ; [34 25],[67.19270833 65.80729167] ; [29.80729167 29.19270833],0
d3,1,0.200561,1.638284,[274 146] ; [86 59],[267.61061947 152.38938053] ; [92.38938053 52.61061947],0
p8,1,0.307761,1.040258,[194 219] ; [61 84],[188.73655914 224.26344086] ; [66.26344086 78.73655914],0
s1,1,0.348838,0.877681,[ 13 403] ; [  7 139],[ 14.80427046 401.19572954] ; [  5.19572954 140.80427046],0
v4,1,0.428194,0.627717,[383  37] ; [129  16],[380.60176991  39.39823009] ; [131.39823009  13.60176991],0
a7,1,0.467327,0.528289,[301 119] ; [100  46],[297.56183746 122.43816254] ; [103.43816254  42.56183746],0
p5,1,0.484115,0.489578,[ 27 390] ; [  7 137],[ 25.27272727 391.72727273] ; [  8.72727273 135.27272727],0
b1,1,0.552658,0.352576,[167 254] ; [62 84],[170.0335097 250.9664903] ; [58.9664903 87.0335097],0
n2,1,0.602038,0.271934,[65 31] ; [33 19],[63.56756757 32.43243243] ; [34.43243243 17.56756757],0
b4,1,0.632515,0.228666,[246 175] ; [82 64],[243.54144621 177.45855379] ; [84.45855379 61.54144621],0
n3,1,0.658589,0.195242,[63 30] ; [34 19],[61.78767123 31.21232877] ; [35.21232877 17.78767123],0
b5,1,0.8295,0.046373,[258 163] ; [88 58],[256.90652557 164.09347443] ; [89.09347443 56.90652557],0
