Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,73.034909,[84 23] ; [25 92],[52.06696429 54.93303571] ; [56.93303571 60.06696429],1
d5,1,0.0,67.438192,[106   1] ; [60 58],[78.94222222 28.05777778] ; [87.05777778 30.94222222],1
d4,1,0.0,64.209676,[106   1] ; [62 56],[79.89333333 27.10666667] ; [88.10666667 29.89333333],1
d3,1,0.0,55.186044,[76 32] ; [25 93],[48.26548673 59.73451327] ; [52.73451327 65.26548673],1
a5,1,0.0,36.052461,[95 13] ; [60 58],[74.07079646 33.92920354] ; [80.92920354 37.07079646],1
a4,1,0.0,32.639266,[69 38] ; [31 86],[47.76785714 59.23214286] ; [52.23214286 64.76785714],1
a3,1,6e-06,20.653938,[91 17] ; [66 51],[75.36 32.64] ; [81.64 35.36],1
s5,1,0.00137,10.245416,[50 53] ; [31 82],[38.625 64.375] ; [42.375 70.625],0
p4,1,0.002777,8.948542,[67 39] ; [51 67],[55.83928571 50.16071429] ; [62.16071429 55.83928571],0
p6,1,0.009137,6.795761,[46 60] ; [31 85],[36.76576577 69.23423423] ; [40.23423423 75.76576577],0
u1,1,0.017274,5.66835,[11 97] ; [  3 115],[  6.69026549 101.30973451] ; [  7.30973451 110.69026549],0
n4,1,0.018121,5.58444,[94 14] ; [88 30],[86.97345133 21.02654867] ; [95.02654867 22.97345133],0
r2,1,0.021758,5.265071,[99  6] ; [100  18],[93.69955157 11.30044843] ; [105.30044843  12.69955157],0
r1,1,0.029528,4.736565,[83 25] ; [75 43],[75.50442478 32.49557522] ; [82.49557522 35.50442478],0
a2,1,0.030517,4.679933,[13 95] ; [  5 113],[ 8.60176991 99.39823009] ; [  9.39823009 108.60176991],0
p8,1,0.033186,4.536145,[59 46] ; [49 68],[51.08108108 53.91891892] ; [56.91891892 60.08108108],0
s7,1,0.033362,4.527115,[61 42] ; [52 64],[53.14611872 49.85388128] ; [59.85388128 56.14611872],0
s2,1,0.035507,4.420645,[58 49] ; [47 70],[50.15625 56.84375] ; [54.84375 62.15625],0
p9,1,0.040808,4.18397,[92 14] ; [89 28],[86.03587444 19.96412556] ; [94.96412556 22.03587444],0
s8,1,0.04121,4.167339,[59 49] ; [48 69],[51.36 56.64] ; [55.64 61.36],0
p3,1,0.04121,4.167339,[59 48] ; [49 69],[51.36 55.64] ; [56.64 61.36],0
b1,1,0.053142,3.739447,[55 53] ; [45 73],[47.78761062 60.21238938] ; [52.21238938 65.78761062],0
r3,1,0.053396,3.731495,[101   7] ; [101  17],[96.53097345 11.46902655] ; [105.46902655  12.53097345],0
r4,1,0.059766,3.543873,[93 15] ; [90 28],[87.45132743 20.54867257] ; [95.54867257 22.45132743],0
n2,1,0.060071,3.535422,[14 12] ; [29  9],[17.46875  8.53125] ; [25.53125 12.46875],0
p2,1,0.064308,3.422647,[88 19] ; [84 33],[82.16071429 24.83928571] ; [89.83928571 27.16071429],0
v2,1,0.070592,3.269203,[57 50] ; [46 66],[50.32420091 56.67579909] ; [52.67579909 59.32420091],0
b5,1,0.075758,3.153634,[44 64] ; [62 56],[50.65486726 57.34513274] ; [55.34513274 62.65486726],0
p5,1,0.098435,2.73072,[18 89] ; [ 11 106],[13.85267857 93.14732143] ; [ 15.14732143 101.85267857],0
s1,1,0.111195,2.53716,[  2 106] ; [  7 109],[  4.33928571 103.66071429] ; [  4.66071429 111.33928571],0
v3,1,0.171145,1.872888,[47 59] ; [41 75],[42.01801802 63.98198198] ; [45.98198198 70.01801802],0
p10,1,0.174236,1.846118,[86 21] ; [85 32],[81.68303571 25.31696429] ; [89.31696429 27.68303571],0
a1,1,0.178474,1.810288,[  8 100] ; [  4 114],[  5.73451327 102.26548673] ; [  6.26548673 111.73451327],0
v1,1,0.182898,1.773915,[56 49] ; [51 64],[51.06818182 53.93181818] ; [55.93181818 59.06818182],0
s6,1,0.184886,1.757908,[72 34] ; [67 46],[67.27853881 38.72146119] ; [71.72146119 41.27853881],0
p7,1,0.189862,1.718692,[70 35] ; [68 49],[65.27027027 39.72972973] ; [72.72972973 44.27027027],0
p12,1,0.254157,1.300307,[  5 101] ; [ 10 107],[ 7.13004484 98.86995516] ; [  7.86995516 109.13004484],0
u3,1,0.284706,1.144489,[8 9] ; [17 35],[ 6.15942029 10.84057971] ; [18.84057971 33.15942029],0
v4,1,0.350497,0.871656,[100   8] ; [105  13],[97.96460177 10.03539823] ; [107.03539823  10.96460177],0
a8,1,0.386603,0.749601,[10 93] ; [15 96],[12.03271028 90.96728972] ; [12.96728972 98.03271028],0
n3,1,0.401919,0.702577,[15 10] ; [26 11],[16.53225806  8.46774194] ; [24.46774194 12.53225806],0
n5,1,0.441973,0.591154,[92 16] ; [96 22],[89.84070796 18.15929204] ; [98.15929204 19.84070796],0
s3,1,0.442545,0.589675,[59 48] ; [58 58],[56.13901345 50.86098655] ; [60.86098655 55.13901345],0
s4,1,0.489841,0.476876,[21 86] ; [19 99],[19.02222222 87.97777778] ; [20.97777778 97.02222222],0
a6,1,0.50864,0.436864,[42 66] ; [51 67],[44.44247788 63.55752212] ; [48.55752212 69.44247788],0
p11,1,0.528026,0.398189,[87 21] ; [91 27],[85.0619469 22.9380531] ; [92.9380531 25.0619469],0
u2,1,0.603706,0.269442,[7 9] ; [19 33],[6.11764706 9.88235294] ; [19.88235294 32.11764706],0
b3,1,0.605356,0.266993,[32 40] ; [31 46],[30.44295302 41.55704698] ; [32.55704698 44.44295302],0
b2,1,0.605356,0.266993,[32 40] ; [31 46],[30.44295302 41.55704698] ; [32.55704698 44.44295302],0
b4,1,0.634348,0.22621,[57 51] ; [66 52],[58.77876106 49.22123894] ; [64.22123894 53.77876106],0
n1,1,0.693366,0.155466,[ 9 17] ; [15 23],[ 9.75 16.25] ; [14.25 23.75],0
p1,1,0.752917,0.099096,[  8 100] ; [ 10 107],[ 8.64 99.36] ; [  9.36 107.64],0
