Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000504,12.102302,[10 32] ; [10  3],[15.27272727 26.72727273] ; [4.72727273 8.27272727],1
v2,1,0.000772,11.30729,[ 6 35] ; [8 5],[10.62962963 30.37037037] ; [3.37037037 9.62962963],1
p7,1,0.000954,10.914429,[ 8 32] ; [9 4],[12.83018868 27.16981132] ; [4.16981132 8.83018868],1
p2,1,0.001175,10.529915,[14 28] ; [11  2],[19.09090909 22.90909091] ; [5.90909091 7.09090909],0
s2,1,0.001242,10.426586,[ 7 36] ; [8 5],[11.51785714 31.48214286] ; [3.48214286 9.51785714],0
p8,1,0.001627,9.928705,[ 9 32] ; [9 4],[13.66666667 27.33333333] ; [4.33333333 8.66666667],0
s7,1,0.003514,8.519316,[ 9 32] ; [8 4],[13.1509434 27.8490566] ; [3.8490566 8.1509434],0
p10,1,0.01427,6.004411,[16 26] ; [10  3],[19.85454545 22.14545455] ; [6.14545455 6.85454545],0
u2,1,0.02234,5.219118,[ 3 14] ; [3 1],[ 4.85714286 12.14285714] ; [1.14285714 2.85714286],0
p9,1,0.037232,4.339753,[17 22] ; [10  3],[20.25 18.75] ; [6.75 6.25],0
p11,1,0.041046,4.17412,[13 30] ; [8 5],[16.125 26.875] ; [4.875 8.125],0
r4,1,0.044419,4.040549,[ 8 35] ; [6 7],[10.75 32.25] ; [3.25 9.75],0
s4,1,0.051299,3.7985,[ 6 37] ; [5 8],[ 8.44642857 34.55357143] ; [ 2.55357143 10.44642857],0
n3,1,0.053829,3.718,[ 9 16] ; [6 2],[11.36363636 13.63636364] ; [3.63636364 4.36363636],0
n6,1,0.071956,3.237834,[24 18] ; [11  2],[26.72727273 15.27272727] ; [8.27272727 4.72727273],0
u3,1,0.079746,3.070069,[ 2 15] ; [2 2],[ 3.23809524 13.76190476] ; [0.76190476 3.23809524],0
d5,1,0.100045,2.70483,[22 21] ; [10  3],[24.57142857 18.42857143] ; [7.42857143 5.57142857],0
d3,1,0.120359,2.412642,[16 27] ; [8 5],[18.42857143 24.57142857] ; [5.57142857 7.42857143],0
n2,1,0.12289,2.380099,[15 11] ; [7 1],[16.82352941  9.17647059] ; [5.17647059 2.82352941],0
s5,1,0.144816,2.126026,[ 9 34] ; [5 7],[10.94545455 32.05454545] ; [3.05454545 8.94545455],0
s8,1,0.149931,2.072951,[ 8 34] ; [5 8],[ 9.92727273 32.07272727] ; [3.07272727 9.92727273],0
v3,1,0.149931,2.072951,[ 8 34] ; [5 8],[ 9.92727273 32.07272727] ; [3.07272727 9.92727273],0
v1,1,0.157477,1.998289,[11 32] ; [6 7],[13.05357143 29.94642857] ; [3.94642857 9.05357143],0
a7,1,0.161982,1.955621,[17 26] ; [8 5],[19.19642857 23.80357143] ; [5.80357143 7.19642857],0
d1,1,0.164746,1.930113,[14 29] ; [7 6],[16.125 26.875] ; [4.875 8.125],0
u1,1,0.187918,1.733865,[ 2 41] ; [ 2 11],[ 3.07142857 39.92857143] ; [ 0.92857143 12.07142857],0
b5,1,0.272562,1.20381,[19 24] ; [8 5],[20.73214286 22.26785714] ; [6.26785714 6.73214286],0
a5,1,0.277833,1.177659,[26 17] ; [10  3],[27.64285714 15.35714286] ; [8.35714286 4.64285714],0
p3,1,0.299935,1.074481,[10 32] ; [5 8],[11.45454545 30.54545455] ; [3.54545455 9.45454545],0
b1,1,0.31487,1.010137,[23 20] ; [9 4],[24.57142857 18.42857143] ; [7.42857143 5.57142857],0
s6,1,0.401066,0.705128,[14 28] ; [6 7],[15.27272727 26.72727273] ; [4.72727273 8.27272727],0
a4,1,0.434689,0.610264,[14 27] ; [6 7],[15.18518519 25.81481481] ; [4.81481481 8.18518519],0
p5,1,0.476629,0.506567,[ 6 35] ; [ 3 10],[ 6.83333333 34.16666667] ; [ 2.16666667 10.83333333],0
b2,1,0.482096,0.494118,[12 20] ; [5 5],[12.95238095 19.04761905] ; [4.04761905 5.95238095],0
b3,1,0.482096,0.494118,[12 20] ; [5 5],[12.95238095 19.04761905] ; [4.04761905 5.95238095],0
s1,1,0.534398,0.386023,[ 4 39] ; [ 2 11],[ 4.60714286 38.39285714] ; [ 1.39285714 11.60714286],0
n1,1,0.53564,0.383681,[13 13] ; [5 3],[13.76470588 12.23529412] ; [4.23529412 3.76470588],0
s3,1,0.593955,0.284211,[14 28] ; [5 7],[14.77777778 27.22222222] ; [4.22222222 7.77777778],0
p12,1,0.669587,0.182086,[ 2 41] ; [ 1 12],[ 2.30357143 40.69642857] ; [ 0.69642857 12.30357143],0
d2,1,0.694713,0.15403,[22 20] ; [6 7],[21.38181818 20.61818182] ; [6.61818182 6.38181818],0
a3,1,0.701991,0.146409,[26 15] ; [9 4],[26.57407407 14.42592593] ; [8.42592593 4.57407407],0
a2,1,0.719678,0.128801,[ 5 38] ; [ 2 11],[ 5.375 37.625] ; [ 1.625 11.375],0
a6,1,0.784003,0.075134,[25 18] ; [7 6],[24.57142857 18.42857143] ; [7.42857143 5.57142857],0
b4,1,0.784003,0.075134,[25 18] ; [7 6],[24.57142857 18.42857143] ; [7.42857143 5.57142857],0
r2,1,0.807541,0.059341,[30 12] ; [9 3],[30.33333333 11.66666667] ; [8.66666667 3.33333333],0
d4,1,0.865272,0.028787,[22 21] ; [7 6],[22.26785714 20.73214286] ; [6.73214286 6.26785714],0
n4,1,0.868714,0.027322,[34  9] ; [10  3],[33.78571429  9.21428571] ; [10.21428571  2.78571429],0
r1,1,0.900473,0.015641,[19 24] ; [6 7],[19.19642857 23.80357143] ; [5.80357143 7.19642857],0
p1,1,0.938666,0.005921,[ 7 36] ; [ 2 11],[ 6.91071429 36.08928571] ; [ 2.08928571 10.91071429],0
