Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000512,12.071596,[ 8 63] ; [7 7],[12.52941176 58.47058824] ; [ 2.47058824 11.52941176],1
s7,1,0.000728,11.416962,[10 55] ; [8 6],[14.81012658 50.18987342] ; [ 3.18987342 10.81012658],1
s6,1,0.000801,11.239076,[18 53] ; [10  4],[23.38823529 47.61176471] ; [4.61176471 9.38823529],1
s2,1,0.004239,8.178294,[18 53] ; [9 5],[22.55294118 48.44705882] ; [4.44705882 9.55294118],0
p6,1,0.02299,5.169231,[ 3 67] ; [ 3 11],[ 5. 65.] ; [ 1. 13.],0
s3,1,0.035894,4.402139,[24 46] ; [9 5],[27.5 42.5] ; [5.5 8.5],0
d5,1,0.045408,4.003437,[47 24] ; [13  1],[50.11764706 20.88235294] ; [9.88235294 4.11764706],0
d1,1,0.054563,3.695387,[26 45] ; [9 5],[29.23529412 41.76470588] ; [5.76470588 8.23529412],0
s4,1,0.056597,3.634411,[ 7 64] ; [ 4 10],[ 9.18823529 61.81176471] ; [ 1.81176471 12.18823529],0
v1,1,0.060038,3.536327,[26 44] ; [9 5],[29.16666667 40.83333333] ; [5.83333333 8.16666667],0
p10,1,0.075927,3.15,[27 43] ; [9 5],[30. 40.] ; [6. 8.],0
n3,1,0.094594,2.794402,[19 11] ; [2 5],[17.02702703 12.97297297] ; [3.97297297 3.02702703],0
p9,1,0.118002,2.443636,[34 36] ; [10  4],[36.66666667 33.33333333] ; [7.33333333 6.66666667],0
a4,1,0.143944,2.135285,[30 41] ; [ 3 11],[27.56470588 43.43529412] ; [5.43529412 8.56470588],0
n5,1,0.170549,1.878111,[29 42] ; [ 3 11],[26.72941176 44.27058824] ; [5.27058824 8.72941176],0
d3,1,0.183998,1.765036,[37 34] ; [10  4],[39.25882353 31.74117647] ; [7.74117647 6.25882353],0
u2,1,0.222423,1.488668,[11 15] ; [3 1],[12.13333333 13.86666667] ; [1.86666667 2.13333333],0
n4,1,0.223242,1.48341,[38 33] ; [5 9],[35.91764706 35.08235294] ; [7.08235294 6.91764706],0
b2,1,0.241567,1.371429,[16 24] ; [5 3],[17.5 22.5] ; [3.5 4.5],0
b3,1,0.241567,1.371429,[16 24] ; [5 3],[17.5 22.5] ; [3.5 4.5],0
v2,1,0.287495,1.131313,[23 43] ; [7 7],[24.75 41.25] ; [5.25 8.75],0
p8,1,0.297941,1.083386,[14 57] ; [ 1 12],[12.67857143 58.32142857] ; [ 2.32142857 10.67857143],0
p2,1,0.304962,1.05237,[35 36] ; [9 5],[36.75294118 34.24705882] ; [7.24705882 6.75294118],0
u3,1,0.315905,1.005826,[13 14] ; [3 1],[13.93548387 13.06451613] ; [2.06451613 1.93548387],0
n2,1,0.376362,0.782551,[17 15] ; [5 2],[18.05128205 13.94871795] ; [3.94871795 3.05128205],0
p3,1,0.395247,0.722739,[13 57] ; [ 4 10],[14.16666667 55.83333333] ; [ 2.83333333 11.16666667],0
r2,1,0.402784,0.7,[59 11] ; [13  1],[60. 10.] ; [12.  2.],0
a7,1,0.443153,0.588104,[43 28] ; [10  4],[44.27058824 26.72941176] ; [8.72941176 5.27058824],0
p1,1,0.469548,0.523039,[10 60] ; [ 1 13],[ 9.16666667 60.83333333] ; [ 1.83333333 12.16666667],0
v3,1,0.485279,0.486976,[20 45] ; [ 3 11],[18.92405063 46.07594937] ; [4.07594937 9.92405063],0
a1,1,0.494375,0.46699,[ 6 65] ; [ 2 12],[ 6.68235294 64.31764706] ; [ 1.31764706 12.68235294],0
b1,1,0.518717,0.416443,[32 39] ; [5 9],[30.90588235 40.09411765] ; [6.09411765 7.90588235],0
n1,1,0.519674,0.414541,[14 18] ; [4 3],[14.76923077 17.23076923] ; [3.23076923 3.76923077],0
r3,1,0.535879,0.383232,[50 21] ; [11  3],[50.95294118 20.04705882] ; [10.04705882  3.95294118],0
a3,1,0.541193,0.373333,[44 26] ; [10  4],[45. 25.] ; [9. 5.],0
u1,1,0.637547,0.221965,[ 3 68] ; [ 1 13],[ 3.34117647 67.65882353] ; [ 0.65882353 13.34117647],0
b5,1,0.659478,0.194158,[36 35] ; [8 6],[36.75294118 34.24705882] ; [7.24705882 6.75294118],0
a5,1,0.734728,0.114815,[44 27] ; [8 6],[43.43529412 27.56470588] ; [8.56470588 5.43529412],0
d2,1,0.811288,0.057009,[28 43] ; [6 8],[28.4 42.6] ; [5.6 8.4],0
a6,1,0.811288,0.057009,[43 28] ; [8 6],[42.6 28.4] ; [8.4 5.6],0
b4,1,0.811288,0.057009,[43 28] ; [8 6],[42.6 28.4] ; [8.4 5.6],0
v4,1,0.832811,0.044562,[48 22] ; [10  4],[48.33333333 21.66666667] ; [9.66666667 4.33333333],0
r4,1,0.870269,0.026672,[44 27] ; [9 5],[44.27058824 26.72941176] ; [8.72941176 5.27058824],0
p11,1,0.888813,0.019546,[29 42] ; [6 8],[29.23529412 41.76470588] ; [5.76470588 8.23529412],0
r1,1,0.899318,0.016008,[45 26] ; [8 5],[44.79761905 26.20238095] ; [8.20238095 4.79761905],0
a8,1,0.965854,0.001833,[ 5 63] ; [ 1 12],[ 5.03703704 62.96296296] ; [ 0.96296296 12.03703704],0
p4,1,0.979846,0.000638,[15 56] ; [ 3 11],[15.03529412 55.96470588] ; [ 2.96470588 11.03529412],0
