Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.0,30.473559,[ 75 206] ; [26 10],[ 89.52996845 191.47003155] ; [11.47003155 24.52996845],1
p12,1,0.0,29.774266,[ 11 273] ; [10 26],[ 18.6375 265.3625] ; [ 2.3625 33.6375],1
p1,1,4.9e-05,16.474535,[ 19 265] ; [10 27],[ 25.65732087 258.34267913] ; [ 3.34267913 33.65732087],1
p8,1,0.000104,15.058745,[133 149] ; [30  7],[144.09404389 137.90595611] ; [18.90595611 18.09404389],1
s5,1,0.000127,14.690957,[ 71 204] ; [20 15],[ 80.72580645 194.27419355] ; [10.27419355 24.72580645],1
p4,1,0.000144,14.444354,[136 148] ; [30  7],[146.86604361 137.13395639] ; [19.13395639 17.86604361],1
p3,1,0.00017,14.137263,[115 170] ; [27 10],[125.68322981 159.31677019] ; [16.31677019 20.68322981],1
s7,1,0.005436,7.7284,[113 161] ; [22 11],[120.48859935 153.51140065] ; [14.51140065 18.48859935],0
p7,1,0.006733,7.342722,[161 117] ; [30  7],[168.56507937 109.43492063] ; [22.43492063 14.56507937],0
s6,1,0.017459,5.649593,[175 105] ; [29  6],[181.33333333  98.66666667] ; [22.66666667 12.33333333],0
v3,1,0.028958,4.770111,[ 82 198] ; [17 19],[ 87.72151899 192.27848101] ; [11.27848101 24.72151899],0
s4,1,0.043384,4.08039,[ 53 230] ; [ 2 35],[ 48.640625 234.359375] ; [ 6.359375 30.640625],0
s8,1,0.053833,3.717873,[100 185] ; [19 18],[105.32608696 179.67391304] ; [13.67391304 23.32608696],0
s1,1,0.065719,3.386835,[  7 274] ; [ 3 34],[  8.83647799 272.16352201] ; [ 1.16352201 35.83647799],0
p10,1,0.072445,3.226731,[246  37] ; [35  1],[249.28840125  33.71159875] ; [31.71159875  4.28840125],0
n6,1,0.076473,3.138308,[225  57] ; [34  3],[228.95924765  53.04075235] ; [30.04075235  6.95924765],0
n4,1,0.103019,2.658169,[193  91] ; [30  7],[197.29595016  86.70404984] ; [25.70404984 11.29595016],0
b5,1,0.18707,1.740541,[171 114] ; [18 19],[167.2826087 117.7173913] ; [21.7173913 15.2826087],0
b4,1,0.227469,1.456615,[155 130] ; [24 13],[158.43167702 126.56832298] ; [20.56832298 16.43167702],0
v2,1,0.234025,1.416231,[129 141] ; [21 15],[132.35294118 137.64705882] ; [17.64705882 18.35294118],0
b3,1,0.278029,1.1767,[ 49 104] ; [10 13],[ 51.28977273 101.71022727] ; [ 7.71022727 15.28977273],0
b2,1,0.278029,1.1767,[ 49 104] ; [10 13],[ 51.28977273 101.71022727] ; [ 7.71022727 15.28977273],0
a1,1,0.289893,1.120117,[ 12 273] ; [ 3 34],[ 13.27639752 271.72360248] ; [ 1.72360248 35.27639752],0
a7,1,0.297872,1.083695,[182 101] ; [27 10],[184.834375  98.165625] ; [24.165625 12.834375],0
