Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,157.14404,[430  67] ; [47 90],[373.92586751 123.07413249] ; [103.07413249  33.92586751],1
n6,1,0.0,41.430507,[449  49] ; [92 43],[425.62085308  72.37914692] ; [115.37914692  19.62085308],1
a5,1,1e-06,24.686389,[408  93] ; [84 53],[386.35109718 114.64890282] ; [105.64890282  31.35109718],1
d2,1,1e-06,23.401579,[288 212] ; [47 90],[262.95133438 237.04866562] ; [72.04866562 64.95133438],1
s7,1,2e-06,22.213647,[268 209] ; [44 89],[243.97377049 233.02622951] ; [68.02622951 64.97377049],1
p4,1,7e-06,20.141437,[347 152] ; [67 70],[324.82075472 174.17924528] ; [89.17924528 47.82075472],1
a4,1,1.3e-05,19.027158,[262 238] ; [43 94],[239.40345369 260.59654631] ; [65.59654631 71.40345369],1
d5,1,2.2e-05,18.048021,[457  44] ; [107  30],[442.89028213  58.10971787] ; [121.10971787  15.89028213],1
p6,1,3.9e-05,16.934516,[220 274] ; [ 33 100],[199.33333333 294.66666667] ; [53.66666667 79.33333333],1
a3,1,4.8e-05,16.534705,[396 103] ; [85 51],[377.98267717 121.01732283] ; [103.01732283  32.98267717],1
r4,1,7e-05,15.800881,[468  33] ; [113  24],[456.23981191  44.76018809] ; [124.76018809  12.23981191],1
s4,1,0.000137,14.541408,[ 66 427] ; [ 37 100],[ 80.6015873 412.3984127] ; [ 22.3984127 114.6015873],1
a8,1,0.000147,14.410008,[ 79 371] ; [  5 120],[ 65.73913043 384.26086957] ; [ 18.26086957 106.73913043],1
p3,1,0.000501,12.11176,[285 216] ; [55 82],[266.99059561 234.00940439] ; [73.00940439 63.99059561],1
v3,1,0.000609,11.748053,[215 270] ; [36 94],[197.94308943 287.05691057] ; [53.05691057 76.94308943],1
s8,1,0.000805,11.229428,[247 250] ; [46 91],[229.68611987 267.31388013] ; [63.31388013 73.68611987],1
a2,1,0.001117,10.62266,[146 355] ; [ 21 116],[131.13949843 369.86050157] ; [ 35.86050157 101.13949843],0
p10,1,0.001476,10.108229,[434  63] ; [103  32],[422.29272152  74.70727848] ; [114.70727848  20.29272152],0
d1,1,0.001831,9.712037,[362 139] ; [80 57],[347.08777429 153.91222571] ; [94.91222571 42.08777429],0
v1,1,0.006204,7.489958,[294 194] ; [62 70],[280.20645161 207.79354839] ; [75.79354839 56.20645161],0
r3,1,0.009271,6.769796,[486  11] ; [127   9],[481.29699842  15.70300158] ; [131.70300158   4.29699842],0
p11,1,0.009744,6.681198,[421  80] ; [102  35],[410.69435737  90.30564263] ; [112.30564263  24.69435737],0
p5,1,0.014792,5.941096,[ 72 428] ; [  9 128],[ 63.57927786 436.42072214] ; [ 17.42072214 119.57927786],0
u1,1,0.015613,5.845901,[113 388] ; [ 18 119],[102.86990596 398.13009404] ; [ 28.13009404 108.86990596],0
r1,1,0.023012,5.167584,[422  76] ; [104  32],[413.16719243  84.83280757] ; [112.83280757  23.16719243],0
p8,1,0.031784,4.610113,[299 194] ; [68 67],[288.1066879 204.8933121] ; [78.8933121 56.1066879],0
r2,1,0.035091,4.440733,[471  21] ; [124  12],[466.14649682  25.85350318] ; [128.85350318   7.14649682],0
s2,1,0.035297,4.430773,[279 215] ; [63 73],[268.17142857 225.82857143] ; [73.82857143 62.17142857],0
d3,1,0.043215,4.086967,[384 117] ; [116  21],[392.63322884 108.36677116] ; [107.36677116  29.63322884],0
s6,1,0.056462,3.63837,[350 138] ; [86 50],[340.97435897 147.02564103] ; [95.02564103 40.97435897],0
p12,1,0.057303,3.613758,[ 47 450] ; [  6 131],[ 41.54731861 455.45268139] ; [ 11.45268139 125.54731861],0
v2,1,0.059461,3.552351,[295 191] ; [67 63],[285.6038961 200.3961039] ; [76.3961039 53.6038961],0
n1,1,0.061968,3.483917,[33 49] ; [11 35],[28.1875 53.8125] ; [15.8125 30.1875],0
a7,1,0.067387,3.345538,[371 129] ; [112  25],[379.12087912 120.87912088] ; [103.87912088  33.12087912],0
s1,1,0.093477,2.813446,[ 17 477] ; [  1 135],[ 14.11428571 479.88571429] ; [  3.88571429 132.11428571],0
p7,1,0.109422,2.562551,[347 146] ; [82 48],[339.48154093 153.51845907] ; [89.51845907 40.48154093],0
b2,1,0.140566,2.171757,[131 184] ; [21 45],[125.66929134 189.33070866] ; [26.33070866 39.66929134],0
b3,1,0.140566,2.171757,[131 184] ; [21 45],[125.66929134 189.33070866] ; [26.33070866 39.66929134],0
p9,1,0.141712,2.159266,[444  51] ; [115  20],[439.21428571  55.78571429] ; [119.78571429  15.21428571],0
b1,1,0.169094,1.890961,[193 308] ; [44 93],[186.10815047 314.89184953] ; [50.89184953 86.10815047],0
b4,1,0.193977,1.687152,[291 210] ; [88 49],[297.61598746 203.38401254] ; [81.38401254 55.61598746],0
p1,1,0.205259,1.604557,[ 42 457] ; [  7 129],[ 38.50551181 460.49448819] ; [ 10.49448819 125.50551181],0
u4,1,0.220628,1.500282,[ 12 488] ; [  1 136],[ 10.20408163 489.79591837] ; [  2.79591837 134.20408163],0
s3,1,0.225381,1.469774,[292 199] ; [73 63],[285.82934609 205.17065391] ; [79.17065391 56.82934609],0
a1,1,0.233531,1.419226,[ 27 474] ; [  4 133],[ 24.34326019 476.65673981] ; [  6.65673981 130.34326019],0
v4,1,0.287075,1.133286,[481  16] ; [129   7],[478.94154818  18.05845182] ; [131.05845182   4.94154818],0
s5,1,0.402509,0.700817,[179 298] ; [45 89],[174.87397709 302.12602291] ; [49.12602291 84.87397709],0
n3,1,0.530895,0.392679,[61 23] ; [31 15],[59.44615385 24.55384615] ; [32.55384615 13.44615385],0
u3,1,0.76784,0.087144,[64 40] ; [32 18],[64.83116883 39.16883117] ; [31.16883117 18.83116883],0
a6,1,0.820435,0.051522,[349 151] ; [97 40],[350.07849294 149.92150706] ; [95.92150706 41.07849294],0
b5,1,0.826276,0.048172,[302 199] ; [84 53],[303.11285266 197.88714734] ; [82.88714734 54.11285266],0
n2,1,0.855596,0.033118,[61 23] ; [32 13],[60.55813953 23.44186047] ; [32.44186047 12.55813953],0
u2,1,0.926867,0.008425,[61 42] ; [30 20],[61.26143791 41.73856209] ; [29.73856209 20.26143791],0
