Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,25.514536,[1 7] ; [68 10],[6.41860465 1.58139535] ; [62.58139535 15.41860465],1
v4,1,0.000378,12.638866,[4 4] ; [72  6],[7.06976744 0.93023256] ; [68.93023256  9.06976744],1
r1,1,0.000471,12.227557,[2 6] ; [63 15],[6.04651163 1.95348837] ; [58.95348837 19.04651163],1
s1,1,0.004401,8.11057,[2 6] ; [ 2 75],[0.37647059 7.62352941] ; [ 3.62352941 73.37647059],0
p9,1,0.010391,6.566618,[2 6] ; [54 23],[5.27058824 2.72941176] ; [50.72941176 26.27058824],0
n6,1,0.012974,6.172679,[3 5] ; [60 17],[5.92941176 2.07058824] ; [57.07058824 19.92941176],0
r3,1,0.014891,5.929345,[6 2] ; [75  3],[7.53488372 0.46511628] ; [73.46511628  4.53488372],0
p10,1,0.049778,3.848921,[3 5] ; [55 22],[5.45882353 2.54117647] ; [52.54117647 24.45882353],0
v3,1,0.058809,3.570655,[1 7] ; [36 40],[3.52380952 4.47619048] ; [33.47619048 42.52380952],0
s7,1,0.063796,3.43585,[1 7] ; [35 40],[3.46987952 4.53012048] ; [32.53012048 42.46987952],0
s8,1,0.095285,2.782738,[1 7] ; [33 44],[3.2 4.8] ; [30.8 46.2],0
d2,1,0.111443,2.533637,[6 2] ; [35 42],[3.85882353 4.14117647] ; [37.14117647 39.85882353],0
s2,1,0.137552,2.205128,[2 6] ; [41 37],[4. 4.] ; [39. 39.],0
p4,1,0.138903,2.19007,[1 7] ; [30 47],[2.91764706 5.08235294] ; [28.08235294 48.91764706],0
a5,1,0.171018,1.873997,[4 4] ; [57 21],[5.6744186 2.3255814] ; [55.3255814 22.6744186],0
p3,1,0.17546,1.835664,[1 6] ; [31 46],[2.66666667 4.33333333] ; [29.33333333 47.66666667],0
a6,1,0.197899,1.657815,[3 5] ; [47 30],[4.70588235 3.29411765] ; [45.29411765 31.70588235],0
p7,1,0.253911,1.301656,[2 6] ; [35 41],[3.52380952 4.47619048] ; [33.47619048 42.52380952],0
d1,1,0.273405,1.199582,[3 5] ; [45 33],[4.46511628 3.53488372] ; [43.53488372 34.46511628],0
s6,1,0.280766,1.163379,[4 4] ; [53 24],[5.36470588 2.63529412] ; [51.63529412 25.36470588],0
b1,1,0.306216,1.046925,[5 3] ; [34 44],[3.62790698 4.37209302] ; [35.37209302 42.62790698],0
n4,1,0.306461,1.045868,[4 4] ; [53 25],[5.30232558 2.69767442] ; [51.69767442 26.30232558],0
d5,1,0.327704,0.957948,[5 3] ; [60 17],[6.11764706 1.88235294] ; [58.88235294 18.11764706],0
v1,1,0.341093,0.90632,[5 3] ; [35 43],[3.72093023 4.27906977] ; [36.27906977 41.72093023],0
s3,1,0.378007,0.777173,[3 5] ; [42 36],[4.18604651 3.81395349] ; [40.81395349 37.18604651],0
p1,1,0.396121,0.72007,[1 7] ; [ 4 74],[0.46511628 7.53488372] ; [ 4.53488372 73.46511628],0
p6,1,0.417059,0.658589,[1 6] ; [22 55],[1.91666667 5.08333333] ; [21.08333333 55.91666667],0
a3,1,0.53796,0.379335,[6 2] ; [50 28],[5.20930233 2.79069767] ; [50.79069767 27.20930233],0
d3,1,0.544115,0.367965,[4 4] ; [47 30],[4.8 3.2] ; [46.2 30.8],0
d4,1,0.56652,0.328541,[6 2] ; [64 13],[6.58823529 1.41176471] ; [63.41176471 13.58823529],0
b5,1,0.624124,0.240114,[4 4] ; [46 32],[4.65116279 3.34883721] ; [45.34883721 32.65116279],0
a4,1,0.675579,0.175145,[4 4] ; [33 45],[3.44186047 4.55813953] ; [33.55813953 44.44186047],0
a7,1,0.696049,0.152615,[5 3] ; [54 24],[5.48837209 2.51162791] ; [53.51162791 24.48837209],0
a8,1,0.702404,0.145984,[1 6] ; [ 7 65],[0.70886076 6.29113924] ; [ 7.29113924 64.70886076],0
p8,1,0.735081,0.114497,[2 6] ; [24 54],[2.41860465 5.58139535] ; [23.58139535 54.41860465],0
n3,1,0.737989,0.111902,[2 1] ; [13 10],[1.73076923 1.26923077] ; [13.26923077  9.73076923],0
a1,1,0.743702,0.106899,[1 7] ; [ 7 71],[0.74418605 7.25581395] ; [ 7.25581395 70.74418605],0
a2,1,0.761114,0.092427,[1 7] ; [13 65],[1.30232558 6.69767442] ; [12.69767442 65.30232558],0
b3,1,0.764514,0.089735,[2 3] ; [16 32],[1.69811321 3.30188679] ; [16.30188679 31.69811321],0
b2,1,0.764514,0.089735,[2 3] ; [16 32],[1.69811321 3.30188679] ; [16.30188679 31.69811321],0
b4,1,0.79293,0.06891,[5 3] ; [45 33],[4.65116279 3.34883721] ; [45.34883721 32.65116279],0
p11,1,0.901626,0.015279,[5 3] ; [47 31],[4.8372093 3.1627907] ; [47.1627907 30.8372093],0
n1,1,0.918512,0.010467,[1 2] ; [ 7 16],[0.92307692 2.07692308] ; [ 7.07692308 15.92307692],0
n5,1,0.957524,0.002837,[5 3] ; [48 30],[4.93023256 3.06976744] ; [48.06976744 29.93023256],0
u2,1,0.959668,0.002557,[1 1] ; [14 13],[1.03448276 0.96551724] ; [13.96551724 13.03448276],0
s4,1,0.983832,0.000411,[2 6] ; [19 58],[1.97647059 6.02352941] ; [19.02352941 57.97647059],0
n2,1,1.0,0.0,[2 1] ; [16  8],[2. 1.] ; [16.  8.],0
