Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,3.6e-05,17.049578,[12 35] ; [36 18],[22.33663366 24.66336634] ; [25.66336634 28.33663366],1
v2,1,0.000272,13.253058,[ 8 38] ; [27 24],[16.59793814 29.40206186] ; [18.40206186 32.59793814],1
p9,1,0.00117,10.536941,[15 29] ; [35 17],[22.91666667 21.08333333] ; [27.08333333 24.91666667],0
p2,1,0.003679,8.435659,[17 30] ; [34 18],[24.21212121 22.78787879] ; [26.78787879 25.21212121],0
p10,1,0.004601,8.0301,[16 30] ; [33 19],[23. 23.] ; [26. 26.],0
d4,1,0.004995,7.881078,[22 25] ; [40 14],[28.85148515 18.14851485] ; [33.14851485 20.85148515],0
s2,1,0.0078,7.078817,[ 6 41] ; [19 34],[11.75 35.25] ; [13.25 39.75],0
s6,1,0.009478,6.730406,[ 9 38] ; [23 30],[15.04 31.96] ; [16.96 36.04],0
n5,1,0.015566,5.851217,[35 12] ; [27 26],[29.14 17.86] ; [32.86 20.14],0
n6,1,0.020912,5.334142,[18 29] ; [32 20],[23.73737374 23.26262626] ; [26.26262626 25.73737374],0
a7,1,0.035586,4.416852,[18 29] ; [32 22],[23.26732673 23.73267327] ; [26.73267327 27.26732673],0
b1,1,0.038006,4.30476,[28 19] ; [21 33],[22.8019802 24.1980198] ; [26.1980198 27.8019802],0
p7,1,0.042008,4.134873,[ 9 35] ; [21 32],[13.60824742 30.39175258] ; [16.39175258 36.60824742],0
d1,1,0.047763,3.918288,[12 35] ; [24 30],[16.75247525 30.24752475] ; [19.24752475 34.75247525],0
b5,1,0.062484,3.4702,[20 27] ; [33 21],[24.66336634 22.33663366] ; [28.33663366 25.66336634],0
p1,1,0.065885,3.382674,[ 5 42] ; [ 1 52],[ 2.82 44.18] ; [ 3.18 49.82],0
b4,1,0.073606,3.200718,[24 23] ; [37 17],[28.38613861 18.61386139] ; [32.61386139 21.38613861],0
n3,1,0.095108,2.785714,[11 17] ; [15  9],[14. 14.] ; [12. 12.],0
a4,1,0.103097,2.656968,[19 27] ; [14 40],[15.18 30.82] ; [17.82 36.18],0
s3,1,0.117276,2.453332,[12 34] ; [21 30],[15.64948454 30.35051546] ; [17.35051546 33.64948454],0
a1,1,0.136375,2.218391,[ 8 39] ; [ 4 50],[ 5.58415842 41.41584158] ; [ 6.41584158 47.58415842],0
p8,1,0.138367,2.19603,[ 8 38] ; [16 37],[11.15151515 34.84848485] ; [12.84848485 40.15151515],0
v1,1,0.14384,2.136394,[10 37] ; [17 32],[13.21875 33.78125] ; [13.78125 35.21875],0
d3,1,0.145592,2.117834,[18 29] ; [28 25],[21.62 25.38] ; [24.38 28.62],0
n1,1,0.147874,2.094041,[12 16] ; [ 6 19],[ 9.50943396 18.49056604] ; [ 8.49056604 16.50943396],0
b3,1,0.175161,1.838212,[15 18] ; [ 8 20],[12.44262295 20.55737705] ; [10.55737705 17.44262295],0
b2,1,0.175161,1.838212,[15 18] ; [ 8 20],[12.44262295 20.55737705] ; [10.55737705 17.44262295],0
