Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,9.8e-05,15.181207,[30 32] ; [10 53],[19.84 42.16] ; [20.16 42.84],1
v2,1,0.000473,12.218294,[31 29] ; [12 46],[21.86440678 38.13559322] ; [21.13559322 36.86440678],1
v3,1,0.000531,12.004767,[25 36] ; [ 8 53],[16.5 44.5] ; [16.5 44.5],1
r4,1,0.014305,6.000136,[49 13] ; [37 26],[42.656 19.344] ; [43.344 19.656],0
r3,1,0.017682,5.627388,[54  7] ; [45 18],[48.7016129 12.2983871] ; [50.2983871 12.7016129],0
p7,1,0.018693,5.52999,[36 24] ; [24 38],[29.50819672 30.49180328] ; [30.49180328 31.50819672],0
p10,1,0.020569,5.36297,[41 19] ; [29 32],[34.7107438 25.2892562] ; [35.2892562 25.7107438],0
r1,1,0.020889,5.336058,[44 18] ; [32 31],[37.696 24.304] ; [38.304 24.696],0
a5,1,0.024251,5.076624,[32 30] ; [20 43],[25.792 36.208] ; [26.208 36.792],0
a3,1,0.030323,4.690862,[33 27] ; [22 40],[27.04918033 32.95081967] ; [27.95081967 34.04918033],0
v4,1,0.03117,4.643551,[56  6] ; [47 15],[51.5 10.5] ; [51.5 10.5],0
a6,1,0.038541,4.281003,[39 23] ; [28 35],[33.232 28.768] ; [33.768 29.232],0
v1,1,0.067634,3.339539,[27 33] ; [18 44],[22.13114754 37.86885246] ; [22.86885246 39.13114754],0
p2,1,0.070776,3.264936,[45 17] ; [36 27],[40.176 21.824] ; [40.824 22.176],0
p11,1,0.093487,2.813289,[47 15] ; [39 24],[42.656 19.344] ; [43.344 19.656],0
d2,1,0.095267,2.783047,[10 52] ; [18 45],[13.888 48.112] ; [14.112 48.888],0
n1,1,0.102308,2.669186,[9 7] ; [ 8 18],[6.47619048 9.52380952] ; [10.52380952 15.47619048],0
r2,1,0.11563,2.475534,[54  8] ; [48 15],[50.592 11.408] ; [51.408 11.592],0
p6,1,0.126853,2.330604,[17 44] ; [10 51],[13.5 47.5] ; [13.5 47.5],0
n6,1,0.12768,2.320488,[48 14] ; [41 22],[44.144 17.856] ; [44.856 18.144],0
a2,1,0.137491,2.205816,[ 6 56] ; [ 2 61],[ 3.968 58.032] ; [ 4.032 58.968],0
p4,1,0.144192,2.132638,[25 35] ; [18 44],[21.14754098 38.85245902] ; [21.85245902 40.14754098],0
p8,1,0.160201,1.972324,[27 32] ; [21 42],[23.21311475 35.78688525] ; [24.78688525 38.21311475],0
s7,1,0.166445,1.91467,[16 42] ; [10 49],[12.88888889 45.11111111] ; [13.11111111 45.88888889],0
n3,1,0.168685,1.894587,[14  3] ; [15  9],[12.02439024  4.97560976] ; [16.97560976  7.02439024],0
b1,1,0.174352,1.84512,[24 38] ; [32 31],[27.776 34.224] ; [28.224 34.776],0
d4,1,0.195068,1.678917,[27 35] ; [20 42],[23.5 38.5] ; [23.5 38.5],0
p5,1,0.202684,1.622926,[ 8 53] ; [ 4 59],[ 5.90322581 55.09677419] ; [ 6.09677419 56.90322581],0
n2,1,0.225181,1.471044,[14  3] ; [17  9],[12.25581395  4.74418605] ; [18.74418605  7.25581395],0
n5,1,0.231699,1.430399,[36 25] ; [43 19],[39.17886179 21.82113821] ; [39.82113821 22.17886179],0
p9,1,0.27323,1.20046,[43 17] ; [38 23],[40.16528926 19.83471074] ; [40.83471074 20.16528926],0
s6,1,0.279571,1.169176,[24 36] ; [19 43],[21.14754098 38.85245902] ; [21.85245902 40.14754098],0
u1,1,0.301749,1.066448,[ 3 59] ; [ 1 62],[ 1.984 60.016] ; [ 2.016 60.984],0
p3,1,0.310066,1.030393,[23 39] ; [18 45],[20.336 41.664] ; [20.664 42.336],0
u3,1,0.3658,0.817883,[13 16] ; [14 27],[11.18571429 17.81428571] ; [15.81428571 25.18571429],0
s3,1,0.375568,0.785158,[15 45] ; [20 42],[17.21311475 42.78688525] ; [17.78688525 44.21311475],0
b2,1,0.393476,0.728173,[11 23] ; [16 22],[12.75 21.25] ; [14.25 23.75],0
b3,1,0.393476,0.728173,[11 23] ; [16 22],[12.75 21.25] ; [14.25 23.75],0
b5,1,0.419442,0.651878,[34 28] ; [30 33],[31.744 30.256] ; [32.256 30.744],0
p1,1,0.427941,0.628404,[ 6 56] ; [ 9 54],[ 7.44 54.56] ; [ 7.56 55.44],0
a4,1,0.48308,0.491902,[15 46] ; [12 50],[13.3902439 47.6097561] ; [13.6097561 48.3902439],0
u2,1,0.540638,0.374358,[13 15] ; [16 25],[11.76811594 16.23188406] ; [17.23188406 23.76811594],0
b4,1,0.660558,0.192847,[34 28] ; [37 26],[35.216 26.784] ; [35.784 27.216],0
a1,1,0.713439,0.134866,[ 3 59] ; [ 4 59],[ 3.472 58.528] ; [ 3.528 59.472],0
s8,1,0.713869,0.134444,[11 50] ; [13 50],[11.80645161 49.19354839] ; [12.19354839 50.80645161],0
a8,1,0.748765,0.102572,[ 4 54] ; [ 5 54],[ 4.46153846 53.53846154] ; [ 4.53846154 54.46153846],0
s5,1,0.793758,0.068347,[ 8 53] ; [ 9 52],[ 8.5 52.5] ; [ 8.5 52.5],0
s4,1,0.83461,0.043594,[ 7 54] ; [ 8 55],[ 7.37903226 53.62096774] ; [ 7.62096774 55.37903226],0
n4,1,0.886484,0.020379,[37 24] ; [39 24],[37.38709677 23.61290323] ; [38.61290323 24.38709677],0
p12,1,0.943106,0.005093,[ 4 56] ; [ 4 59],[ 3.90243902 56.09756098] ; [ 4.09756098 58.90243902],0
s1,1,0.983709,0.000417,[ 3 58] ; [ 3 59],[ 2.97560976 58.02439024] ; [ 3.02439024 58.97560976],0
d1,1,0.987025,0.000264,[ 2 60] ; [ 2 61],[ 1.984 60.016] ; [ 2.016 60.984],0
