Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5e-06,20.980565,[33 20] ; [ 39 106],[19.27272727 33.72727273] ; [52.72727273 92.27272727],1
a6,1,0.727754,0.121184,[35 20] ; [89 57],[33.93034826 21.06965174] ; [90.06965174 55.93034826],0
s5,1,0.736691,0.113057,[ 5 50] ; [ 15 125],[ 5.64102564 49.35897436] ; [ 14.35897436 125.64102564],0
a8,1,0.771705,0.084184,[ 5 48] ; [ 15 123],[ 5.54973822 47.45026178] ; [ 14.45026178 123.54973822],0
s3,1,0.783862,0.075235,[13 42] ; [ 37 108],[13.75 41.25] ; [ 36.25 108.75],0
d2,1,0.844694,0.038374,[23 32] ; [62 81],[23.61111111 31.38888889] ; [61.38888889 81.61111111],0
v3,1,0.844837,0.038303,[14 38] ; [ 36 105],[13.47150259 38.52849741] ; [ 36.52849741 104.47150259],0
a5,1,0.864832,0.028977,[32 23] ; [83 63],[31.46766169 23.53233831] ; [83.53233831 62.46766169],0
p5,1,0.927482,0.008283,[ 1 53] ; [  3 143],[ 1.08 52.92] ; [  2.92 143.08],0
s1,1,0.937388,0.006171,[ 2 52] ; [  5 139],[ 1.90909091 52.09090909] ; [  5.09090909 138.90909091],0
d4,1,0.943202,0.005076,[40 15] ; [104  40],[39.79899497 15.20100503] ; [104.20100503  39.79899497],0
r1,1,0.978842,0.000703,[34 20] ; [91 54],[33.91959799 20.08040201] ; [91.08040201 53.91959799],0
