Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,5e-06,20.873461,[1 3] ; [55  3],[3.61290323 0.38709677] ; [52.38709677  5.61290323],1
r3,1,1.3e-05,18.939412,[2 2] ; [57  1],[3.80645161 0.19354839] ; [55.19354839  2.80645161],1
r2,1,0.002719,8.987191,[2 1] ; [57  1],[2.90163934 0.09836066] ; [56.09836066  1.90163934],0
p2,1,0.004799,7.953612,[2 2] ; [54  4],[3.61290323 0.38709677] ; [52.38709677  5.61290323],0
v4,1,0.010824,6.493966,[3 1] ; [57  1],[3.87096774 0.12903226] ; [56.12903226  1.87096774],0
s2,1,0.046651,3.95792,[1 3] ; [42 16],[2.77419355 1.22580645] ; [40.22580645 17.77419355],0
p3,1,0.108726,2.572644,[2 2] ; [48 10],[3.22580645 0.77419355] ; [46.77419355 11.22580645],0
v3,1,0.118467,2.437469,[1 3] ; [36 20],[2.46666667 1.53333333] ; [34.53333333 21.46666667],0
n6,1,0.198404,1.654083,[3 1] ; [54  4],[3.67741935 0.32258065] ; [53.32258065  4.67741935],0
p6,1,0.208912,1.578947,[1 2] ; [39 18],[2. 1.] ; [38. 19.],0
s5,1,0.238999,1.386486,[1 2] ; [36 18],[1.94736842 1.05263158] ; [35.05263158 18.94736842],0
n5,1,0.283863,1.148502,[3 1] ; [53  5],[3.61290323 0.38709677] ; [52.38709677  5.61290323],0
d2,1,0.33319,0.936458,[3 1] ; [29 29],[2.06451613 1.93548387] ; [29.93548387 28.06451613],0
p7,1,0.361558,0.832473,[2 1] ; [49  8],[2.55 0.45] ; [48.45  8.55],0
s1,1,0.370371,0.802418,[1 3] ; [ 6 52],[0.4516129 3.5483871] ; [ 6.5483871 51.4516129],0
r1,1,0.370371,0.802418,[3 1] ; [52  6],[3.5483871 0.4516129] ; [51.4516129  6.5483871],0
s6,1,0.379976,0.770781,[3 1] ; [51  6],[3.54098361 0.45901639] ; [50.45901639  6.54098361],0
b4,1,0.402183,0.701789,[3 1] ; [31 27],[2.19354839 1.80645161] ; [31.80645161 26.19354839],0
b1,1,0.439191,0.598394,[1 3] ; [26 32],[1.74193548 2.25806452] ; [25.25806452 32.74193548],0
p8,1,0.455572,0.556753,[3 1] ; [51  7],[3.48387097 0.51612903] ; [50.51612903  7.48387097],0
a6,1,0.477902,0.503647,[3 1] ; [33 25],[2.32258065 1.67741935] ; [33.67741935 24.32258065],0
d1,1,0.480991,0.496616,[2 2] ; [39 19],[2.64516129 1.35483871] ; [38.35483871 19.64516129],0
p11,1,0.617964,0.24874,[3 1] ; [49  9],[3.35483871 0.64516129] ; [48.64516129  9.35483871],0
a3,1,0.617964,0.24874,[3 1] ; [49  9],[3.35483871 0.64516129] ; [48.64516129  9.35483871],0
v2,1,0.672604,0.178571,[2 2] ; [34 22],[2.4 1.6] ; [33.6 22.4],0
b5,1,0.683321,0.166412,[2 2] ; [23 35],[1.61290323 2.38709677] ; [23.38709677 34.61290323],0
a2,1,0.694419,0.154343,[1 3] ; [10 48],[0.70967742 3.29032258] ; [10.29032258 47.70967742],0
b2,1,0.822982,0.050047,[2 2] ; [19 24],[1.78723404 2.21276596] ; [19.21276596 23.78723404],0
b3,1,0.822982,0.050047,[2 2] ; [19 24],[1.78723404 2.21276596] ; [19.21276596 23.78723404],0
a4,1,0.840656,0.040423,[2 2] ; [26 32],[1.80645161 2.19354839] ; [26.19354839 31.80645161],0
n1,1,0.868645,0.02735,[2 1] ; [8 5],[1.875 1.125] ; [8.125 4.875],0
n3,1,0.868645,0.02735,[2 1] ; [8 5],[1.875 1.125] ; [8.125 4.875],0
a5,1,0.904759,0.014317,[3 1] ; [45 13],[3.09677419 0.90322581] ; [44.90322581 13.09677419],0
a7,1,0.91071,0.012576,[3 1] ; [42 16],[2.90322581 1.09677419] ; [42.09677419 15.90322581],0
p12,1,0.91071,0.012576,[1 3] ; [16 42],[1.09677419 2.90322581] ; [15.90322581 42.09677419],0
v1,1,0.919692,0.010165,[3 1] ; [44 13],[3.08196721 0.91803279] ; [43.91803279 13.08196721],0
d3,1,0.9696,0.001452,[3 1] ; [43 15],[2.96774194 1.03225806] ; [43.03225806 14.96774194],0
