Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,86.18101,[12 40] ; [126  13],[37.57068063 14.42931937] ; [100.42931937  38.57068063],1
s7,1,0.0,45.548193,[14 36] ; [109  26],[33.24324324 16.75675676] ; [89.75675676 45.24324324],1
s6,1,0.0,39.098586,[31 20] ; [135   6],[44.09375  6.90625] ; [121.90625  19.09375],1
s8,1,1e-05,19.586979,[19 33] ; [100  40],[32.22916667 19.77083333] ; [86.77083333 53.22916667],1
v4,1,0.001753,9.792215,[46  6] ; [139   2],[49.84455959  2.15544041] ; [135.15544041   5.84455959],0
v1,1,0.001808,9.734722,[25 27] ; [101  39],[34.125 17.875] ; [91.875 48.125],0
p9,1,0.004549,8.050346,[42 10] ; [131   8],[47.09947644  4.90052356] ; [125.90052356  13.09947644],0
p6,1,0.005934,7.570204,[17 35] ; [76 62],[25.45263158 26.54736842] ; [67.54736842 70.45263158],0
b5,1,0.008067,7.01851,[20 32] ; [85 57],[28.1443299 23.8556701] ; [76.8556701 65.1443299],0
u3,1,0.008151,7.0,[6 6] ; [15  1],[9. 3.] ; [12.  4.],0
v3,1,0.012345,6.2607,[16 35] ; [72 67],[23.62105263 27.37894737] ; [64.37894737 74.62105263],0
p4,1,0.024641,5.048969,[32 20] ; [108  31],[38.11518325 13.88481675] ; [101.88481675  37.11518325],0
a7,1,0.025685,4.977124,[30 21] ; [107  35],[36.20207254 14.79792746] ; [100.79792746  41.20207254],0
a3,1,0.027093,4.884866,[40 12] ; [126  15],[44.7253886  7.2746114] ; [121.2746114  19.7253886],0
s4,1,0.053826,3.718081,[ 8 43] ; [41 98],[13.15263158 37.84736842] ; [ 35.84736842 103.15263158],0
d3,1,0.056848,3.627022,[42 10] ; [128  13],[45.80310881  6.19689119] ; [124.19689119  16.80310881],0
a2,1,0.062516,3.46936,[14 38] ; [59 83],[19.56701031 32.43298969] ; [53.43298969 88.56701031],0
r4,1,0.102962,2.659058,[46  6] ; [135   7],[48.51546392  3.48453608] ; [132.48453608   9.51546392],0
p10,1,0.116675,2.461397,[44  8] ; [130  11],[46.88082902  5.11917098] ; [127.11917098  13.88082902],0
r3,1,0.125222,2.350765,[47  4] ; [137   4],[48.875  2.125] ; [135.125   5.875],0
p2,1,0.154693,2.025353,[42 10] ; [125  16],[44.99481865  7.00518135] ; [122.00518135  18.99481865],0
p12,1,0.199793,1.643885,[ 4 47] ; [ 21 120],[ 6.640625 44.359375] ; [ 18.359375 122.640625],0
a8,1,0.212111,1.556962,[ 7 39] ; [ 11 116],[ 4.78612717 41.21387283] ; [ 13.21387283 113.78612717],0
b3,1,0.234302,1.41455,[19 16] ; [40 54],[16.00775194 18.99224806] ; [42.99224806 51.00775194],0
b2,1,0.234302,1.41455,[19 16] ; [40 54],[16.00775194 18.99224806] ; [42.99224806 51.00775194],0
b1,1,0.250714,1.31932,[23 29] ; [50 92],[19.56701031 32.43298969] ; [53.43298969 88.56701031],0
n5,1,0.269629,1.218631,[39 13] ; [115  25],[41.70833333 10.29166667] ; [112.29166667  27.70833333],0
n2,1,0.312271,1.021048,[7 3] ; [27  5],[8.0952381 1.9047619] ; [25.9047619  6.0952381],0
n6,1,0.328912,0.953177,[45  7] ; [126  12],[46.8  5.2] ; [124.2  13.8],0
a6,1,0.335292,0.928352,[33 19] ; [99 41],[35.75 16.25] ; [96.25 43.75],0
d2,1,0.381781,0.76496,[40 11] ; [101  39],[37.64921466 13.35078534] ; [103.35078534  36.64921466],0
v2,1,0.406964,0.687653,[30 22] ; [88 49],[32.46560847 19.53439153] ; [85.53439153 51.46560847],0
p11,1,0.424786,0.637036,[39 13] ; [114  28],[41.01030928 10.98969072] ; [111.98969072  30.01030928],0
d4,1,0.454034,0.560562,[50  1] ; [139   1],[50.46596859  0.53403141] ; [138.53403141   1.46596859],0
a5,1,0.551222,0.355132,[48  4] ; [127  15],[46.90721649  5.09278351] ; [128.09278351  13.90721649],0
u1,1,0.584028,0.299768,[14 38] ; [44 98],[15.54639175 36.45360825] ; [42.45360825 99.54639175],0
