Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,59.947605,[41 47] ; [152  16],[66.34375 21.65625] ; [126.65625  41.34375],1
r3,1,2.8e-05,17.561734,[60 27] ; [151  17],[71.98823529 15.01176471] ; [139.01176471  28.98823529],1
d1,1,7.7e-05,15.618347,[21 67] ; [83 85],[35.75 52.25] ; [68.25 99.75],1
r2,1,8.9e-05,15.350084,[64 21] ; [156  12],[73.91304348 11.08695652] ; [146.08695652  21.91304348],1
s6,1,0.000119,14.804637,[31 57] ; [100  65],[45.56521739 42.43478261] ; [85.43478261 79.56521739],1
s8,1,0.000121,14.779467,[12 76] ; [ 61 106],[25.19215686 62.80784314] ; [ 47.80784314 119.19215686],1
v4,1,0.000123,14.749543,[65 22] ; [154  13],[75.01181102 11.98818898] ; [143.98818898  23.01181102],1
a5,1,0.000264,13.306929,[39 49] ; [114  54],[52.59375 35.40625] ; [100.40625  67.59375],1
d4,1,0.000298,13.08394,[50 38] ; [131  36],[62.4627451 25.5372549] ; [118.5372549  48.4627451],1
d3,1,0.000363,12.714792,[36 50] ; [109  58],[49.28853755 36.71146245] ; [95.71146245 71.28853755],1
u3,1,0.000667,11.580143,[14 32] ; [36 20],[22.54901961 23.45098039] ; [27.45098039 28.54901961],1
d5,1,0.001804,9.739279,[46 41] ; [121  46],[57.2007874 29.7992126] ; [109.7992126  57.2007874],0
v1,1,0.001848,9.695118,[16 69] ; [ 64 104],[26.87747036 58.12252964] ; [ 53.12252964 114.87747036],0
a2,1,0.002524,9.123239,[ 7 81] ; [ 39 129],[15.8125 72.1875] ; [ 30.1875 137.8125],0
n4,1,0.004035,8.268181,[47 41] ; [120  48],[57.40625 30.59375] ; [109.59375  58.40625],0
a3,1,0.004065,8.254492,[42 45] ; [111  55],[52.61264822 34.38735178] ; [100.38735178  65.61264822],0
p7,1,0.008973,6.828145,[27 58] ; [80 83],[36.6733871 48.3266129] ; [70.3266129 92.6733871],0
s3,1,0.012582,6.226934,[31 56] ; [86 79],[40.39285714 46.60714286] ; [76.60714286 88.39285714],0
p2,1,0.01354,6.097169,[51 35] ; [125  43],[59.59055118 26.40944882] ; [116.40944882  51.59055118],0
a4,1,0.018095,5.586959,[25 62] ; [73 93],[33.69960474 53.30039526] ; [ 64.30039526 101.69960474],0
s7,1,0.019616,5.445759,[20 66] ; [ 61 100],[28.20242915 57.79757085] ; [ 52.79757085 108.20242915],0
a7,1,0.029931,4.713247,[47 40] ; [114  54],[54.92941176 32.07058824] ; [106.07058824  61.92941176],0
a1,1,0.036737,4.362583,[ 7 81] ; [  4 164],[ 3.78125 84.21875] ; [  7.21875 160.78125],0
p11,1,0.040708,4.188111,[50 38] ; [117  51],[57.40625 30.59375] ; [109.59375  58.40625],0
s2,1,0.044256,4.046781,[25 63] ; [68 97],[32.34782609 55.65217391] ; [ 60.65217391 104.34782609],0
u2,1,0.046604,3.959627,[18 28] ; [33 23],[23. 23.] ; [28. 28.],0
a6,1,0.058978,3.565895,[44 44] ; [104  63],[51.0745098 36.9254902] ; [96.9254902 70.0745098],0
p4,1,0.070667,3.267454,[22 66] ; [ 60 106],[28.40944882 59.59055118] ; [ 53.59055118 112.40944882],0
s1,1,0.124562,2.359,[ 3 85] ; [ 14 151],[ 5.91304348 82.08695652] ; [ 11.08695652 153.91304348],0
s5,1,0.135771,2.225251,[16 71] ; [ 44 120],[20.79681275 66.20318725] ; [ 39.20318725 124.79681275],0
p6,1,0.136778,2.213841,[14 72] ; [ 41 127],[18.62204724 67.37795276] ; [ 36.37795276 131.62204724],0
u1,1,0.142314,2.152759,[ 5 83] ; [ 19 149],[ 8.25 79.75] ; [ 15.75 152.25],0
n6,1,0.152843,2.043644,[59 29] ; [126  41],[63.84313725 24.15686275] ; [121.15686275  45.84313725],0
s4,1,0.161672,1.958514,[19 69] ; [ 24 140],[15.01587302 72.98412698] ; [ 27.98412698 136.01587302],0
a8,1,0.309304,1.033646,[ 9 76] ; [ 24 133],[11.59090909 73.40909091] ; [ 21.40909091 135.59090909],0
p8,1,0.334142,0.93278,[26 61] ; [ 60 107],[29.45669291 57.54330709] ; [ 56.54330709 110.45669291],0
p10,1,0.362262,0.830036,[52 34] ; [110  56],[55.28571429 30.71428571] ; [106.71428571  59.28571429],0
d2,1,0.377153,0.779963,[32 55] ; [71 96],[35.27952756 51.72047244] ; [67.72047244 99.27952756],0
n5,1,0.446055,0.580657,[57 31] ; [116  51],[59.70196078 28.29803922] ; [113.29803922  53.70196078],0
b4,1,0.450183,0.57019,[47 41] ; [98 70],[49.84375 38.15625] ; [95.15625 72.84375],0
n3,1,0.452986,0.56317,[19 15] ; [37 21],[20.69565217 13.30434783] ; [35.30434783 22.69565217],0
b1,1,0.514922,0.424053,[34 54] ; [72 96],[36.4375 51.5625] ; [69.5625 98.4375],0
n2,1,0.526698,0.400759,[22 12] ; [44 18],[23.375 10.625] ; [42.625 19.375],0
p12,1,0.575254,0.31397,[ 2 85] ; [  6 161],[ 2.74015748 84.25984252] ; [  5.25984252 161.74015748],0
n1,1,0.629789,0.232347,[13 21] ; [26 34],[14.10638298 19.89361702] ; [24.89361702 35.10638298],0
b2,1,0.641946,0.216207,[20 31] ; [35 64],[18.7 32.3] ; [36.3 62.7],0
b3,1,0.641946,0.216207,[20 31] ; [35 64],[18.7 32.3] ; [36.3 62.7],0
p5,1,0.659542,0.194081,[ 4 82] ; [ 10 157],[ 4.75889328 81.24110672] ; [  9.24110672 157.75889328],0
v3,1,0.759113,0.094032,[14 73] ; [ 24 140],[13.17131474 73.82868526] ; [ 24.82868526 139.17131474],0
p1,1,0.784876,0.074513,[ 5 82] ; [ 11 155],[ 5.50197628 81.49802372] ; [ 10.49802372 155.50197628],0
p9,1,0.899552,0.015933,[58 26] ; [114  53],[57.56175299 26.43824701] ; [114.43824701  52.56175299],0
b5,1,0.919437,0.01023,[54 34] ; [102  66],[53.625 34.375] ; [102.375  65.625],0
