Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,35.646985,[57  8] ; [11 26],[43.33333333 21.66666667] ; [24.66666667 12.33333333],1
n6,1,0.000638,11.663081,[54 11] ; [19 18],[46.51960784 18.48039216] ; [26.48039216 10.51960784],1
s7,1,0.012419,6.25,[38 26] ; [12 24],[32. 32.] ; [18. 18.],0
r1,1,0.018226,5.5743,[54 11] ; [23 14],[49.06862745 15.93137255] ; [27.93137255  9.06862745],0
s3,1,0.025171,5.012081,[47 15] ; [20 17],[41.95959596 20.04040404] ; [25.04040404 11.95959596],0
v4,1,0.045683,3.993262,[61  4] ; [30  7],[57.99019608  7.00980392] ; [33.00980392  3.99019608],0
p7,1,0.074119,3.189367,[32 31] ; [12 25],[27.72 35.28] ; [16.28 20.72],0
p6,1,0.076545,3.136765,[21 44] ; [ 6 31],[17.20588235 47.79411765] ; [ 9.79411765 27.20588235],0
p2,1,0.102511,2.66603,[44 21] ; [19 18],[40.14705882 24.85294118] ; [22.85294118 14.14705882],0
s8,1,0.106976,2.598341,[28 37] ; [10 27],[24.21568627 40.78431373] ; [13.78431373 23.21568627],0
b4,1,0.125332,2.349393,[45 20] ; [20 17],[41.42156863 23.57843137] ; [23.57843137 13.42156863],0
p11,1,0.149419,2.07817,[36 29] ; [15 22],[32.5 32.5] ; [18.5 18.5],0
r4,1,0.154476,2.027483,[55 10] ; [27 10],[52.25490196 12.74509804] ; [29.74509804  7.25490196],0
u1,1,0.18246,1.777474,[16 49] ; [ 5 32],[13.38235294 51.61764706] ; [ 7.61764706 29.38235294],0
a8,1,0.19791,1.657733,[11 46] ; [ 3 30],[ 8.86666667 48.13333333] ; [ 5.13333333 27.86666667],0
s1,1,0.209911,1.572037,[ 6 59] ; [ 1 36],[ 4.46078431 60.53921569] ; [ 2.53921569 34.46078431],0
p9,1,0.217237,1.522528,[29 34] ; [12 24],[26.09090909 36.90909091] ; [14.90909091 21.09090909],0
d2,1,0.267719,1.228395,[35 29] ; [16 21],[32.31683168 31.68316832] ; [18.68316832 18.31683168],0
s2,1,0.273396,1.199627,[40 24] ; [19 18],[37.38613861 26.61386139] ; [21.61386139 15.38613861],0
d3,1,0.273534,1.19894,[38 26] ; [26 11],[40.55445545 23.44554455] ; [23.44554455 13.55445545],0
v1,1,0.296037,1.09196,[26 38] ; [19 18],[28.51485149 35.48514851] ; [16.48514851 20.51485149],0
d4,1,0.300212,1.073254,[50 14] ; [32  5],[51.96039604 12.03960396] ; [30.03960396  6.96039604],0
r2,1,0.341831,0.903552,[60  5] ; [32  5],[58.62745098  6.37254902] ; [33.37254902  3.62745098],0
a6,1,0.358476,0.843226,[32 32] ; [22 15],[34.21782178 29.78217822] ; [19.78217822 17.21782178],0
b2,1,0.372965,0.793762,[15 30] ; [ 5 17],[13.43283582 31.56716418] ; [ 6.56716418 15.43283582],0
b3,1,0.372965,0.793762,[15 30] ; [ 5 17],[13.43283582 31.56716418] ; [ 6.56716418 15.43283582],0
a4,1,0.395637,0.721547,[28 36] ; [13 24],[25.98019802 38.01980198] ; [15.01980198 21.98019802],0
s5,1,0.407194,0.686977,[18 46] ; [13 23],[19.84 44.16] ; [11.16 24.84],0
v2,1,0.473226,0.514434,[29 35] ; [19 17],[30.72 33.28] ; [17.28 18.72],0
p4,1,0.512275,0.429418,[36 29] ; [18 19],[34.41176471 30.58823529] ; [19.58823529 17.41176471],0
p3,1,0.529624,0.395112,[24 41] ; [16 21],[25.49019608 39.50980392] ; [14.50980392 22.49019608],0
b5,1,0.536652,0.381781,[46 19] ; [24 13],[44.60784314 20.39215686] ; [25.39215686 11.60784314],0
