Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2e-06,22.368371,[ 57 106] ; [92 57],[77.84294872 85.15705128] ; [71.15705128 77.84294872],1
v3,1,0.000378,12.638353,[ 41 125] ; [67 87],[ 56.025 109.975] ; [ 51.975 102.025],1
r2,1,0.001021,10.788903,[144  25] ; [146   6],[152.67912773  16.32087227] ; [137.32087227  14.67912773],0
r1,1,0.001646,9.90718,[106  64] ; [120  33],[118.94736842  51.05263158] ; [107.05263158  45.94736842],0
s8,1,0.002358,9.247925,[ 47 122] ; [67 85],[ 60.01869159 108.98130841] ; [53.98130841 98.01869159],0
a2,1,0.002684,9.010798,[  4 166] ; [ 16 138],[ 10.49382716 159.50617284] ; [  9.50617284 144.49382716],0
n5,1,0.003245,8.664514,[116  52] ; [128  26],[127.30434783  40.69565217] ; [116.69565217  37.30434783],0
n4,1,0.006144,7.5077,[113  56] ; [123  30],[123.86335404  45.13664596] ; [112.13664596  40.86335404],0
b5,1,0.006358,7.445841,[86 84] ; [101  53],[98.11728395 71.88271605] ; [88.88271605 65.11728395],0
p10,1,0.006567,7.387761,[118  46] ; [127  23],[127.96178344  36.03821656] ; [117.03821656  32.96178344],0
a4,1,0.008704,6.882525,[ 31 138] ; [ 47 105],[ 41.06542056 127.93457944] ; [ 36.93457944 115.06542056],0
p9,1,0.010575,6.535403,[122  41] ; [132  21],[131.01898734  31.98101266] ; [122.98101266  30.01898734],0
u1,1,0.01138,6.404983,[  2 168] ; [ 10 144],[  6.2962963 163.7037037] ; [  5.7037037 148.2962963],0
r4,1,0.01219,6.283066,[138  32] ; [140  14],[145.86419753  24.13580247] ; [132.13580247  21.86419753],0
s6,1,0.0154,5.870075,[98 68] ; [106  41],[108.19169329  57.80830671] ; [95.80830671 51.19169329],0
a5,1,0.016924,5.704286,[83 86] ; [96 58],[93.65634675 75.34365325] ; [85.34365325 68.65634675],0
a3,1,0.017858,5.610029,[85 84] ; [97 56],[95.52173913 73.47826087] ; [86.47826087 66.52173913],0
d5,1,0.040793,4.184573,[84 85] ; [94 60],[93.13312693 75.86687307] ; [84.86687307 69.13312693],0
s7,1,0.061814,3.488027,[ 62 101] ; [70 74],[70.08469055 92.91530945] ; [61.91530945 82.08469055],0
n2,1,0.096327,2.76533,[37 14] ; [24  3],[39.88461538 11.11538462] ; [21.11538462  5.88461538],0
p7,1,0.100345,2.700059,[94 71] ; [99 51],[101.0952381  63.9047619] ; [91.9047619 58.0952381],0
r3,1,0.109105,2.567139,[153  17] ; [145   8],[156.84210526  13.15789474] ; [141.15789474  11.84210526],0
p4,1,0.111383,2.534482,[79 88] ; [86 67],[86.109375 80.890625] ; [78.890625 74.109375],0
p6,1,0.1135,2.504804,[ 48 120] ; [55 94],[ 54.58675079 113.41324921] ; [ 48.41324921 100.58675079],0
u3,1,0.117702,2.447642,[34 49] ; [31 26],[38.53571429 44.46428571] ; [26.46428571 30.53571429],0
n1,1,0.127464,2.323119,[17 33] ; [14 13],[20.12987013 29.87012987] ; [10.87012987 16.12987013],0
a8,1,0.13443,2.240586,[ 17 141] ; [ 24 120],[ 21.45033113 136.54966887] ; [ 19.54966887 124.45033113],0
b1,1,0.138462,2.194965,[71 99] ; [ 52 102],[ 64.53703704 105.46296296] ; [58.46296296 95.53703704],0
b2,1,0.140913,2.167956,[25 61] ; [39 60],[29.75135135 56.24864865] ; [34.24864865 64.75135135],0
b3,1,0.140913,2.167956,[25 61] ; [39 60],[29.75135135 56.24864865] ; [34.24864865 64.75135135],0
s2,1,0.16655,1.913722,[ 67 102] ; [71 79],[73.10971787 95.89028213] ; [64.89028213 85.10971787],0
p3,1,0.174011,1.848044,[ 69 100] ; [74 79],[75.05279503 93.94720497] ; [67.94720497 85.05279503],0
p2,1,0.174963,1.839894,[129  39] ; [126  26],[133.875  34.125] ; [121.125  30.875],0
s3,1,0.195404,1.676393,[77 89] ; [80 69],[82.73650794 83.26349206] ; [74.26349206 74.73650794],0
n3,1,0.272916,1.202031,[35 15] ; [22  5],[37.01298701 12.98701299] ; [19.98701299  7.01298701],0
p11,1,0.324836,0.969376,[128  42] ; [123  31],[131.69753086  38.30246914] ; [119.30246914  34.69753086],0
d4,1,0.3364,0.924104,[92 77] ; [92 62],[96.27244582 72.72755418] ; [87.72755418 66.27244582],0
a6,1,0.348551,0.878727,[90 79] ; [90 64],[94.17956656 74.82043344] ; [85.82043344 68.17956656],0
a7,1,0.374169,0.789773,[104  64] ; [102  51],[107.81308411  60.18691589] ; [98.18691589 54.81308411],0
d3,1,0.388527,0.743548,[ 63 105] ; [65 89],[ 66.7826087 101.2173913] ; [61.2173913 92.7826087],0
v4,1,0.403345,0.698332,[155  14] ; [144   9],[156.92857143  12.07142857] ; [142.07142857  10.92857143],0
s4,1,0.41375,0.667999,[ 32 135] ; [ 24 129],[ 29.225 137.775] ; [ 26.775 126.225],0
s1,1,0.444551,0.584509,[  6 162] ; [  8 142],[  7.39622642 160.60377358] ; [  6.60377358 143.39622642],0
u2,1,0.627797,0.23506,[37 47] ; [27 29],[38.4 45.6] ; [25.6 30.4],0
p8,1,0.671538,0.179808,[80 88] ; [75 75],[81.88679245 86.11320755] ; [73.11320755 76.88679245],0
s5,1,0.680517,0.169544,[ 51 114] ; [ 42 104],[ 49.34083601 115.65916399] ; [ 43.65916399 102.34083601],0
b4,1,0.702412,0.145975,[98 72] ; [92 62],[99.69135802 70.30864198] ; [90.30864198 63.69135802],0
p5,1,0.74235,0.108072,[ 19 149] ; [ 19 133],[ 19.95 148.05] ; [ 18.05 133.95],0
p1,1,0.802236,0.062728,[ 13 154] ; [ 13 139],[ 13.61128527 153.38871473] ; [ 12.38871473 139.61128527],0
a1,1,0.888425,0.019683,[  6 164] ; [  5 149],[  5.77160494 164.22839506] ; [  5.22839506 148.77160494],0
d2,1,0.897269,0.01667,[ 25 144] ; [ 22 132],[ 24.59133127 144.40866873] ; [ 22.40866873 131.59133127],0
p12,1,0.990983,0.000128,[ 11 157] ; [ 10 142],[ 11.025 156.975] ; [  9.975 142.025],0
