Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,36.127754,[67  9] ; [ 8 20],[54.80769231 21.19230769] ; [20.19230769  7.80769231],1
r2,1,0.000821,11.193985,[69  7] ; [17 10],[63.45631068 12.54368932] ; [22.54368932  4.45631068],1
r3,1,0.001796,9.747199,[70  6] ; [19  9],[65.03846154 10.96153846] ; [23.96153846  4.03846154],0
s4,1,0.009628,6.70247,[10 66] ; [10 18],[14.61538462 61.38461538] ; [ 5.38461538 22.61538462],0
a5,1,0.017459,5.649624,[52 24] ; [12 16],[46.76923077 29.23076923] ; [17.23076923 10.76923077],0
v4,1,0.028544,4.794896,[65 10] ; [19  9],[61.16504854 13.83495146] ; [22.83495146  5.16504854],0
p2,1,0.050337,3.830188,[53 22] ; [14 14],[48.78640777 26.21359223] ; [18.21359223  9.78640777],0
n4,1,0.067352,3.346414,[31 45] ; [ 6 22],[27.03846154 48.96153846] ; [ 9.96153846 18.03846154],0
b4,1,0.073115,3.211676,[50 26] ; [13 15],[46.03846154 29.96153846] ; [16.96153846 11.03846154],0
a1,1,0.08744,2.920878,[ 2 74] ; [ 3 25],[ 3.65384615 72.34615385] ; [ 1.34615385 26.65384615],0
v3,1,0.097793,2.74118,[22 48] ; [ 4 23],[18.7628866 51.2371134] ; [ 7.2371134 19.7628866],0
b1,1,0.098977,2.721944,[35 41] ; [18 10],[38.73076923 37.26923077] ; [14.26923077 13.73076923],0
p6,1,0.099382,2.71543,[11 62] ; [ 8 19],[13.87 59.13] ; [ 5.13 21.87],0
p1,1,0.149561,2.076721,[ 6 69] ; [ 5 23],[ 8.00970874 66.99029126] ; [ 2.99029126 25.00970874],0
s7,1,0.203141,1.619645,[18 48] ; [11 16],[20.58064516 45.41935484] ; [ 8.41935484 18.58064516],0
n3,1,0.21545,1.53442,[18  7] ; [5 5],[16.42857143  8.57142857] ; [6.57142857 3.42857143],0
v2,1,0.246425,1.343457,[31 38] ; [ 9 19],[28.45360825 40.54639175] ; [11.54639175 16.45360825],0
a6,1,0.276702,1.183217,[47 29] ; [14 14],[44.57692308 31.42307692] ; [16.42307692 11.57692308],0
d2,1,0.374886,0.787404,[28 48] ; [13 15],[29.96153846 46.03846154] ; [11.03846154 16.96153846],0
u2,1,0.378019,0.777133,[21  7] ; [8 5],[19.80487805  8.19512195] ; [9.19512195 3.80487805],0
p4,1,0.394512,0.72499,[31 44] ; [ 9 19],[29.12621359 45.87378641] ; [10.87378641 17.12621359],0
s5,1,0.422302,0.643901,[13 57] ; [ 7 20],[14.43298969 55.56701031] ; [ 5.56701031 21.43298969],0
p11,1,0.42337,0.640942,[42 34] ; [13 15],[40.19230769 35.80769231] ; [14.80769231 13.19230769],0
n1,1,0.445513,0.582042,[ 7 19] ; [4 6],[ 7.94444444 18.05555556] ; [3.05555556 6.94444444],0
a3,1,0.445779,0.581361,[47 29] ; [15 13],[45.30769231 30.69230769] ; [16.69230769 11.30769231],0
p3,1,0.465335,0.533032,[31 44] ; [ 9 18],[29.41176471 45.58823529] ; [10.58823529 16.41176471],0
p12,1,0.477155,0.505359,[ 1 72] ; [ 1 27],[ 1.44554455 71.55445545] ; [ 0.55445545 27.44554455],0
a2,1,0.513465,0.427,[12 64] ; [ 3 25],[10.96153846 65.03846154] ; [ 4.03846154 23.96153846],0
d3,1,0.54341,0.369256,[51 25] ; [17 11],[49.69230769 26.30769231] ; [18.30769231  9.69230769],0
u3,1,0.552714,0.352477,[19  9] ; [10  3],[19.80487805  8.19512195] ; [9.19512195 3.80487805],0
b3,1,0.557429,0.344176,[12 29] ; [ 7 12],[12.98333333 28.01666667] ; [ 6.01666667 12.98333333],0
b2,1,0.557429,0.344176,[12 29] ; [ 7 12],[12.98333333 28.01666667] ; [ 6.01666667 12.98333333],0
d5,1,0.609673,0.260652,[58 18] ; [20  8],[57. 19.] ; [21.  7.],0
p9,1,0.629009,0.233408,[41 33] ; [17 11],[42.07843137 31.92156863] ; [15.92156863 12.07843137],0
a4,1,0.657035,0.197145,[28 48] ; [ 9 19],[27.03846154 48.96153846] ; [ 9.96153846 18.03846154],0
s8,1,0.690497,0.158548,[22 54] ; [ 7 21],[21.19230769 54.80769231] ; [ 7.80769231 20.19230769],0
s3,1,0.704743,0.143585,[37 39] ; [12 15],[36.15533981 39.84466019] ; [12.84466019 14.15533981],0
s2,1,0.723977,0.124714,[27 49] ; [11 17],[27.76923077 48.23076923] ; [10.23076923 17.76923077],0
d1,1,0.746572,0.104434,[38 38] ; [13 15],[37.26923077 38.73076923] ; [13.73076923 14.26923077],0
b5,1,0.755102,0.097294,[46 30] ; [16 12],[45.30769231 30.69230769] ; [16.69230769 11.30769231],0
p10,1,0.807375,0.059445,[39 35] ; [14 14],[38.45098039 35.54901961] ; [14.54901961 13.45098039],0
p7,1,0.818397,0.052719,[31 43] ; [12 15],[31.5049505 42.4950495] ; [11.4950495 15.5049505],0
v1,1,0.850765,0.035398,[31 44] ; [11 17],[30.58252427 44.41747573] ; [11.41747573 16.58252427],0
p8,1,0.881225,0.022325,[29 46] ; [10 17],[28.67647059 46.32352941] ; [10.32352941 16.67647059],0
u1,1,0.898438,0.016291,[ 6 70] ; [ 2 26],[ 5.84615385 70.15384615] ; [ 2.15384615 25.84615385],0
s1,1,0.898438,0.016291,[ 6 70] ; [ 2 26],[ 5.84615385 70.15384615] ; [ 2.15384615 25.84615385],0
