Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2e-06,23.110036,[14  1] ; [10 34],[6.10169492 8.89830508] ; [17.89830508 26.10169492],1
p6,1,0.006727,7.344419,[6 9] ; [ 4 39],[ 2.5862069 12.4137931] ; [ 7.4137931 35.5862069],0
a6,1,0.008201,6.989085,[11  4] ; [15 29],[6.61016949 8.38983051] ; [19.38983051 24.61016949],0
s5,1,0.024126,5.085522,[ 5 10] ; [ 4 40],[ 2.28813559 12.71186441] ; [ 6.71186441 37.28813559],0
p2,1,0.026306,4.935775,[13  2] ; [24 20],[9.40677966 5.59322034] ; [27.59322034 16.40677966],0
s4,1,0.028481,4.798743,[6 9] ; [ 6 38],[ 3.05084746 11.94915254] ; [ 8.94915254 35.05084746],0
p7,1,0.041205,4.16755,[10  5] ; [16 28],[6.61016949 8.38983051] ; [19.38983051 24.61016949],0
p8,1,0.048625,3.888267,[8 7] ; [11 32],[ 4.9137931 10.0862069] ; [14.0862069 28.9137931],0
u3,1,0.053372,3.732229,[4 5] ; [ 3 20],[1.96875 7.03125] ; [ 5.03125 17.96875],0
s7,1,0.054291,3.703734,[5 9] ; [ 5 35],[ 2.59259259 11.40740741] ; [ 7.40740741 32.59259259],0
p5,1,0.068202,3.325774,[ 3 12] ; [ 2 41],[ 1.29310345 13.70689655] ; [ 3.70689655 39.29310345],0
b4,1,0.077724,3.111867,[6 9] ; [29 15],[8.89830508 6.10169492] ; [26.10169492 17.89830508],0
d5,1,0.084489,2.976365,[10  5] ; [18 26],[7.11864407 7.88135593] ; [20.88135593 23.11864407],0
n4,1,0.085609,2.95507,[11  4] ; [21 23],[8.13559322 6.86440678] ; [23.86440678 20.13559322],0
s2,1,0.086286,2.942338,[6 9] ; [ 8 36],[ 3.55932203 11.44067797] ; [10.44067797 33.55932203],0
n1,1,0.126598,2.333733,[2 1] ; [ 5 16],[0.875 2.125] ; [ 6.125 14.875],0
s3,1,0.146415,2.109205,[6 9] ; [ 9 34],[ 3.87931034 11.12068966] ; [11.12068966 31.87931034],0
p9,1,0.158291,1.990476,[11  4] ; [22 20],[8.68421053 6.31578947] ; [24.31578947 17.68421053],0
n6,1,0.179049,1.805502,[11  4] ; [23 20],[8.79310345 6.20689655] ; [25.20689655 17.79310345],0
p11,1,0.200829,1.636335,[11  4] ; [24 20],[8.89830508 6.10169492] ; [26.10169492 17.89830508],0
b3,1,0.251943,1.3125,[1 9] ; [ 7 18],[2.28571429 7.71428571] ; [ 5.71428571 19.28571429],0
b2,1,0.251943,1.3125,[1 9] ; [ 7 18],[2.28571429 7.71428571] ; [ 5.71428571 19.28571429],0
s6,1,0.299625,1.075864,[7 8] ; [14 30],[5.33898305 9.66101695] ; [15.66101695 28.33898305],0
r1,1,0.306048,1.047653,[ 3 12] ; [15 29],[ 4.57627119 10.42372881] ; [13.42372881 30.57627119],0
v4,1,0.3322,0.940303,[10  5] ; [23 21],[8.38983051 6.61016949] ; [24.61016949 19.38983051],0
d1,1,0.355571,0.853475,[ 4 11] ; [ 7 37],[ 2.79661017 12.20338983] ; [ 8.20338983 35.79661017],0
p10,1,0.368327,0.809302,[9 6] ; [20 23],[7.5 7.5] ; [21.5 21.5],0
v1,1,0.415263,0.663682,[ 5 10] ; [10 34],[ 3.81355932 11.18644068] ; [11.18644068 32.81355932],0
r3,1,0.459502,0.547107,[11  4] ; [27 16],[9.82758621 5.17241379] ; [28.17241379 14.82758621],0
a8,1,0.459816,0.546341,[ 3 12] ; [ 5 36],[ 2.14285714 12.85714286] ; [ 5.85714286 35.14285714],0
r4,1,0.480797,0.497056,[ 4 11] ; [ 8 36],[ 3.05084746 11.94915254] ; [ 8.94915254 35.05084746],0
d4,1,0.502511,0.44963,[10  5] ; [25 19],[8.89830508 6.10169492] ; [26.10169492 17.89830508],0
u2,1,0.538195,0.378896,[4 5] ; [13 10],[4.78125 4.21875] ; [12.21875 10.78125],0
s8,1,0.553873,0.350424,[ 3 12] ; [ 6 38],[ 2.28813559 12.71186441] ; [ 6.71186441 37.28813559],0
a3,1,0.554649,0.349054,[6 9] ; [21 22],[6.98275862 8.01724138] ; [20.01724138 22.98275862],0
a1,1,0.603231,0.27015,[ 1 14] ; [ 5 39],[ 1.52542373 13.47457627] ; [ 4.47457627 39.52542373],0
n5,1,0.603393,0.269909,[10  5] ; [26 18],[9.15254237 5.84745763] ; [26.84745763 17.15254237],0
d2,1,0.694249,0.154524,[ 3 12] ; [11 33],[ 3.55932203 11.44067797] ; [10.44067797 33.55932203],0
b5,1,0.69676,0.151865,[8 7] ; [26 18],[8.6440678 6.3559322] ; [25.3559322 18.6440678],0
d3,1,0.69676,0.151865,[7 8] ; [18 26],[6.3559322 8.6440678] ; [18.6440678 25.3559322],0
p12,1,0.746738,0.104293,[ 1 14] ; [ 2 42],[ 0.76271186 14.23728814] ; [ 2.23728814 41.76271186],0
p1,1,0.746738,0.104293,[ 1 14] ; [ 2 42],[ 0.76271186 14.23728814] ; [ 2.23728814 41.76271186],0
a4,1,0.75678,0.095921,[ 4 11] ; [10 34],[ 3.55932203 11.44067797] ; [10.44067797 33.55932203],0
v2,1,0.793905,0.068248,[ 4 11] ; [13 30],[ 4.39655172 10.60344828] ; [12.60344828 30.39655172],0
a5,1,0.814389,0.055116,[7 8] ; [19 25],[6.61016949 8.38983051] ; [19.38983051 24.61016949],0
a7,1,0.823531,0.049732,[7 8] ; [22 22],[7.37288136 7.62711864] ; [21.62711864 22.37288136],0
n3,1,0.873382,0.025397,[2 1] ; [13  8],[1.875 1.125] ; [13.125  7.875],0
b1,1,0.925494,0.008745,[9 6] ; [27 17],[9.15254237 5.84745763] ; [26.84745763 17.15254237],0
s1,1,0.983918,0.000406,[ 1 14] ; [ 3 41],[ 1.01694915 13.98305085] ; [ 2.98305085 41.01694915],0
