Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4e-06,21.457466,[33 33] ; [43  4],[44.38938053 21.61061947] ; [31.61061947 15.38938053],1
s8,1,2.3e-05,17.889247,[19 47] ; [33 15],[30.10526316 35.89473684] ; [21.89473684 26.10526316],1
s7,1,0.000418,12.448829,[23 39] ; [31 12],[31.88571429 30.11428571] ; [22.11428571 20.88571429],1
s2,1,0.004354,8.129955,[29 37] ; [34 14],[36.47368421 29.52631579] ; [26.52631579 21.47368421],0
s4,1,0.006211,7.487931,[ 9 57] ; [17 31],[15.05263158 50.94736842] ; [10.94736842 37.05263158],0
r4,1,0.011409,6.400467,[48 18] ; [44  4],[53.26315789 12.73684211] ; [38.73684211  9.26315789],0
p6,1,0.013002,6.168831,[18 48] ; [24 24],[24.31578947 41.68421053] ; [17.68421053 30.31578947],0
p3,1,0.015284,5.883486,[18 47] ; [24 24],[24.15929204 40.84070796] ; [17.84070796 30.15929204],0
d5,1,0.015644,5.842501,[46 19] ; [43  5],[51.19469027 13.80530973] ; [37.80530973 10.19469027],0
d2,1,0.019403,5.464862,[28 38] ; [31 17],[34.15789474 31.84210526] ; [24.84210526 23.15789474],0
v4,1,0.049725,3.850722,[58  8] ; [47  1],[60.78947368  5.21052632] ; [44.21052632  3.78947368],0
s3,1,0.050221,3.834066,[29 37] ; [30 18],[34.15789474 31.84210526] ; [24.84210526 23.15789474],0
p4,1,0.053784,3.719376,[26 39] ; [28 20],[31.0619469 33.9380531] ; [22.9380531 25.0619469],0
p1,1,0.056263,3.644261,[ 3 63] ; [ 7 40],[ 5.84070796 60.15929204] ; [ 4.15929204 42.84070796],0
u1,1,0.074259,3.186267,[ 8 58] ; [12 36],[11.57894737 54.42105263] ; [ 8.42105263 39.57894737],0
a5,1,0.077098,3.125035,[39 27] ; [36 12],[43.42105263 22.57894737] ; [31.57894737 16.42105263],0
n4,1,0.077098,3.125035,[39 27] ; [36 12],[43.42105263 22.57894737] ; [31.57894737 16.42105263],0
d1,1,0.087865,2.913059,[32 34] ; [31 17],[36.47368421 29.52631579] ; [26.52631579 21.47368421],0
r2,1,0.114653,2.488889,[58  6] ; [47  1],[60.  4.] ; [45.  3.],0
a4,1,0.117926,2.444648,[26 40] ; [26 22],[30.10526316 35.89473684] ; [21.89473684 26.10526316],0
b1,1,0.129122,2.30303,[29 37] ; [28 20],[33. 33.] ; [24. 24.],0
