Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n2,1,0.019172,5.485714,[4 6] ; [12  2],[6.66666667 3.33333333] ; [9.33333333 4.66666667],0
s3,1,0.025142,5.014046,[ 6 10] ; [26 11],[9.66037736 6.33962264] ; [22.33962264 14.66037736],0
p2,1,0.029965,4.711312,[9 6] ; [33  5],[11.88679245  3.11320755] ; [30.11320755  7.88679245],0
b1,1,0.031775,4.610581,[11  5] ; [14 24],[7.40740741 8.59259259] ; [17.59259259 20.40740741],0
s7,1,0.040504,4.196661,[ 4 11] ; [22 16],[7.35849057 7.64150943] ; [18.64150943 19.35849057],0
n5,1,0.049081,3.872586,[7 9] ; [26 10],[10.15384615  5.84615385] ; [22.84615385 13.15384615],0
p9,1,0.057269,3.61476,[8 8] ; [29  9],[10.96296296  5.03703704] ; [26.03703704 11.96296296],0
d3,1,0.070964,3.260584,[13  3] ; [21 17],[10.07407407  5.92592593] ; [23.92592593 14.07407407],0
s8,1,0.070964,3.260584,[ 3 13] ; [17 21],[ 5.92592593 10.07407407] ; [14.07407407 23.92592593],0
a4,1,0.073652,3.199706,[ 2 14] ; [14 24],[ 4.74074074 11.25925926] ; [11.25925926 26.74074074],0
p10,1,0.078787,3.089757,[7 9] ; [25 11],[9.84615385 6.15384615] ; [22.15384615 13.84615385],0
n1,1,0.080824,3.048259,[1 9] ; [6 8],[2.91666667 7.08333333] ; [4.08333333 9.91666667],0
r2,1,0.09769,2.742857,[12  4] ; [16 16],[9.33333333 6.66666667] ; [18.66666667 13.33333333],0
b4,1,0.121251,2.401089,[ 6 10] ; [23 15],[8.59259259 7.40740741] ; [20.40740741 17.59259259],0
p6,1,0.13079,2.283103,[ 2 14] ; [12 25],[ 4.22641509 11.77358491] ; [ 9.77358491 27.22641509],0
n4,1,0.139071,2.188207,[8 8] ; [27 11],[10.37037037  5.62962963] ; [24.62962963 13.37037037],0
r3,1,0.148925,2.083225,[10  6] ; [30  7],[12.0754717  3.9245283] ; [27.9245283  9.0754717],0
p8,1,0.171713,1.867926,[ 3 13] ; [14 23],[ 5.13207547 10.86792453] ; [11.86792453 25.13207547],0
v3,1,0.207899,1.585996,[ 6 10] ; [ 8 30],[ 4.14814815 11.85185185] ; [ 9.85185185 28.14814815],0
a1,1,0.353812,0.859737,[ 2 14] ; [ 2 36],[ 1.18518519 14.81481481] ; [ 2.81481481 35.18518519],0
a5,1,0.368885,0.807416,[8 8] ; [24 14],[9.48148148 6.51851852] ; [22.51851852 15.48148148],0
a7,1,0.400246,0.707586,[10  6] ; [19 19],[8.59259259 7.40740741] ; [20.40740741 17.59259259],0
p4,1,0.400246,0.707586,[ 6 10] ; [19 19],[7.40740741 8.59259259] ; [17.59259259 20.40740741],0
r1,1,0.411152,0.675467,[ 6 10] ; [10 28],[ 4.74074074 11.25925926] ; [11.25925926 26.74074074],0
n6,1,0.430262,0.622116,[9 7] ; [25 12],[10.26415094  5.73584906] ; [23.73584906 13.26415094],0
a6,1,0.475042,0.510224,[8 8] ; [23 15],[9.18518519 6.81481481] ; [21.81481481 16.18518519],0
n3,1,0.484018,0.489796,[5 5] ; [9 5],[5.83333333 4.16666667] ; [8.16666667 5.83333333],0
d2,1,0.507423,0.439377,[7 9] ; [13 25],[ 5.92592593 10.07407407] ; [14.07407407 23.92592593],0
p1,1,0.520282,0.413335,[ 1 15] ; [ 1 37],[ 0.59259259 15.40740741] ; [ 1.40740741 36.59259259],0
s1,1,0.520282,0.413335,[ 1 15] ; [ 1 37],[ 0.59259259 15.40740741] ; [ 1.40740741 36.59259259],0
u3,1,0.536632,0.381818,[4 3] ; [6 8],[3.33333333 3.66666667] ; [6.66666667 7.33333333],0
d4,1,0.552647,0.352597,[13  3] ; [28 10],[12.14814815  3.85185185] ; [28.85185185  9.14814815],0
d5,1,0.562382,0.335597,[11  5] ; [29  9],[11.85185185  4.14814815] ; [28.14814815  9.85185185],0
d1,1,0.634448,0.226077,[7 9] ; [14 24],[6.22222222 9.77777778] ; [14.77777778 23.22222222],0
p7,1,0.74253,0.107915,[8 7] ; [21 15],[8.52941176 6.47058824] ; [20.47058824 15.52941176],0
s4,1,0.767445,0.087449,[ 4 12] ; [11 27],[ 4.44444444 11.55555556] ; [10.55555556 27.44444444],0
u2,1,0.768571,0.08658,[3 3] ; [8 6],[3.3 2.7] ; [7.7 6.3],0
a3,1,0.770261,0.085283,[9 7] ; [23 15],[9.48148148 6.51851852] ; [22.51851852 15.48148148],0
v4,1,0.790864,0.070325,[12  4] ; [25 10],[11.60784314  4.39215686] ; [25.39215686  9.60784314],0
v2,1,0.830185,0.045995,[9 6] ; [21 16],[8.65384615 6.34615385] ; [21.34615385 15.65384615],0
p3,1,0.830821,0.045646,[6 9] ; [14 24],[5.66037736 9.33962264] ; [14.33962264 23.66037736],0
b5,1,0.833097,0.044408,[11  5] ; [25 13],[10.66666667  5.33333333] ; [25.33333333 12.66666667],0
s5,1,0.845551,0.037946,[ 5 10] ; [11 25],[ 4.70588235 10.29411765] ; [11.29411765 24.70588235],0
v1,1,0.8532,0.034239,[8 8] ; [17 19],[7.69230769 8.30769231] ; [17.30769231 18.69230769],0
s2,1,0.911133,0.012457,[9 7] ; [22 16],[9.18518519 6.81481481] ; [21.81481481 16.18518519],0
b2,1,1.0,0.0,[1 4] ; [ 6 24],[1. 4.] ; [ 6. 24.],0
b3,1,1.0,0.0,[1 4] ; [ 6 24],[1. 4.] ; [ 6. 24.],0
