Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,46.924829,[ 1 29] ; [104  43],[17.79661017 12.20338983] ; [87.20338983 59.79661017],1
d5,1,0.0,35.997552,[14 16] ; [134  13],[25.08474576  4.91525424] ; [122.91525424  24.08474576],1
d3,1,1e-06,24.577819,[ 9 21] ; [112  35],[20.50847458  9.49152542] ; [100.49152542  46.50847458],1
d2,1,5.3e-05,16.328205,[ 5 25] ; [84 63],[15.08474576 14.91525424] ; [73.91525424 73.08474576],1
a4,1,0.000222,13.635385,[ 3 27] ; [68 79],[12.03389831 17.96610169] ; [58.96610169 88.03389831],1
a2,1,0.004727,7.981208,[ 1 29] ; [ 40 107],[ 6.94915254 23.05084746] ; [ 34.05084746 112.94915254],0
a3,1,0.017458,5.649692,[17 13] ; [114  33],[22.20338983  7.79661017] ; [108.79661017  38.20338983],0
u1,1,0.024938,5.028171,[ 1 29] ; [ 30 117],[ 5.25423729 24.74576271] ; [ 25.74576271 121.25423729],0
a5,1,0.044226,4.047904,[18 12] ; [114  33],[22.37288136  7.62711864] ; [109.62711864  37.37288136],0
b5,1,0.088226,2.90645,[11 19] ; [79 68],[15.25423729 14.74576271] ; [74.74576271 72.25423729],0
n4,1,0.102811,2.661392,[18 12] ; [109  37],[21.64772727  8.35227273] ; [105.35227273  40.64772727],0
a7,1,0.147402,2.098937,[20 10] ; [116  31],[23.05084746  6.94915254] ; [112.94915254  34.05084746],0
s4,1,0.202063,1.627397,[ 3 27] ; [ 29 117],[ 5.45454545 24.54545455] ; [ 26.54545455 119.45454545],0
b3,1,0.246369,1.343778,[ 3 12] ; [31 57],[ 4.95145631 10.04854369] ; [29.04854369 58.95145631],0
b2,1,0.246369,1.343778,[ 3 12] ; [31 57],[ 4.95145631 10.04854369] ; [29.04854369 58.95145631],0
u2,1,0.281735,1.158699,[4 9] ; [15 16],[5.61363636 7.38636364] ; [13.38636364 17.61363636],0
s5,1,0.321731,0.981895,[12 18] ; [42 95],[ 9.7005988 20.2994012] ; [44.2994012 92.7005988],0
r1,1,0.366555,0.81531,[23  7] ; [122  24],[24.71590909  5.28409091] ; [120.28409091  25.71590909],0
