Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,4.4e-05,16.701033,[30 17] ; [25 65],[18.86861314 28.13138686] ; [36.13138686 53.86861314],1
p2,1,0.000524,12.028109,[38  9] ; [47 46],[28.53571429 18.46428571] ; [56.46428571 36.53571429],1
p8,1,0.000562,11.89898,[22 24] ; [18 74],[13.33333333 32.66666667] ; [26.66666667 65.33333333],1
r3,1,0.000967,10.890105,[44  3] ; [64 29],[36.25714286 10.74285714] ; [71.74285714 21.25714286],1
s6,1,0.002482,9.153994,[29 18] ; [32 60],[20.62589928 26.37410072] ; [40.37410072 51.62589928],0
a5,1,0.003638,8.456443,[38  9] ; [52 41],[30.21428571 16.78571429] ; [59.78571429 33.21428571],0
p3,1,0.005825,7.603511,[20 27] ; [19 74],[13.09285714 33.90714286] ; [25.90714286 67.09285714],0
s8,1,0.00979,6.672767,[18 29] ; [17 76],[11.75 35.25] ; [23.25 69.75],0
r4,1,0.010202,6.599315,[38  9] ; [55 38],[31.22142857 15.77857143] ; [61.77857143 31.22142857],0
v4,1,0.01106,6.45572,[42  4] ; [66 25],[36.26277372  9.73722628] ; [71.73722628 19.26277372],0
p11,1,0.02001,5.410997,[31 16] ; [42 51],[24.50714286 22.49285714] ; [48.49285714 44.50714286],0
u3,1,0.033329,4.52881,[14  3] ; [17 16],[10.54  6.46] ; [20.46 12.54],0
s2,1,0.037977,4.30606,[21 25] ; [26 67],[15.55395683 30.44604317] ; [31.44604317 61.55395683],0
p10,1,0.064482,3.418189,[30 17] ; [43 48],[24.86231884 22.13768116] ; [48.13768116 42.86231884],0
v2,1,0.075586,3.157343,[22 21] ; [30 56],[17.33333333 25.66666667] ; [34.66666667 51.33333333],0
p9,1,0.082555,3.013876,[33 14] ; [50 41],[28.26811594 18.73188406] ; [54.73188406 36.26811594],0
s4,1,0.107244,2.594372,[ 2 45] ; [12 81],[ 4.7 42.3] ; [ 9.3 83.7],0
a6,1,0.114329,2.493333,[34 13] ; [54 38],[29.75539568 17.24460432] ; [58.24460432 33.75539568],0
s7,1,0.14052,2.17226,[16 27] ; [21 64],[12.4296875 30.5703125] ; [24.5703125 60.4296875],0
d5,1,0.169763,1.885036,[36 11] ; [60 32],[32.46043165 14.53956835] ; [63.53956835 28.46043165],0
s3,1,0.185237,1.755098,[26 20] ; [41 51],[22.33333333 23.66666667] ; [44.66666667 47.33333333],0
p5,1,0.197583,1.66015,[ 3 43] ; [ 2 90],[ 1.66666667 44.33333333] ; [ 3.33333333 88.66666667],0
n4,1,0.208941,1.578747,[21 26] ; [52 41],[24.50714286 22.49285714] ; [48.49285714 44.50714286],0
v1,1,0.223704,1.480451,[14 32] ; [37 53],[17.25 28.75] ; [33.75 56.25],0
u2,1,0.264048,1.247406,[13  5] ; [18 14],[11.16  6.84] ; [19.84 12.16],0
