Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,35.77239,[11 37] ; [53 14],[26.71304348 21.28695652] ; [37.28695652 29.71304348],1
s6,1,0.000178,14.051933,[23 24] ; [55 12],[32.15789474 14.84210526] ; [45.84210526 21.15789474],1
s7,1,0.001232,10.441924,[15 31] ; [42 24],[23.41071429 22.58928571] ; [33.58928571 32.41071429],0
n5,1,0.001561,10.005068,[31 18] ; [59  8],[38.01724138 10.98275862] ; [51.98275862 15.01724138],0
s8,1,0.003912,8.32417,[17 31] ; [42 25],[24.62608696 23.37391304] ; [34.37391304 32.62608696],0
d4,1,0.006212,7.487771,[34 15] ; [60  7],[39.70689655  9.29310345] ; [54.29310345 12.70689655],0
r1,1,0.012557,6.23048,[31 18] ; [56 11],[36.75 12.25] ; [50.25 16.75],0
n4,1,0.023081,5.162367,[32 17] ; [56 11],[37.17241379 11.82758621] ; [50.82758621 16.17241379],0
a2,1,0.026203,4.942549,[ 5 44] ; [18 49],[ 9.71551724 39.28448276] ; [13.28448276 53.71551724],0
d2,1,0.028555,4.794259,[17 32] ; [37 30],[22.81034483 26.18965517] ; [31.18965517 35.81034483],0
d3,1,0.071196,3.255237,[30 17] ; [53 14],[34.21929825 12.78070175] ; [48.78070175 18.21929825],0
n2,1,0.07158,3.246419,[13  9] ; [13  2],[15.45945946  6.54054054] ; [10.54054054  4.45945946],0
s5,1,0.073501,3.203059,[12 36] ; [26 37],[16.43243243 31.56756757] ; [21.56756757 41.43243243],0
b4,1,0.102695,2.663179,[33 16] ; [35 32],[28.72413793 20.27586207] ; [39.27586207 27.72413793],0
u2,1,0.121606,2.396514,[16  6] ; [11 11],[13.5  8.5] ; [13.5  8.5],0
a8,1,0.123097,2.377462,[ 4 42] ; [12 50],[ 6.81481481 39.18518519] ; [ 9.18518519 52.81481481],0
d1,1,0.127278,2.325388,[23 26] ; [41 26],[27.03448276 21.96551724] ; [36.96551724 30.03448276],0
r4,1,0.134955,2.234563,[41  8] ; [62  5],[43.50862069  5.49137931] ; [59.49137931  7.50862069],0
