Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.000618,11.720697,[ 6 26] ; [27 20],[13.36708861 18.63291139] ; [19.63291139 27.36708861],1
d2,1,0.00064,11.656366,[ 8 24] ; [29 16],[15.37662338 16.62337662] ; [21.62337662 23.37662338],1
a4,1,0.009864,6.659289,[ 8 24] ; [25 21],[13.53846154 18.46153846] ; [19.46153846 26.53846154],0
d3,1,0.013379,6.118303,[10 22] ; [28 19],[15.39240506 16.60759494] ; [22.60759494 24.39240506],0
v4,1,0.013516,6.100289,[13 19] ; [31 14],[18.28571429 13.71428571] ; [25.71428571 19.28571429],0
a3,1,0.015756,5.829925,[14 17] ; [34 13],[19.07692308 11.92307692] ; [28.92307692 18.07692308],0
v3,1,0.029433,4.742116,[ 5 27] ; [18 29],[ 9.3164557 22.6835443] ; [13.6835443 33.3164557],0
s4,1,0.045013,4.018154,[ 8 24] ; [ 4 43],[ 4.86075949 27.13924051] ; [ 7.13924051 39.86075949],0
a6,1,0.06533,3.396618,[13 19] ; [29 18],[17.01265823 14.98734177] ; [24.98734177 22.01265823],0
a2,1,0.104013,2.642902,[ 2 30] ; [ 9 38],[ 4.4556962 27.5443038] ; [ 6.5443038 40.4556962],0
d5,1,0.138819,2.191003,[18 14] ; [34 13],[21.06329114 10.93670886] ; [30.93670886 16.06329114],0
p6,1,0.148068,2.092043,[ 4 27] ; [12 33],[ 6.52631579 24.47368421] ; [ 9.47368421 35.52631579],0
a5,1,0.25151,1.314895,[17 15] ; [31 16],[19.44303797 12.55696203] ; [28.55696203 18.44303797],0
v1,1,0.281837,1.158208,[ 9 23] ; [18 27],[11.22077922 20.77922078] ; [15.77922078 29.22077922],0
n3,1,0.286167,1.137569,[8 4] ; [12 13],[6.48648649 5.51351351] ; [13.51351351 11.48648649],0
s5,1,0.299066,1.078356,[ 3 29] ; [ 8 37],[ 4.57142857 27.42857143] ; [ 6.42857143 38.57142857],0
n6,1,0.326189,0.963968,[22  9] ; [27 18],[19.98684211 11.01315789] ; [29.01315789 15.98684211],0
p5,1,0.33068,0.946234,[ 2 30] ; [ 6 40],[ 3.28205128 28.71794872] ; [ 4.71794872 41.28205128],0
p4,1,0.352111,0.865835,[13 19] ; [14 32],[11.07692308 20.92307692] ; [15.92307692 30.07692308],0
s1,1,0.35891,0.841703,[ 3 29] ; [ 2 45],[ 2.02531646 29.97468354] ; [ 2.97468354 44.02531646],0
s7,1,0.361554,0.832489,[ 9 21] ; [17 25],[10.83333333 19.16666667] ; [15.16666667 26.83333333],0
p2,1,0.374471,0.788776,[20 12] ; [23 21],[18.10526316 13.89473684] ; [24.89473684 19.10526316],0
r3,1,0.380438,0.769286,[19 12] ; [23 22],[17.13157895 13.86842105] ; [24.86842105 20.13157895],0
v2,1,0.399817,0.708875,[14 17] ; [16 29],[12.23684211 18.76315789] ; [17.76315789 27.23684211],0
b3,1,0.415641,0.662606,[ 7 16] ; [12 17],[ 8.40384615 14.59615385] ; [10.59615385 18.40384615],0
b2,1,0.415641,0.662606,[ 7 16] ; [12 17],[ 8.40384615 14.59615385] ; [10.59615385 18.40384615],0
b4,1,0.464907,0.534056,[21 11] ; [27 20],[19.44303797 12.55696203] ; [28.55696203 18.44303797],0
p11,1,0.466529,0.530186,[19 13] ; [24 23],[17.41772152 14.58227848] ; [25.58227848 21.41772152],0
s6,1,0.467429,0.528048,[14 18] ; [16 29],[12.46753247 19.53246753] ; [17.53246753 27.46753247],0
d4,1,0.467865,0.527015,[19 13] ; [31 15],[20.51282051 11.48717949] ; [29.48717949 16.51282051],0
p1,1,0.468959,0.524429,[ 3 29] ; [ 7 40],[ 4.05063291 27.94936709] ; [ 5.94936709 41.05063291],0
n5,1,0.49203,0.472085,[26  6] ; [40  6],[27.07692308  4.92307692] ; [38.92307692  7.07692308],0
n2,1,0.503429,0.4477,[9 3] ; [16  9],[8.10810811 3.89189189] ; [16.89189189  8.10810811],0
s3,1,0.509422,0.435253,[10 20] ; [18 26],[11.35135135 18.64864865] ; [16.64864865 27.35135135],0
p7,1,0.512142,0.429687,[13 19] ; [15 30],[11.63636364 20.36363636] ; [16.36363636 28.63636364],0
u2,1,0.542802,0.37037,[ 8 10] ; [4 8],[ 7.2 10.8] ; [4.8 7.2],0
s8,1,0.567413,0.32703,[ 8 24] ; [ 9 37],[ 6.97435897 25.02564103] ; [10.02564103 35.97435897],0
p10,1,0.577152,0.310862,[15 15] ; [26 20],[16.18421053 13.81578947] ; [24.81578947 21.18421053],0
a1,1,0.582573,0.302093,[ 4 28] ; [ 8 39],[ 4.86075949 27.13924051] ; [ 7.13924051 39.86075949],0
u3,1,0.634433,0.226097,[ 4 14] ; [ 2 11],[ 3.48387097 14.51612903] ; [ 2.51612903 10.48387097],0
