Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,25.160136,[13 57] ; [12  2],[20.83333333 49.16666667] ; [4.16666667 9.83333333],1
p10,1,0.000905,11.01238,[32 40] ; [13  1],[37.6744186 34.3255814] ; [7.3255814 6.6744186],1
p4,1,0.009346,6.755532,[21 53] ; [9 5],[25.22727273 48.77272727] ; [4.77272727 9.22727273],0
p6,1,0.010225,6.595193,[ 7 65] ; [5 9],[10.04651163 61.95348837] ; [ 1.95348837 12.04651163],0
p9,1,0.010724,6.510565,[35 37] ; [12  2],[39.34883721 32.65116279] ; [7.65116279 6.34883721],0
v4,1,0.012122,6.292865,[36 37] ; [12  2],[40.27586207 32.72413793] ; [7.72413793 6.27586207],0
s3,1,0.016167,5.784574,[22 50] ; [9 5],[25.95348837 46.04651163] ; [5.04651163 8.95348837],0
n2,1,0.018388,5.558824,[14 20] ; [7 1],[17. 17.] ; [4. 4.],0
s6,1,0.018485,5.54955,[15 59] ; [7 7],[18.5 55.5] ; [ 3.5 10.5],0
s2,1,0.018485,5.54955,[15 59] ; [7 7],[18.5 55.5] ; [ 3.5 10.5],0
p11,1,0.019975,5.414119,[28 46] ; [10  4],[31.95454545 42.04545455] ; [6.04545455 7.95454545],0
n1,1,0.027031,4.888858,[11 23] ; [6 2],[13.76190476 20.23809524] ; [3.23809524 4.76190476],0
u2,1,0.048995,3.87553,[13 25] ; [4 1],[15.02325581 22.97674419] ; [1.97674419 3.02325581],0
p2,1,0.068009,3.330436,[37 34] ; [11  3],[40.09411765 30.90588235] ; [7.90588235 6.09411765],0
v3,1,0.080016,3.064579,[ 8 65] ; [ 4 10],[10.06896552 62.93103448] ; [ 1.93103448 12.06896552],0
p8,1,0.09403,2.803995,[20 53] ; [7 7],[22.65517241 50.34482759] ; [4.34482759 9.65517241],0
u3,1,0.097435,2.747027,[ 9 28] ; [3 2],[10.57142857 26.42857143] ; [1.42857143 3.57142857],0
d4,1,0.126186,2.338815,[42 32] ; [11  3],[44.56818182 29.43181818] ; [8.43181818 5.56818182],0
b1,1,0.147796,2.094856,[42 32] ; [5 9],[39.52272727 34.47727273] ; [7.47727273 6.52272727],0
a5,1,0.243698,1.359073,[35 39] ; [9 5],[37. 37.] ; [7. 7.],0
a3,1,0.327468,0.958885,[36 36] ; [9 5],[37.6744186 34.3255814] ; [7.3255814 6.6744186],0
v1,1,0.334784,0.930304,[19 53] ; [ 2 12],[17.58139535 54.41860465] ; [ 3.41860465 10.58139535],0
s4,1,0.3389,0.914588,[13 61] ; [ 4 10],[14.29545455 59.70454545] ; [ 2.70454545 11.29545455],0
p5,1,0.367558,0.811904,[ 5 66] ; [ 2 12],[ 5.84705882 65.15294118] ; [ 1.15294118 12.84705882],0
n6,1,0.376036,0.783622,[37 35] ; [9 5],[38.51162791 33.48837209] ; [7.48837209 6.51162791],0
b4,1,0.388079,0.744951,[41 33] ; [6 8],[39.52272727 34.47727273] ; [7.47727273 6.52272727],0
r2,1,0.414968,0.664523,[42 30] ; [6 7],[40.65882353 31.34117647] ; [7.34117647 5.65882353],0
d1,1,0.439291,0.598134,[19 55] ; [5 9],[20.18181818 53.81818182] ; [ 3.81818182 10.18181818],0
a2,1,0.460932,0.543629,[ 6 68] ; [ 2 12],[ 6.72727273 67.27272727] ; [ 1.27272727 12.72727273],0
r3,1,0.474628,0.51118,[29 44] ; [7 7],[30.20689655 42.79310345] ; [5.79310345 8.20689655],0
n5,1,0.486761,0.483677,[45 28] ; [10  4],[46.14942529 26.85057471] ; [8.85057471 5.14942529],0
s5,1,0.489144,0.47841,[11 63] ; [ 1 12],[10.20689655 63.79310345] ; [ 1.79310345 11.20689655],0
a6,1,0.559963,0.339768,[36 38] ; [8 6],[37. 37.] ; [7. 7.],0
p7,1,0.597192,0.279252,[24 47] ; [5 7],[24.80722892 46.19277108] ; [4.19277108 7.80722892],0
a4,1,0.602949,0.270571,[21 52] ; [5 9],[21.81609195 51.18390805] ; [4.18390805 9.81609195],0
