Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,25.160136,[13 57] ; [12  2],[20.83333333 49.16666667] ; [4.16666667 9.83333333],1
u1,1,0.610897,0.258871,[ 3 71] ; [ 1 13],[ 3.36363636 70.63636364] ; [ 0.63636364 13.36363636],0
b5,1,0.623929,0.240384,[37 37] ; [6 8],[36.15909091 37.84090909] ; [6.84090909 7.15909091],0
n3,1,0.650014,0.205882,[14 20] ; [4 4],[14.57142857 19.42857143] ; [3.42857143 4.57142857],0
p1,1,0.667583,0.184442,[ 8 65] ; [ 1 13],[ 7.55172414 65.44827586] ; [ 1.44827586 12.55172414],0
d3,1,0.670956,0.180486,[32 41] ; [7 7],[32.72413793 40.27586207] ; [6.27586207 7.72413793],0
d5,1,0.690748,0.158277,[38 36] ; [8 6],[38.68181818 35.31818182] ; [7.31818182 6.68181818],0
a7,1,0.709538,0.138739,[33 41] ; [7 7],[33.63636364 40.36363636] ; [6.36363636 7.63636364],0
r1,1,0.736467,0.113256,[18 56] ; [ 4 10],[18.5 55.5] ; [ 3.5 10.5],0
b2,1,0.773828,0.082583,[14 30] ; [4 7],[14.4 29.6] ; [3.6 7.4],0
b3,1,0.773828,0.082583,[14 30] ; [4 7],[14.4 29.6] ; [3.6 7.4],0
a8,1,0.83661,0.042532,[ 4 66] ; [ 1 13],[ 4.16666667 65.83333333] ; [ 0.83333333 13.16666667],0
n4,1,0.904478,0.014401,[41 33] ; [8 6],[41.20454545 32.79545455] ; [7.79545455 6.20454545],0
d2,1,0.915714,0.011201,[25 48] ; [5 9],[25.17241379 47.82758621] ; [4.82758621 9.17241379],0
p3,1,0.928255,0.008107,[20 53] ; [ 4 10],[20.13793103 52.86206897] ; [ 3.86206897 10.13793103],0
