Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,5.5e-05,16.25296,[136  21] ; [18 14],[127.92592593  29.07407407] ; [26.07407407  5.92592593],1
b5,1,0.296638,1.08925,[93 65] ; [22 10],[95.63157895 62.36842105] ; [19.36842105 12.63157895],0
a2,1,0.298944,1.078897,[ 38 120] ; [ 5 27],[ 35.75789474 122.24210526] ; [ 7.24210526 24.75789474],0
d4,1,0.302598,1.062708,[129  28] ; [23  8],[126.93617021  30.06382979] ; [25.06382979  5.93617021],0
d1,1,0.327187,0.959998,[89 69] ; [15 17],[86.48421053 71.51578947] ; [17.51578947 14.48421053],0
r4,1,0.365668,0.818333,[142  16] ; [27  5],[140.53684211  17.46315789] ; [28.46315789  3.53684211],0
p3,1,0.381869,0.764676,[82 75] ; [14 18],[79.74603175 77.25396825] ; [16.25396825 15.74603175],0
a5,1,0.401616,0.703481,[106  52] ; [19 13],[103.94736842  54.05263158] ; [21.05263158 10.94736842],0
n1,1,0.411039,0.675793,[15 22] ; [6 5],[16.1875 20.8125] ; [4.8125 6.1875],0
a8,1,0.467572,0.527709,[ 21 127] ; [ 3 29],[ 19.73333333 128.26666667] ; [ 4.26666667 27.73333333],0
p5,1,0.49502,0.465595,[ 24 134] ; [ 3 26],[ 22.81283422 135.18716578] ; [ 4.18716578 24.81283422],0
d2,1,0.495313,0.464964,[71 87] ; [16 15],[72.73015873 85.26984127] ; [14.26984127 16.73015873],0
n2,1,0.551965,0.353808,[27 10] ; [9 2],[27.75  9.25] ; [8.25 2.75],0
b2,1,0.582729,0.301844,[34 64] ; [ 9 13],[35.11666667 62.88333333] ; [ 7.88333333 14.11666667],0
b3,1,0.582729,0.301844,[34 64] ; [ 9 13],[35.11666667 62.88333333] ; [ 7.88333333 14.11666667],0
a4,1,0.600108,0.274834,[71 87] ; [16 16],[72.34736842 85.65263158] ; [14.65263158 17.34736842],0
p1,1,0.613497,0.255113,[ 15 142] ; [ 4 28],[ 15.78306878 141.21693122] ; [ 3.21693122 28.78306878],0
u3,1,0.619825,0.246114,[32 14] ; [7 2],[32.61818182 13.38181818] ; [6.38181818 2.61818182],0
u4,1,0.659478,0.194159,[  3 155] ; [ 1 31],[  3.32631579 154.67368421] ; [ 0.67368421 31.32631579],0
b4,1,0.743711,0.106892,[84 74] ; [16 16],[83.15789474 74.84210526] ; [16.84210526 15.15789474],0
u1,1,0.821024,0.051179,[ 27 131] ; [ 6 26],[ 27.44210526 130.55789474] ; [ 5.55789474 26.44210526],0
a3,1,0.854404,0.033673,[111  47] ; [23  9],[111.43157895  46.56842105] ; [22.56842105  9.43157895],0
r1,1,0.862274,0.030096,[120  37] ; [24  8],[119.61904762  37.38095238] ; [24.38095238  7.61904762],0
a1,1,0.902643,0.014963,[  9 149] ; [ 2 30],[  9.14736842 148.85263158] ; [ 1.85263158 30.14736842],0
n3,1,0.929344,0.007862,[23 14] ; [7 4],[23.125 13.875] ; [6.875 4.125],0
u2,1,0.933359,0.006992,[30 16] ; [6 3],[30.10909091 15.89090909] ; [5.89090909 3.10909091],0
s4,1,0.992804,8.1e-05,[ 48 106] ; [10 22],[ 48.02150538 105.97849462] ; [ 9.97849462 22.02150538],0
