Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,5.5e-05,16.25296,[136  21] ; [18 14],[127.92592593  29.07407407] ; [26.07407407  5.92592593],1
p8,1,0.000106,15.031646,[89 69] ; [ 6 26],[79. 79.] ; [16. 16.],1
s1,1,0.000243,13.466607,[  8 148] ; [ 8 24],[ 13.27659574 142.72340426] ; [ 2.72340426 29.27659574],1
p9,1,0.000264,13.309897,[138  19] ; [19 12],[131.11170213  25.88829787] ; [25.88829787  5.11170213],1
v4,1,0.001475,10.109774,[154   4] ; [27  5],[150.51578947   7.48421053] ; [30.48421053  1.51578947],0
p7,1,0.003167,8.708393,[103  51] ; [12 19],[95.72972973 58.27027027] ; [19.27027027 11.72972973],0
n4,1,0.004992,7.882328,[125  32] ; [18 14],[118.78835979  38.21164021] ; [24.21164021  7.78835979],0
d3,1,0.010036,6.628558,[113  44] ; [15 16],[106.89361702  50.10638298] ; [21.10638298  9.89361702],0
a6,1,0.015041,5.911662,[103  55] ; [13 18],[96.97354497 61.02645503] ; [19.02645503 11.97354497],0
p6,1,0.018439,5.553969,[70 88] ; [ 7 25],[64.03157895 93.96842105] ; [12.96842105 19.03157895],0
p11,1,0.028301,4.809619,[123  35] ; [19 13],[118.08421053  39.91578947] ; [23.91578947  8.08421053],0
n5,1,0.028301,4.809619,[123  35] ; [19 13],[118.08421053  39.91578947] ; [23.91578947  8.08421053],0
s6,1,0.029005,4.767326,[136  20] ; [23  9],[131.93617021  24.06382979] ; [27.06382979  4.93617021],0
v1,1,0.042974,4.096429,[62 93] ; [18 12],[67.02702703 87.97297297] ; [12.97297297 17.02702703],0
v3,1,0.064113,3.427666,[ 30 127] ; [10 19],[ 33.76344086 123.23655914] ; [ 6.23655914 22.76344086],0
r2,1,0.078541,3.094834,[149   7] ; [28  4],[146.87234043   9.12765957] ; [30.12765957  1.87234043],0
a7,1,0.078772,3.090061,[113  44] ; [18 14],[108.82010582  48.17989418] ; [22.17989418  9.82010582],0
p4,1,0.113782,2.500885,[107  51] ; [17 15],[103.11578947  54.88421053] ; [20.88421053 11.11578947],0
n6,1,0.149551,2.076826,[134  23] ; [24  8],[131.24867725  25.75132275] ; [26.75132275  5.24867725],0
r3,1,0.168,1.900702,[148   9] ; [28  4],[146.2010582  10.7989418] ; [29.7989418  2.2010582],0
s8,1,0.216511,1.527346,[88 70] ; [14 18],[84.82105263 73.17894737] ; [17.17894737 14.82105263],0
b1,1,0.216511,1.527346,[70 88] ; [18 14],[73.17894737 84.82105263] ; [14.82105263 17.17894737],0
s5,1,0.237597,1.394794,[72 81] ; [11 20],[69.01630435 83.98369565] ; [13.98369565 17.01630435],0
s3,1,0.270746,1.212964,[139  19] ; [25  6],[137.1005291  20.8994709] ; [26.8994709  4.1005291],0
d5,1,0.278317,1.175288,[120  36] ; [21 10],[117.62566845  38.37433155] ; [23.37433155  7.62566845],0
s7,1,0.295292,1.095335,[101  52] ; [15 12],[98.6 54.4] ; [17.4  9.6],0
