Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000767,11.318616,[ 3 40] ; [14 23],[ 9.1375 33.8625] ; [ 7.8625 29.1375],1
n5,1,0.006177,7.49799,[23 20] ; [ 9 29],[16.98765432 26.01234568] ; [15.01234568 22.98765432],0
a1,1,0.039923,4.221141,[ 7 36] ; [ 1 37],[ 4.24691358 38.75308642] ; [ 3.75308642 34.24691358],0
p4,1,0.068158,3.326842,[ 9 34] ; [15 23],[12.74074074 30.25925926] ; [11.25925926 26.74074074],0
a5,1,0.110858,2.541953,[29 14] ; [19 19],[25.48148148 17.51851852] ; [22.51851852 15.48148148],0
b3,1,0.111406,2.534161,[12 16] ; [ 5 18],[ 9.33333333 18.66666667] ; [ 7.66666667 15.33333333],0
b2,1,0.111406,2.534161,[12 16] ; [ 5 18],[ 9.33333333 18.66666667] ; [ 7.66666667 15.33333333],0
s5,1,0.124696,2.357323,[ 8 32] ; [ 3 35],[ 5.64102564 34.35897436] ; [ 5.35897436 32.64102564],0
a3,1,0.132311,2.265176,[29 13] ; [20 18],[25.725 16.275] ; [23.275 14.725],0
u3,1,0.154044,2.031746,[5 9] ; [11  7],[7. 7.] ; [9. 9.],0
v2,1,0.167474,1.905413,[12 31] ; [15 20],[14.88461538 28.11538462] ; [12.11538462 22.88461538],0
r3,1,0.168303,1.89799,[28 15] ; [30  8],[30.79012346 12.20987654] ; [27.20987654 10.79012346],0
p7,1,0.17733,1.819861,[13 30] ; [17 21],[15.92592593 27.07407407] ; [14.07407407 23.92592593],0
s1,1,0.184456,1.761351,[ 2 40] ; [ 5 33],[ 3.675 38.325] ; [ 3.325 34.675],0
d1,1,0.266014,1.237186,[13 30] ; [16 22],[15.39506173 27.60493827] ; [13.60493827 24.39506173],0
n2,1,0.275539,1.188964,[13  8] ; [ 8 10],[11.30769231  9.69230769] ; [9.69230769 8.30769231],0
n1,1,0.298799,1.079545,[10 10] ; [ 6 12],[ 8.42105263 11.57894737] ; [ 7.57894737 10.42105263],0
s7,1,0.308224,1.038272,[ 9 29] ; [ 5 30],[ 7.28767123 30.71232877] ; [ 6.71232877 28.28767123],0
v1,1,0.317371,0.99975,[17 26] ; [11 27],[14.86419753 28.13580247] ; [13.13580247 24.86419753],0
u2,1,0.376017,0.783683,[6 8] ; [10  7],[7.22580645 6.77419355] ; [8.77419355 8.22580645],0
s4,1,0.390416,0.737647,[ 5 38] ; [ 7 31],[ 6.37037037 36.62962963] ; [ 5.62962963 32.37037037],0
v3,1,0.4073,0.686668,[10 30] ; [ 6 29],[ 8.53333333 31.46666667] ; [ 7.46666667 27.53333333],0
d4,1,0.407428,0.686293,[27 15] ; [27 10],[28.70886076 13.29113924] ; [25.29113924 11.70886076],0
r2,1,0.433273,0.614035,[35  7] ; [29  9],[33.6  8.4] ; [30.4  7.6],0
v4,1,0.48056,0.497593,[27 16] ; [26 11],[28.4875 14.5125] ; [24.5125 12.4875],0
a4,1,0.502026,0.450651,[19 24] ; [14 24],[17.51851852 25.48148148] ; [15.48148148 22.51851852],0
s6,1,0.517063,0.419748,[14 29] ; [15 23],[15.39506173 27.60493827] ; [13.60493827 24.39506173],0
b4,1,0.523396,0.407195,[23 20] ; [23 15],[24.41975309 18.58024691] ; [21.58024691 16.41975309],0
s3,1,0.534892,0.38509,[17 25] ; [18 20],[18.375 23.625] ; [16.625 21.375],0
p2,1,0.563515,0.333655,[21 22] ; [21 17],[22.2962963 20.7037037] ; [19.7037037 18.2962963],0
n3,1,0.58239,0.302386,[11  8] ; [12  6],[11.81081081  7.18918919] ; [11.18918919  6.81081081],0
