Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,26.15214,[19 46] ; [27  5],[30.82474227 34.17525773] ; [15.17525773 16.82474227],1
s8,1,2.1e-05,18.071214,[14 51] ; [21 11],[23.45360825 41.54639175] ; [11.54639175 20.45360825],1
s3,1,0.000207,13.768734,[24 41] ; [24  7],[32.5 32.5] ; [15.5 15.5],1
s4,1,0.003932,8.31477,[ 8 57] ; [12 20],[13.40206186 51.59793814] ; [ 6.59793814 25.40206186],0
s6,1,0.004143,8.220114,[35 29] ; [27  5],[41.33333333 22.66666667] ; [20.66666667 11.33333333],0
u1,1,0.008035,7.025551,[ 4 61] ; [ 8 24],[ 8.04123711 56.95876289] ; [ 3.95876289 28.04123711],0
d4,1,0.008857,6.851482,[49 16] ; [31  1],[53.60824742 11.39175258] ; [26.39175258  5.60824742],0
p6,1,0.023406,5.138137,[11 50] ; [12 18],[15.41758242 45.58241758] ; [ 7.58241758 22.41758242],0
p10,1,0.030178,4.699129,[45 19] ; [28  3],[49.17894737 14.82105263] ; [23.82105263  7.17894737],0
b3,1,0.034512,4.469138,[11 24] ; [9 5],[14.28571429 20.71428571] ; [5.71428571 8.28571429],0
b2,1,0.034512,4.469138,[11 24] ; [9 5],[14.28571429 20.71428571] ; [5.71428571 8.28571429],0
d1,1,0.036926,4.353836,[26 39] ; [20 12],[30.82474227 34.17525773] ; [15.17525773 16.82474227],0
a1,1,0.067996,3.33074,[ 1 64] ; [ 3 29],[ 2.68041237 62.31958763] ; [ 1.31958763 30.68041237],0
d5,1,0.081144,3.041835,[44 21] ; [27  5],[47.57731959 17.42268041] ; [23.42268041  8.57731959],0
p9,1,0.082364,3.017631,[51 13] ; [29  2],[53.89473684 10.10526316] ; [26.10526316  4.89473684],0
r3,1,0.098179,2.734884,[55  9] ; [31  1],[57.33333333  6.66666667] ; [28.66666667  3.33333333],0
p1,1,0.116909,2.458253,[ 4 61] ; [ 5 26],[ 6.09375 58.90625] ; [ 2.90625 28.09375],0
p4,1,0.129209,2.301982,[27 38] ; [18 13],[30.46875 34.53125] ; [14.53125 16.46875],0
d3,1,0.14545,2.119328,[39 26] ; [24  8],[42.21649485 22.78350515] ; [20.78350515 11.21649485],0
a4,1,0.167486,1.905298,[23 42] ; [16 16],[26.13402062 38.86597938] ; [12.86597938 19.13402062],0
p12,1,0.173528,1.852201,[ 2 63] ; [ 3 28],[ 3.38541667 61.61458333] ; [ 1.61458333 29.38541667],0
u3,1,0.196787,1.666063,[13  6] ; [9 1],[14.4137931  4.5862069] ; [7.5862069 2.4137931],0
n3,1,0.198674,1.652098,[15  7] ; [6 7],[13.2  8.8] ; [7.8 5.2],0
r2,1,0.28751,1.131246,[56  9] ; [29  2],[57.55208333  7.44791667] ; [27.44791667  3.55208333],0
s7,1,0.300228,1.07318,[24 41] ; [14 15],[26.27659574 38.72340426] ; [11.72340426 17.27659574],0
d2,1,0.342466,0.901178,[22 43] ; [14 18],[24.12371134 40.87628866] ; [11.87628866 20.12371134],0
p3,1,0.388093,0.744908,[25 39] ; [15 16],[26.94736842 37.05263158] ; [13.05263158 17.94736842],0
n1,1,0.391504,0.734266,[ 4 18] ; [4 9],[ 5.02857143 16.97142857] ; [ 2.97142857 10.02857143],0
a2,1,0.45422,0.5601,[12 53] ; [ 8 24],[13.40206186 51.59793814] ; [ 6.59793814 25.40206186],0
n5,1,0.465704,0.532151,[29 35] ; [12 20],[27.33333333 36.66666667] ; [13.66666667 18.33333333],0
v2,1,0.508347,0.437468,[41 22] ; [18 13],[39.54255319 23.45744681] ; [19.45744681 11.54255319],0
n6,1,0.554865,0.348673,[40 25] ; [21 10],[41.30208333 23.69791667] ; [19.69791667 11.30208333],0
b1,1,0.591789,0.287559,[26 39] ; [11 21],[24.79381443 40.20618557] ; [12.20618557 19.79381443],0
n2,1,0.599766,0.27535,[17  5] ; [11  2],[17.6  4.4] ; [10.4  2.6],0
p11,1,0.606277,0.265632,[46 19] ; [21 11],[44.89690722 20.10309278] ; [22.10309278  9.89690722],0
b5,1,0.617455,0.24946,[40 25] ; [18 14],[38.86597938 26.13402062] ; [19.13402062 12.86597938],0
p8,1,0.670298,0.181253,[28 36] ; [15 16],[28.96842105 35.03157895] ; [14.03157895 16.96842105],0
a5,1,0.675173,0.175611,[44 21] ; [23  9],[44.89690722 20.10309278] ; [22.10309278  9.89690722],0
s1,1,0.717982,0.130435,[ 3 61] ; [ 1 31],[ 2.66666667 61.33333333] ; [ 1.33333333 30.66666667],0
b4,1,0.724153,0.124548,[41 24] ; [19 13],[40.20618557 24.79381443] ; [19.79381443 12.20618557],0
u2,1,0.724263,0.124444,[12  6] ; [6 4],[11.57142857  6.42857143] ; [6.42857143 3.57142857],0
r4,1,0.749598,0.101869,[51 14] ; [26  6],[51.59793814 13.40206186] ; [25.40206186  6.59793814],0
p2,1,0.769539,0.085836,[50 15] ; [23  8],[49.42708333 15.57291667] ; [23.57291667  7.42708333],0
r1,1,0.836733,0.042466,[48 17] ; [23  9],[47.57731959 17.42268041] ; [23.42268041  8.57731959],0
a3,1,0.838163,0.041716,[46 19] ; [22 10],[45.56701031 19.43298969] ; [22.43298969  9.56701031],0
a7,1,0.910031,0.012769,[46 19] ; [23  9],[46.2371134 18.7628866] ; [22.7628866  9.2371134],0
a6,1,0.958776,0.002672,[43 22] ; [21 11],[42.88659794 22.11340206] ; [21.11340206 10.88659794],0
p7,1,0.965415,0.00188,[36 27] ; [17 13],[35.90322581 27.09677419] ; [17.09677419 12.90322581],0
v3,1,0.969433,0.001468,[23 39] ; [12 20],[23.08510638 38.91489362] ; [11.91489362 20.08510638],0
p5,1,0.969785,0.001435,[ 4 60] ; [ 2 29],[ 4.04210526 59.95789474] ; [ 1.95789474 29.04210526],0
