Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.044361,4.042781,[2 5] ; [15  6],[4.25 2.75] ; [12.75  8.25],0
p4,1,0.10197,2.674464,[3 4] ; [16  5],[4.75 2.25] ; [14.25  6.75],0
v1,1,0.117852,2.445633,[1 6] ; [10 11],[2.75 4.25] ; [ 8.25 12.75],0
p6,1,0.117852,2.445633,[1 6] ; [10 11],[2.75 4.25] ; [ 8.25 12.75],0
s6,1,0.125661,2.345299,[2 5] ; [13  8],[3.75 3.25] ; [11.25  9.75],0
n5,1,0.171857,1.866667,[6 1] ; [12  9],[4.5 2.5] ; [13.5  7.5],0
p11,1,0.212317,1.555556,[5 2] ; [19  2],[6. 1.] ; [18.  3.],0
s7,1,0.257757,1.280763,[1 5] ; [ 8 11],[2.16 3.84] ; [ 6.84 12.16],0
s3,1,0.326109,0.964286,[1 5] ; [ 8 13],[2. 4.] ; [ 7. 14.],0
a4,1,0.333998,0.933333,[1 6] ; [ 7 14],[2. 5.] ; [ 6. 15.],0
s4,1,0.333998,0.933333,[1 6] ; [ 7 14],[2. 5.] ; [ 6. 15.],0
d5,1,0.377822,0.777778,[3 4] ; [13  8],[4. 3.] ; [12.  9.],0
r1,1,0.377822,0.777778,[2 5] ; [10 11],[3. 4.] ; [ 9. 12.],0
b5,1,0.377822,0.777778,[5 2] ; [11 10],[4. 3.] ; [12.  9.],0
r4,1,0.377822,0.777778,[2 5] ; [10 11],[3. 4.] ; [ 9. 12.],0
a2,1,0.396818,0.717949,[1 6] ; [ 1 20],[0.5 6.5] ; [ 1.5 19.5],0
p10,1,0.457901,0.55102,[4 2] ; [17  4],[4.66666667 1.33333333] ; [16.33333333  4.66666667],0
b1,1,0.48338,0.491228,[4 3] ; [15  6],[4.75 2.25] ; [14.25  6.75],0
d4,1,0.48338,0.491228,[4 3] ; [15  6],[4.75 2.25] ; [14.25  6.75],0
p5,1,0.594853,0.282828,[1 6] ; [ 5 16],[1.5 5.5] ; [ 4.5 16.5],0
a7,1,0.662521,0.190476,[3 4] ; [11 10],[3.5 3.5] ; [10.5 10.5],0
p9,1,0.710523,0.137755,[5 1] ; [16  5],[4.66666667 1.33333333] ; [16.33333333  4.66666667],0
v2,1,0.744785,0.105965,[3 4] ; [10 10],[3.37037037 3.62962963] ; [ 9.62962963 10.37037037],0
a8,1,0.750277,0.101299,[1 4] ; [ 3 18],[0.76923077 4.23076923] ; [ 3.23076923 17.76923077],0
p12,1,0.775732,0.081159,[1 6] ; [ 4 17],[1.25 5.75] ; [ 3.75 17.25],0
p2,1,0.775732,0.081159,[6 1] ; [17  4],[5.75 1.25] ; [17.25  3.75],0
d1,1,0.801059,0.063492,[2 5] ; [ 5 16],[1.75 5.25] ; [ 5.25 15.75],0
d2,1,0.815276,0.054581,[2 5] ; [ 7 14],[2.25 4.75] ; [ 6.75 14.25],0
v3,1,0.815276,0.054581,[2 5] ; [ 7 14],[2.25 4.75] ; [ 6.75 14.25],0
s8,1,0.823218,0.049911,[3 4] ; [ 8 13],[2.75 4.25] ; [ 8.25 12.75],0
d3,1,0.826824,0.047863,[4 3] ; [11 10],[3.75 3.25] ; [11.25  9.75],0
n4,1,0.826824,0.047863,[4 3] ; [11 10],[3.75 3.25] ; [11.25  9.75],0
a3,1,0.826824,0.047863,[3 4] ; [10 11],[3.25 3.75] ; [ 9.75 11.25],0
u2,1,0.929859,0.007748,[3 1] ; [8 3],[2.93333333 1.06666667] ; [8.06666667 2.93333333],0
n3,1,1.0,0.0,[2 1] ; [4 2],[2. 1.] ; [4. 2.],0
r3,1,1.0,0.0,[6 1] ; [18  3],[6. 1.] ; [18.  3.],0
a6,1,1.0,0.0,[4 3] ; [12  9],[4. 3.] ; [12.  9.],0
v4,1,1.0,0.0,[5 2] ; [15  6],[5. 2.] ; [15.  6.],0
