Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1.4e-05,18.864743,[16 35] ; [66 30],[28.44897959 22.55102041] ; [53.55102041 42.44897959],1
a3,1,0.728091,0.120872,[32 18] ; [58 37],[31.03448276 18.96551724] ; [58.96551724 36.03448276],0
u2,1,0.777508,0.079844,[9 9] ; [17 20],[8.50909091 9.49090909] ; [17.49090909 19.50909091],0
u3,1,0.848599,0.036445,[11  8] ; [23 15],[11.33333333  7.66666667] ; [22.66666667 15.33333333],0
b4,1,0.888715,0.01958,[33 18] ; [61 35],[32.6122449 18.3877551] ; [61.3877551 34.6122449],0
n3,1,0.897787,0.016501,[13  8] ; [21 12],[13.22222222  7.77777778] ; [20.77777778 12.22222222],0
p3,1,0.909446,0.012936,[16 35] ; [31 65],[16.30612245 34.69387755] ; [30.69387755 65.30612245],0
a6,1,0.941784,0.005333,[30 20] ; [57 39],[29.79452055 20.20547945] ; [57.20547945 38.79452055],0
s3,1,0.942101,0.005275,[25 26] ; [45 48],[24.79166667 26.20833333] ; [45.20833333 47.79166667],0
d4,1,0.962508,0.00221,[38 11] ; [74 21],[38.11111111 10.88888889] ; [73.88888889 21.11111111],0
a5,1,0.988198,0.000219,[33 18] ; [62 34],[32.95918367 18.04081633] ; [62.04081633 33.95918367],0
