Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1.4e-05,18.864743,[16 35] ; [66 30],[28.44897959 22.55102041] ; [53.55102041 42.44897959],1
v4,1,9.5e-05,15.233355,[37 13] ; [92  4],[44.17808219  5.82191781] ; [84.82191781 11.17808219],1
s6,1,0.003862,8.34771,[19 32] ; [58 35],[27.27083333 23.72916667] ; [49.72916667 43.27083333],0
s7,1,0.00437,8.12322,[ 8 37] ; [39 53],[15.4379562 29.5620438] ; [31.5620438 60.4379562],0
r4,1,0.006045,7.536834,[41 10] ; [91  5],[45.79591837  5.20408163] ; [86.20408163  9.79591837],0
p11,1,0.010038,6.628201,[20 31] ; [59 37],[27.40816327 23.59183673] ; [51.59183673 44.40816327],0
s8,1,0.016442,5.754955,[ 8 43] ; [32 61],[14.16666667 36.83333333] ; [25.83333333 67.16666667],0
n4,1,0.019016,5.500001,[28 23] ; [71 25],[34.34693878 16.65306122] ; [64.65306122 31.34693878],0
p6,1,0.038486,4.283397,[ 7 43] ; [28 67],[12.06896552 37.93103448] ; [22.93103448 72.06896552],0
u1,1,0.067885,3.333436,[ 5 46] ; [21 75],[ 9.02040816 41.97959184] ; [16.97959184 79.02040816],0
p4,1,0.069365,3.297979,[15 36] ; [43 53],[20.12244898 30.87755102] ; [37.87755102 58.12244898],0
p8,1,0.07115,3.256293,[12 39] ; [36 58],[16.88275862 34.11724138] ; [31.11724138 62.88275862],0
v3,1,0.099012,2.721379,[10 36] ; [33 60],[14.23021583 31.76978417] ; [28.76978417 64.23021583],0
d1,1,0.105311,2.623221,[21 30] ; [53 43],[25.67346939 25.32653061] ; [48.32653061 47.67346939],0
p7,1,0.11653,2.463349,[17 34] ; [44 50],[21.45517241 29.54482759] ; [39.54482759 54.45517241],0
d2,1,0.147953,2.093233,[20 30] ; [50 45],[24.13793103 25.86206897] ; [45.86206897 49.13793103],0
s5,1,0.187932,1.733759,[ 7 42] ; [22 71],[10.00704225 38.99295775] ; [18.99295775 74.00704225],0
p2,1,0.192384,1.699266,[29 22] ; [65 31],[32.6122449 18.3877551] ; [61.3877551 34.6122449],0
r2,1,0.201036,1.634835,[47  4] ; [93  3],[48.57142857  2.42857143] ; [91.42857143  4.57142857],0
a4,1,0.235676,1.406274,[20 31] ; [47 48],[23.40410959 27.59589041] ; [43.59589041 51.40410959],0
n1,1,0.308034,1.039087,[ 8 15] ; [16 17],[ 9.85714286 13.14285714] ; [14.14285714 18.85714286],0
n2,1,0.311397,1.02474,[13 10] ; [23 10],[14.78571429  8.21428571] ; [21.21428571 11.78571429],0
p9,1,0.321578,0.982518,[15 36] ; [35 58],[17.70833333 33.29166667] ; [32.29166667 60.70833333],0
u4,1,0.343528,0.897222,[ 1 50] ; [ 5 91],[ 2.08163265 48.91836735] ; [ 3.91836735 92.08163265],0
d5,1,0.350444,0.871849,[35 15] ; [74 22],[37.32876712 12.67123288] ; [71.67123288 24.32876712],0
r3,1,0.373882,0.790721,[45  6] ; [88  7],[46.45890411  4.54109589] ; [86.54109589  8.45890411],0
a7,1,0.391198,0.735214,[33 18] ; [68 27],[35.28082192 15.71917808] ; [65.71917808 29.28082192],0
v2,1,0.443802,0.586432,[19 29] ; [44 51],[21.14685315 26.85314685] ; [41.85314685 53.14685315],0
s2,1,0.44438,0.584946,[17 34] ; [37 56],[19.125 31.875] ; [34.875 58.125],0
s1,1,0.446481,0.57957,[ 5 46] ; [ 6 89],[ 3.84246575 47.15753425] ; [ 7.15753425 87.84246575],0
a2,1,0.460507,0.544661,[10 41] ; [24 72],[11.79591837 39.20408163] ; [22.20408163 73.79591837],0
s4,1,0.4688,0.524803,[ 5 46] ; [13 80],[ 6.375 44.625] ; [11.625 81.375],0
d3,1,0.513457,0.427016,[29 21] ; [61 35],[30.82191781 19.17808219] ; [59.17808219 36.82191781],0
p1,1,0.600736,0.273888,[ 3 47] ; [ 8 87],[ 3.79310345 46.20689655] ; [ 7.20689655 87.79310345],0
p12,1,0.636403,0.223478,[ 1 49] ; [ 1 95],[ 0.68493151 49.31506849] ; [ 1.31506849 94.68493151],0
b2,1,0.637954,0.221429,[ 9 22] ; [21 41],[10. 21.] ; [20. 42.],0
b3,1,0.637954,0.221429,[ 9 22] ; [21 41],[10. 21.] ; [20. 42.],0
b5,1,0.649259,0.206836,[31 20] ; [62 34],[32.26530612 18.73469388] ; [60.73469388 35.26530612],0
a8,1,0.667867,0.184107,[ 6 40] ; [13 69],[ 6.828125 39.171875] ; [12.171875 69.828125],0
v1,1,0.682473,0.167355,[20 31] ; [41 55],[21.16326531 29.83673469] ; [39.83673469 56.16326531],0
b1,1,0.71253,0.135763,[25 26] ; [44 52],[23.93877551 27.06122449] ; [45.06122449 50.93877551],0
a1,1,0.727306,0.121599,[ 2 49] ; [ 5 91],[ 2.42857143 48.57142857] ; [ 4.57142857 91.42857143],0
