Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,56.263774,[327   6] ; [43 15],[315.11508951  17.88491049] ; [54.88491049  3.11508951],1
u1,1,0.001575,9.988675,[ 86 247] ; [ 4 54],[ 76.64961637 256.35038363] ; [13.35038363 44.64961637],0
n4,1,0.002353,9.251645,[279  53] ; [39 19],[270.70769231  61.29230769] ; [47.29230769 10.70769231],0
d3,1,0.004432,8.097571,[245  88] ; [32 26],[235.91048593  97.08951407] ; [41.08951407 16.91048593],0
a5,1,0.005059,7.85821,[272  61] ; [38 20],[264.01534527  68.98465473] ; [45.98465473 12.01534527],0
a2,1,0.005234,7.796815,[ 99 234] ; [ 7 51],[ 90.27621483 242.72378517] ; [15.72378517 42.27621483],0
a3,1,0.007765,7.086988,[269  63] ; [38 20],[261.34358974  70.65641026] ; [45.65641026 12.34358974],0
n5,1,0.012751,6.203351,[270  61] ; [39 19],[262.92802057  68.07197943] ; [46.07197943 11.92802057],0
d2,1,0.022733,5.188817,[197 136] ; [25 33],[189.06905371 143.93094629] ; [32.93094629 25.06905371],0
a8,1,0.022917,5.174821,[ 54 248] ; [ 3 51],[ 48.35393258 253.64606742] ; [ 8.64606742 45.35393258],0
a4,1,0.030569,4.67698,[166 167] ; [20 38],[158.40920716 174.59079284] ; [27.59079284 30.40920716],0
r2,1,0.033264,4.532146,[324   7] ; [51  4],[321.56735751   9.43264249] ; [53.43264249  1.56735751],0
v1,1,0.034265,4.481431,[207 116] ; [27 28],[199.95238095 123.04761905] ; [34.04761905 20.95238095],0
r3,1,0.039819,4.225566,[323  10] ; [53  5],[320.22506394  12.77493606] ; [55.77493606  2.22506394],0
v2,1,0.078906,3.087293,[201 120] ; [27 27],[195.168 125.832] ; [32.832 21.168],0
d5,1,0.080183,3.061192,[287  45] ; [45 13],[282.62564103  49.37435897] ; [49.37435897  8.62564103],0
v3,1,0.081667,3.03142,[156 162] ; [20 35],[150.04825737 167.95174263] ; [25.95174263 29.04825737],0
a6,1,0.096379,2.764471,[226 106] ; [33 25],[220.48205128 111.51794872] ; [38.51794872 19.48205128],0
d1,1,0.10599,2.61302,[231 102] ; [34 24],[225.69053708 107.30946292] ; [39.30946292 18.69053708],0
s6,1,0.111589,2.531566,[283  48] ; [44 13],[278.96134021  52.03865979] ; [48.03865979  8.96134021],0
p12,1,0.120012,2.417161,[ 40 290] ; [ 3 55],[ 36.57216495 293.42783505] ; [ 6.42783505 51.57216495],0
s4,1,0.120255,2.413996,[ 62 269] ; [16 42],[ 66.37017995 264.62982005] ; [11.62982005 46.37017995],0
n6,1,0.131621,2.273277,[292  39] ; [47 11],[288.45501285  42.54498715] ; [50.54498715  7.45501285],0
a7,1,0.167886,1.901722,[236  96] ; [36 22],[231.54871795 100.45128205] ; [40.45128205 17.54871795],0
s1,1,0.185142,1.75586,[ 11 318] ; [ 4 53],[ 12.78497409 316.21502591] ; [ 2.21502591 54.78497409],0
p6,1,0.189365,1.722551,[149 182] ; [30 25],[153.49481865 177.50518135] ; [25.50518135 29.49481865],0
p10,1,0.22999,1.440923,[291  39] ; [47 10],[288.21705426  41.78294574] ; [49.78294574  7.21705426],0
p9,1,0.231348,1.432557,[301  29] ; [50  8],[298.53092784  31.46907216] ; [52.46907216  5.53092784],0
p8,1,0.243118,1.36242,[194 134] ; [29 28],[189.98441558 138.01558442] ; [33.01558442 23.98441558],0
d4,1,0.248792,1.330076,[288  44] ; [47 11],[285.17948718  46.82051282] ; [49.82051282  8.17948718],0
u3,1,0.251268,1.316237,[47 17] ; [12  8],[44.95238095 19.04761905] ; [14.04761905  5.95238095],0
b2,1,0.280969,1.162398,[101 125] ; [15 27],[ 97.82089552 128.17910448] ; [18.17910448 23.82089552],0
b3,1,0.280969,1.162398,[101 125] ; [15 27],[ 97.82089552 128.17910448] ; [18.17910448 23.82089552],0
p1,1,0.300381,1.072504,[ 31 300] ; [ 8 50],[ 33.18508997 297.81491003] ; [ 5.81491003 52.18508997],0
u4,1,0.364141,0.823562,[ 14 319] ; [ 1 57],[ 12.77493606 320.22506394] ; [ 2.22506394 55.77493606],0
p7,1,0.368998,0.807037,[227  96] ; [36 20],[224.13984169  98.86015831] ; [38.86015831 17.13984169],0
s5,1,0.382341,0.763162,[146 173] ; [20 31],[143.11891892 175.88108108] ; [22.88108108 28.11891892],0
p2,1,0.41266,0.671125,[283  49] ; [47 11],[280.92307692  51.07692308] ; [49.07692308  8.92307692],0
