Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,42.907773,[265 111] ; [131 158],[223.9037594 152.0962406] ; [172.0962406 116.9037594],1
v3,1,0.0,33.969337,[195 182] ; [ 87 209],[157.97028232 219.02971768] ; [124.02971768 171.97028232],1
n5,1,0.0,28.89846,[332  55] ; [207  94],[303.1875  83.8125] ; [235.8125  65.1875],1
p4,1,1e-06,23.222936,[273 114] ; [159 143],[242.64731495 144.35268505] ; [189.35268505 112.64731495],1
p6,1,1.3e-05,19.039107,[176 205] ; [ 90 212],[148.38360176 232.61639824] ; [117.61639824 184.38360176],1
p3,1,1.7e-05,18.510216,[231 157] ; [130 172],[202.99710145 185.00289855] ; [158.00289855 143.99710145],1
s8,1,0.000105,15.050719,[209 177] ; [119 184],[183.75616836 202.24383164] ; [144.24383164 158.75616836],1
p8,1,0.000289,13.137689,[237 145] ; [145 156],[213.65153734 168.34846266] ; [168.34846266 132.65153734],1
p9,1,0.000294,13.109822,[377  11] ; [275  28],[366.10130246  21.89869754] ; [285.89869754  17.10130246],1
p7,1,0.001134,10.594447,[277 101] ; [184 115],[257.39734121 120.60265879] ; [203.60265879  95.39734121],0
r4,1,0.002427,9.194899,[373  16] ; [273  30],[363.1416185  25.8583815] ; [282.8583815  20.1416185],0
r1,1,0.00311,8.741804,[331  57] ; [231  71],[316.02318841  71.97681159] ; [245.97681159  56.02318841],0
n4,1,0.003403,8.577767,[322  67] ; [223  80],[306.36560694  82.63439306] ; [238.63439306  64.36560694],0
p5,1,0.003859,8.348943,[ 60 326] ; [ 25 278],[ 47.61973875 338.38026125] ; [ 37.38026125 265.61973875],0
s5,1,0.004207,8.192298,[156 219] ; [ 90 202],[138.30584708 236.69415292] ; [107.69415292 184.30584708],0
r2,1,0.007531,7.141798,[373  12] ; [278  23],[365.35714286  19.64285714] ; [285.64285714  15.35714286],0
p2,1,0.007886,7.059171,[346  42] ; [248  54],[334.0173913  53.9826087] ; [259.9826087  42.0173913],0
s6,1,0.009671,6.694543,[281  99] ; [193 105],[265.66371681 114.33628319] ; [208.33628319  89.66371681],0
b3,1,0.010045,6.626945,[108 140] ; [ 49 110],[ 95.66584767 152.33415233] ; [61.33415233 97.66584767],0
b2,1,0.010045,6.626945,[108 140] ; [ 49 110],[ 95.66584767 152.33415233] ; [61.33415233 97.66584767],0
n6,1,0.013555,6.095147,[347  38] ; [254  49],[336.31540698  48.68459302] ; [264.68459302  38.31540698],0
