Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,52.596663,[141 164] ; [104  19],[174.5911215 130.4088785] ; [70.4088785 52.5911215],1
p4,1,0.0,52.344586,[122 185] ; [97 27],[155.99303944 151.00696056] ; [63.00696056 60.99303944],1
p8,1,0.0,32.743185,[122 184] ; [86 36],[148.71028037 157.28971963] ; [59.28971963 62.71028037],1
p3,1,2e-06,22.194668,[115 194] ; [77 47],[137.01616628 171.98383372] ; [54.98383372 69.01616628],1
s8,1,0.00049,12.151892,[ 59 249] ; [43 80],[ 72.89095128 235.10904872] ; [29.10904872 93.89095128],1
p2,1,0.000525,12.025495,[226  82] ; [110  14],[239.55555556  68.44444444] ; [96.44444444 27.55555556],1
v1,1,0.00174,9.805437,[127 174] ; [73 51],[141.64705882 159.35294118] ; [58.35294118 65.64705882],0
s7,1,0.002176,9.39451,[ 64 233] ; [42 74],[ 76.22760291 220.77239709] ; [29.77239709 86.22760291],0
p1,1,0.003176,8.703508,[ 18 290] ; [ 18 106],[ 25.66666667 282.33333333] ; [ 10.33333333 113.66666667],0
n4,1,0.003356,8.603319,[214  95] ; [103  21],[226.21939954  82.78060046] ; [90.78060046 33.21939954],0
p5,1,0.003637,8.45673,[ 20 289] ; [ 19 105],[ 27.83140878 281.16859122] ; [ 11.16859122 112.83140878],0
r3,1,0.003871,8.343314,[275  34] ; [121   3],[282.59584296  26.40415704] ; [113.40415704  10.59584296],0
p9,1,0.005545,7.692538,[222  83] ; [105  18],[233.02570093  71.97429907] ; [93.97429907 29.02570093],0
r4,1,0.01532,5.879344,[267  43] ; [117   7],[274.28571429  35.71428571] ; [109.71428571  14.28571429],0
n6,1,0.018027,5.593543,[238  71] ; [108  16],[246.91454965  62.08545035] ; [99.08545035 24.91454965],0
v3,1,0.031513,4.624791,[ 93 204] ; [52 71],[102.53571429 194.46428571] ; [42.46428571 80.53571429],0
p10,1,0.046812,3.952125,[215  92] ; [97 25],[223.27272727  83.72727273] ; [88.72727273 33.27272727],0
n3,1,0.0567,3.631371,[51 28] ; [25  5],[55.08256881 23.91743119] ; [20.91743119  9.08256881],0
p11,1,0.061955,3.484255,[226  84] ; [101  23],[233.57142857  76.42857143] ; [93.42857143 30.57142857],0
v4,1,0.066103,3.377241,[283  25] ; [120   4],[287.32407407  20.67592593] ; [115.67592593   8.32407407],0
s6,1,0.072392,3.227923,[129 178] ; [61 57],[137.24705882 169.75294118] ; [52.75294118 65.24705882],0
s5,1,0.091255,2.852098,[ 50 254] ; [28 91],[ 56.05673759 247.94326241] ; [21.94326241 97.05673759],0
b4,1,0.09643,2.763619,[173 137] ; [80 44],[180.71428571 129.28571429] ; [72.28571429 51.71428571],0
s4,1,0.151918,2.05289,[ 26 281] ; [ 16 107],[ 29.98604651 277.01395349] ; [ 12.01395349 110.98604651],0
d1,1,0.153339,2.038716,[154 156] ; [71 53],[160.71428571 149.28571429] ; [64.28571429 59.71428571],0
a6,1,0.174245,1.846037,[223  87] ; [81 43],[217.14285714  92.85714286] ; [86.85714286 37.14285714],0
n5,1,0.188147,1.732071,[208  99] ; [92 32],[213.68909513  93.31090487] ; [86.31090487 37.68909513],0
b2,1,0.193637,1.689728,[ 60 115] ; [35 47],[ 64.68871595 110.31128405] ; [30.31128405 51.68871595],0
b3,1,0.193637,1.689728,[ 60 115] ; [35 47],[ 64.68871595 110.31128405] ; [30.31128405 51.68871595],0
s1,1,0.249423,1.326531,[  8 300] ; [  1 120],[  6.46153846 301.53846154] ; [  2.53846154 118.46153846],0
u1,1,0.250255,1.321881,[ 35 275] ; [ 19 105],[ 38.57142857 271.42857143] ; [ 15.42857143 108.57142857],0
b1,1,0.345215,0.890967,[110 200] ; [50 74],[114.28571429 195.71428571] ; [45.71428571 78.28571429],0
v2,1,0.404321,0.695436,[148 148] ; [67 56],[151.88544153 144.11455847] ; [63.11455847 59.88544153],0
p12,1,0.412839,0.67061,[ 10 297] ; [  6 116],[ 11.44988345 295.55011655] ; [  4.55011655 117.44988345],0
d3,1,0.418856,0.653524,[199 111] ; [84 39],[202.60969977 107.39030023] ; [80.39030023 42.60969977],0
b5,1,0.458502,0.549548,[187 123] ; [70 54],[183.57142857 126.42857143] ; [73.42857143 50.57142857],0
a4,1,0.504066,0.446366,[124 183] ; [54 69],[127.08372093 179.91627907] ; [50.91627907 72.08372093],0
