Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.008657,6.892308,[12  4] ; [3 9],[8.57142857 7.42857143] ; [6.42857143 5.57142857],0
s2,1,0.026716,4.909091,[8 8] ; [ 1 10],[ 5.33333333 10.66666667] ; [3.66666667 7.33333333],0
d3,1,0.030522,4.67963,[13  3] ; [5 7],[10.28571429  5.71428571] ; [7.71428571 4.28571429],0
s3,1,0.052634,3.755495,[7 9] ; [ 1 10],[ 4.74074074 11.25925926] ; [3.25925926 7.74074074],0
b4,1,0.062942,3.45812,[11  5] ; [4 8],[8.57142857 7.42857143] ; [6.42857143 5.57142857],0
p8,1,0.062942,3.45812,[ 5 11] ; [8 4],[7.42857143 8.57142857] ; [5.57142857 6.42857143],0
d4,1,0.064061,3.428986,[15  1] ; [8 4],[13.14285714  2.85714286] ; [9.85714286 2.14285714],0
a4,1,0.073896,3.194296,[ 4 12] ; [7 5],[6.28571429 9.71428571] ; [4.71428571 7.28571429],0
p3,1,0.1354,2.229478,[ 3 13] ; [5 6],[ 4.74074074 11.25925926] ; [3.25925926 7.74074074],0
b3,1,0.168843,1.893182,[2 9] ; [3 3],[3.23529412 7.76470588] ; [1.76470588 4.23529412],0
b2,1,0.168843,1.893182,[2 9] ; [3 3],[3.23529412 7.76470588] ; [1.76470588 4.23529412],0
u3,1,0.196706,1.666667,[4 2] ; [1 3],[3. 3.] ; [2. 2.],0
s8,1,0.227195,1.458333,[ 6 10] ; [ 2 10],[ 4.57142857 11.42857143] ; [3.42857143 8.57142857],0
b1,1,0.228871,1.447863,[7 9] ; [8 4],[8.57142857 7.42857143] ; [6.42857143 5.57142857],0
a5,1,0.228871,1.447863,[7 9] ; [8 4],[8.57142857 7.42857143] ; [6.42857143 5.57142857],0
v3,1,0.305507,1.05,[7 9] ; [3 9],[ 5.71428571 10.28571429] ; [4.28571429 7.71428571],0
a7,1,0.314736,1.010695,[11  5] ; [6 6],[9.71428571 6.28571429] ; [7.28571429 4.71428571],0
n4,1,0.377822,0.777778,[13  3] ; [8 4],[12.  4.] ; [9. 3.],0
a2,1,0.377822,0.777778,[ 1 15] ; [ 2 10],[ 1.71428571 14.28571429] ; [ 1.28571429 10.71428571],0
r3,1,0.392742,0.730435,[14  2] ; [9 3],[13.14285714  2.85714286] ; [9.85714286 2.14285714],0
p11,1,0.392742,0.730435,[14  2] ; [9 3],[13.14285714  2.85714286] ; [9.85714286 2.14285714],0
p12,1,0.435678,0.607639,[ 3 13] ; [ 1 11],[ 2.28571429 13.71428571] ; [ 1.71428571 10.28571429],0
d1,1,0.445009,0.583333,[9 7] ; [5 7],[8. 8.] ; [6. 6.],0
r4,1,0.48338,0.491228,[ 6 10] ; [3 9],[ 5.14285714 10.85714286] ; [3.85714286 8.14285714],0
v4,1,0.48338,0.491228,[10  6] ; [9 3],[10.85714286  5.14285714] ; [8.14285714 3.85714286],0
n6,1,0.56917,0.324074,[11  5] ; [7 5],[10.28571429  5.71428571] ; [7.71428571 4.28571429],0
v1,1,0.57649,0.311943,[9 7] ; [8 4],[9.71428571 6.28571429] ; [7.28571429 4.71428571],0
u2,1,0.598161,0.277778,[4 2] ; [2 2],[3.6 2.4] ; [2.4 1.6],0
p2,1,0.629063,0.233333,[12  4] ; [8 4],[11.42857143  4.57142857] ; [8.57142857 3.42857143],0
s7,1,0.632585,0.228571,[ 4 10] ; [2 8],[ 3.5 10.5] ; [2.5 7.5],0
p7,1,0.66171,0.191453,[8 8] ; [7 5],[8.57142857 7.42857143] ; [6.42857143 5.57142857],0
a6,1,0.66171,0.191453,[8 8] ; [7 5],[8.57142857 7.42857143] ; [6.42857143 5.57142857],0
n3,1,0.678845,0.171429,[3 2] ; [5 2],[3.33333333 1.66666667] ; [4.66666667 2.33333333],0
n2,1,0.678845,0.171429,[3 2] ; [5 2],[3.33333333 1.66666667] ; [4.66666667 2.33333333],0
d5,1,0.689995,0.159091,[13  3] ; [9 3],[12.57142857  3.42857143] ; [9.42857143 2.57142857],0
s4,1,0.689995,0.159091,[ 3 13] ; [3 9],[ 3.42857143 12.57142857] ; [2.57142857 9.42857143],0
p10,1,0.781814,0.076705,[11  5] ; [7 4],[10.66666667  5.33333333] ; [7.33333333 3.66666667],0
n1,1,0.793428,0.068571,[1 4] ; [1 6],[0.83333333 4.16666667] ; [1.16666667 5.83333333],0
a3,1,0.819872,0.051852,[10  6] ; [8 4],[10.28571429  5.71428571] ; [7.71428571 4.28571429],0
p4,1,0.823218,0.049911,[10  6] ; [7 5],[9.71428571 6.28571429] ; [7.28571429 4.71428571],0
r1,1,0.823218,0.049911,[ 6 10] ; [5 7],[6.28571429 9.71428571] ; [4.71428571 7.28571429],0
u1,1,0.83224,0.044872,[ 1 15] ; [ 1 11],[ 1.14285714 14.85714286] ; [ 0.85714286 11.14285714],0
p5,1,0.886731,0.02029,[ 3 13] ; [ 2 10],[ 2.85714286 13.14285714] ; [2.14285714 9.85714286],0
s5,1,0.886731,0.02029,[ 3 13] ; [ 2 10],[ 2.85714286 13.14285714] ; [2.14285714 9.85714286],0
p6,1,0.952092,0.00361,[ 6 10] ; [4 7],[ 5.92592593 10.07407407] ; [4.07407407 6.92592593],0
p9,1,0.952092,0.00361,[10  6] ; [7 4],[10.07407407  5.92592593] ; [6.92592593 4.07407407],0
d2,1,1.0,0.0,[8 8] ; [6 6],[8. 8.] ; [6. 6.],0
n5,1,1.0,0.0,[12  4] ; [9 3],[12.  4.] ; [9. 3.],0
