Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000679,11.546682,[9 3] ; [15 46],[3.94520548 8.05479452] ; [20.05479452 40.94520548],1
s6,1,0.001141,10.583407,[10  2] ; [20 41],[4.93150685 7.06849315] ; [25.06849315 35.93150685],0
s3,1,0.00722,7.217322,[9 3] ; [20 40],[4.83333333 7.16666667] ; [24.16666667 35.83333333],0
s4,1,0.018117,5.584827,[5 7] ; [ 8 53],[2.1369863 9.8630137] ; [10.8630137 50.1369863],0
d2,1,0.047625,3.92316,[5 7] ; [10 51],[2.46575342 9.53424658] ; [12.53424658 48.46575342],0
d4,1,0.048894,3.878985,[8 4] ; [22 39],[4.93150685 7.06849315] ; [25.06849315 35.93150685],0
p12,1,0.065663,3.388235,[ 2 10] ; [ 2 58],[ 0.66666667 11.33333333] ; [ 3.33333333 56.66666667],0
r4,1,0.081213,3.04045,[8 4] ; [24 37],[5.26027397 6.73972603] ; [26.73972603 34.26027397],0
v4,1,0.120049,2.416683,[11  1] ; [42 18],[8.83333333 3.16666667] ; [44.16666667 15.83333333],0
a1,1,0.140786,2.169351,[ 2 10] ; [ 3 58],[ 0.82191781 11.17808219] ; [ 4.17808219 56.82191781],0
p11,1,0.15028,2.069407,[9 3] ; [32 29],[6.73972603 5.26027397] ; [34.26027397 26.73972603],0
s7,1,0.154121,2.030983,[5 7] ; [13 46],[3.04225352 8.95774648] ; [14.95774648 44.04225352],0
n6,1,0.160349,1.970934,[10  2] ; [38 23],[7.89041096 4.10958904] ; [40.10958904 20.89041096],0
u2,1,0.161097,1.963901,[5 4] ; [11 25],[3.2 5.8] ; [12.8 23.2],0
a5,1,0.176798,1.824339,[5 7] ; [14 47],[3.12328767 8.87671233] ; [15.87671233 45.12328767],0
b1,1,0.180559,1.793014,[3 9] ; [28 33],[5.09589041 6.90410959] ; [25.90410959 35.09589041],0
u3,1,0.308457,1.037269,[4 5] ; [10 27],[2.73913043 6.26086957] ; [11.26086957 25.73913043],0
v2,1,0.335205,0.928683,[ 1 10] ; [13 47],[2.16901408 8.83098592] ; [11.83098592 48.16901408],0
p2,1,0.346766,0.885256,[9 3] ; [37 24],[7.56164384 4.43835616] ; [38.43835616 22.56164384],0
b3,1,0.366701,0.814815,[1 7] ; [10 26],[2. 6.] ; [ 9. 27.],0
b2,1,0.366701,0.814815,[1 7] ; [10 26],[2. 6.] ; [ 9. 27.],0
p5,1,0.373735,0.791209,[ 2 10] ; [ 5 55],[ 1.16666667 10.83333333] ; [ 5.83333333 54.16666667],0
n4,1,0.422497,0.643359,[8 4] ; [33 28],[6.73972603 5.26027397] ; [34.26027397 26.73972603],0
a7,1,0.426234,0.633062,[6 6] ; [23 38],[4.76712329 7.23287671] ; [24.23287671 36.76712329],0
a3,1,0.446534,0.579434,[3 8] ; [24 37],[4.125 6.875] ; [22.875 38.125],0
p1,1,0.488669,0.479456,[ 2 10] ; [ 6 55],[ 1.31506849 10.68493151] ; [ 6.68493151 54.31506849],0
a4,1,0.488669,0.479456,[ 2 10] ; [ 6 55],[ 1.31506849 10.68493151] ; [ 6.68493151 54.31506849],0
n5,1,0.525164,0.403741,[9 3] ; [40 21],[8.05479452 3.94520548] ; [40.94520548 20.05479452],0
b5,1,0.549915,0.35747,[8 4] ; [35 26],[7.06849315 4.93150685] ; [35.93150685 25.06849315],0
p8,1,0.591059,0.288693,[4 8] ; [25 35],[4.83333333 7.16666667] ; [24.16666667 35.83333333],0
v1,1,0.59164,0.287791,[4 7] ; [17 43],[3.25352113 7.74647887] ; [17.74647887 42.25352113],0
d3,1,0.613996,0.254397,[4 8] ; [16 45],[3.28767123 8.71232877] ; [16.71232877 44.28767123],0
s8,1,0.6305,0.231384,[ 2 10] ; [14 47],[2.63013699 9.36986301] ; [13.36986301 47.63013699],0
s1,1,0.634633,0.225831,[ 1 11] ; [ 3 58],[ 0.65753425 11.34246575] ; [ 3.34246575 57.65753425],0
p9,1,0.703101,0.145266,[9 3] ; [41 18],[8.45070423 3.54929577] ; [41.54929577 17.45070423],0
r3,1,0.727943,0.121008,[8 4] ; [43 17],[8.5 3.5] ; [42.5 17.5],0
p6,1,0.789979,0.070936,[ 2 10] ; [12 48],[2.33333333 9.66666667] ; [11.66666667 48.33333333],0
p3,1,0.838595,0.04149,[3 9] ; [17 44],[3.28767123 8.71232877] ; [16.71232877 44.28767123],0
p7,1,0.872321,0.025828,[6 6] ; [28 31],[5.74647887 6.25352113] ; [28.25352113 30.74647887],0
p4,1,0.880536,0.022587,[5 7] ; [24 37],[4.76712329 7.23287671] ; [24.23287671 36.76712329],0
n3,1,0.881546,0.022204,[2 1] ; [17  7],[2.11111111 0.88888889] ; [16.88888889  7.11111111],0
r2,1,0.911851,0.012255,[8 4] ; [39 21],[7.83333333 4.16666667] ; [39.16666667 20.83333333],0
p10,1,0.915233,0.01133,[7 5] ; [34 26],[6.83333333 5.16666667] ; [34.16666667 25.83333333],0
a6,1,0.964934,0.001933,[5 7] ; [25 36],[4.93150685 7.06849315] ; [25.06849315 35.93150685],0
a8,1,0.974179,0.001048,[ 1 11] ; [ 5 53],[ 1.02857143 10.97142857] ; [ 4.97142857 53.02857143],0
