Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,2e-06,22.949849,[28  7] ; [30 62],[15.98425197 19.01574803] ; [42.01574803 49.98425197],1
p8,1,0.000361,12.723751,[37  1] ; [65 30],[29.14285714  8.85714286] ; [72.85714286 22.14285714],1
p1,1,0.000469,12.236738,[13 25] ; [ 9 87],[ 6.23880597 31.76119403] ; [15.76119403 80.23880597],1
p12,1,0.000875,11.075628,[15 23] ; [13 83],[ 7.94029851 30.05970149] ; [20.05970149 75.94029851],1
b5,1,0.01112,6.446012,[16 22] ; [64 33],[22.51851852 15.48148148] ; [57.48148148 39.51851852],0
p4,1,0.019721,5.436392,[35  2] ; [75 22],[30.37313433  6.62686567] ; [79.62686567 17.37313433],0
s6,1,0.02066,5.355256,[32  4] ; [65 29],[26.86153846  9.13846154] ; [70.13846154 23.86153846],0
a1,1,0.02142,5.292322,[ 8 30] ; [ 7 90],[ 4.22222222 33.77777778] ; [10.77777778 86.22222222],0
p3,1,0.024163,5.082908,[32  5] ; [65 32],[26.78358209 10.21641791] ; [70.21641791 26.78358209],0
p7,1,0.025436,4.993924,[37  1] ; [78 16],[33.10606061  4.89393939] ; [81.89393939 12.10606061],0
r1,1,0.046709,3.95584,[35  3] ; [75 22],[30.96296296  7.03703704] ; [79.03703704 17.96296296],0
s7,1,0.04998,3.842129,[29  5] ; [63 30],[24.62992126  9.37007874] ; [67.37007874 25.62992126],0
p11,1,0.098065,2.736729,[35  3] ; [78 19],[31.80740741  6.19259259] ; [81.19259259 15.80740741],0
u4,1,0.106554,2.604606,[ 3 35] ; [ 2 95],[ 1.40740741 36.59259259] ; [ 3.59259259 93.40740741],0
s1,1,0.10963,2.55954,[ 3 35] ; [ 2 94],[ 1.41791045 36.58208955] ; [ 3.58208955 92.41791045],0
d2,1,0.132618,2.26159,[16 21] ; [56 41],[19.88059701 17.11940299] ; [52.11940299 44.88059701],0
n5,1,0.138228,2.197581,[36  2] ; [83 14],[33.4962963  4.5037037] ; [85.5037037 11.4962963],0
n3,1,0.147299,2.1,[2 3] ; [12  4],[3.33333333 1.66666667] ; [10.66666667  5.33333333],0
s2,1,0.174918,1.840283,[25 12] ; [53 44],[21.53731343 15.46268657] ; [56.46268657 40.53731343],0
p2,1,0.196136,1.670916,[32  6] ; [89  8],[34.05925926  3.94074074] ; [86.94074074 10.05925926],0
s8,1,0.223976,1.478711,[26 10] ; [59 38],[23.0075188 12.9924812] ; [61.9924812 35.0075188],0
n6,1,0.24667,1.342068,[36  1] ; [88  8],[34.4962406  2.5037594] ; [89.5037594  6.4962406],0
a6,1,0.256443,1.287858,[22 15] ; [67 29],[24.7593985 12.2406015] ; [64.2406015 31.7593985],0
v2,1,0.262865,1.253608,[28 10] ; [79 17],[30.34328358  7.65671642] ; [76.65671642 19.34328358],0
a2,1,0.300165,1.07346,[ 8 30] ; [29 68],[10.41481481 27.58518519] ; [26.58518519 70.41481481],0
d3,1,0.304211,1.055642,[25 12] ; [74 23],[27.3358209  9.6641791] ; [71.6641791 25.3358209],0
u2,1,0.311873,1.022727,[6 2] ; [12 10],[4.8 3.2] ; [13.2  8.8],0
d5,1,0.327609,0.958325,[29  8] ; [82 14],[30.87969925  6.12030075] ; [80.12030075 15.87969925],0
