Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.026285,4.937143,[21  3] ; [4 4],[18.75  5.25] ; [6.25 1.75],0
p3,1,0.059346,3.555556,[20  4] ; [4 4],[18.  6.] ; [6. 2.],0
s8,1,0.065663,3.388235,[15  9] ; [2 6],[12.75 11.25] ; [4.25 3.75],0
s7,1,0.09169,2.844444,[17  7] ; [3 5],[15.  9.] ; [5. 3.],0
s3,1,0.09169,2.844444,[17  7] ; [3 5],[15.  9.] ; [5. 3.],0
u2,1,0.098943,2.7225,[1 4] ; [3 1],[2.22222222 2.77777778] ; [1.77777778 2.22222222],0
a3,1,0.112058,2.52496,[19  5] ; [4 4],[17.25  6.75] ; [5.75 2.25],0
r2,1,0.116664,2.461538,[21  3] ; [5 3],[19.5  4.5] ; [6.5 1.5],0
d2,1,0.145761,2.116059,[16  8] ; [3 5],[14.25  9.75] ; [4.75 3.25],0
s6,1,0.148454,2.088068,[19  3] ; [5 3],[17.6  4.4] ; [6.4 1.6],0
s5,1,0.171166,1.872701,[15  8] ; [3 5],[13.35483871  9.64516129] ; [4.64516129 3.35483871],0
r4,1,0.217044,1.52381,[22  2] ; [6 2],[21.  3.] ; [7. 1.],0
v3,1,0.217044,1.52381,[15  9] ; [3 5],[13.5 10.5] ; [4.5 3.5],0
b1,1,0.217044,1.52381,[12 12] ; [6 2],[13.5 10.5] ; [4.5 3.5],0
d4,1,0.345779,0.888889,[19  5] ; [5 3],[18.  6.] ; [6. 2.],0
r3,1,0.399075,0.711111,[23  1] ; [7 1],[22.5  1.5] ; [7.5 0.5],0
a2,1,0.399075,0.711111,[ 1 23] ; [1 7],[ 1.5 22.5] ; [0.5 7.5],0
n3,1,0.414216,0.666667,[1 2] ; [2 1],[1.5 1.5] ; [1.5 1.5],0
n2,1,0.414216,0.666667,[2 1] ; [1 2],[1.5 1.5] ; [1.5 1.5],0
s2,1,0.414216,0.666667,[13 11] ; [3 5],[12. 12.] ; [4. 4.],0
v1,1,0.446576,0.579329,[15  8] ; [4 4],[14.09677419  8.90322581] ; [4.90322581 3.09677419],0
d1,1,0.533003,0.388664,[15  9] ; [4 4],[14.25  9.75] ; [4.75 3.25],0
p6,1,0.598309,0.277555,[13 11] ; [3 4],[12.38709677 11.61290323] ; [3.61290323 3.38709677],0
p1,1,0.600991,0.273504,[ 4 20] ; [2 6],[ 4.5 19.5] ; [1.5 6.5],0
p7,1,0.600991,0.273504,[19  5] ; [7 1],[19.5  4.5] ; [6.5 1.5],0
p10,1,0.600991,0.273504,[19  5] ; [7 1],[19.5  4.5] ; [6.5 1.5],0
b2,1,0.615228,0.252632,[ 9 10] ; [3 2],[9.5 9.5] ; [2.5 2.5],0
b3,1,0.615228,0.252632,[ 9 10] ; [3 2],[9.5 9.5] ; [2.5 2.5],0
a5,1,0.659658,0.193939,[17  7] ; [5 3],[16.5  7.5] ; [5.5 2.5],0
p8,1,0.659658,0.193939,[17  7] ; [5 3],[16.5  7.5] ; [5.5 2.5],0
v2,1,0.680724,0.169312,[11 13] ; [3 5],[10.5 13.5] ; [3.5 4.5],0
b5,1,0.680724,0.169312,[10 14] ; [4 4],[10.5 13.5] ; [3.5 4.5],0
u3,1,0.764177,0.09,[3 2] ; [2 2],[2.77777778 2.22222222] ; [2.22222222 1.77777778],0
p11,1,0.77864,0.079012,[20  4] ; [7 1],[20.25  3.75] ; [6.75 1.25],0
p12,1,0.77864,0.079012,[ 4 20] ; [1 7],[ 3.75 20.25] ; [1.25 6.75],0
a4,1,0.835378,0.043185,[10 14] ; [3 5],[ 9.75 14.25] ; [3.25 4.75],0
a6,1,0.837944,0.04183,[13 11] ; [4 4],[12.75 11.25] ; [4.25 3.75],0
p2,1,0.901312,0.015377,[21  3] ; [6 1],[20.90322581  3.09677419] ; [6.09677419 0.90322581],0
p4,1,1.0,0.0,[21  3] ; [7 1],[21.  3.] ; [7. 1.],0
d3,1,1.0,0.0,[12 12] ; [4 4],[12. 12.] ; [4. 4.],0
a1,1,1.0,0.0,[ 3 21] ; [1 7],[ 3. 21.] ; [1. 7.],0
b4,1,1.0,0.0,[15  9] ; [5 3],[15.  9.] ; [5. 3.],0
v4,1,1.0,0.0,[21  3] ; [7 1],[21.  3.] ; [7. 1.],0
