Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,48.874387,[ 71 133] ; [95 33],[102. 102.] ; [64. 64.],1
p2,1,0.0,25.586669,[138  72] ; [118  13],[157.65395894  52.34604106] ; [98.34604106 32.65395894],1
p4,1,2e-06,22.488146,[ 62 148] ; [72 58],[ 82.76470588 127.23529412] ; [51.23529412 78.76470588],1
v4,1,9.2e-05,15.302911,[180  30] ; [128   2],[190.23529412  19.76470588] ; [117.76470588  12.23529412],1
p11,1,0.000132,14.613469,[139  72] ; [111  20],[154.23976608  56.76023392] ; [95.76023392 35.23976608],1
p10,1,0.000138,14.522882,[140  67] ; [112  18],[154.78931751  52.21068249] ; [97.21068249 32.78931751],1
p6,1,0.000321,12.944264,[ 42 165] ; [50 81],[ 56.34319527 150.65680473] ; [35.65680473 95.34319527],1
r4,1,0.000499,12.11754,[160  51] ; [119  12],[172.13157895  38.86842105] ; [106.86842105  24.13157895],1
n6,1,0.002534,9.115728,[164  46] ; [118  12],[174.17647059  35.82352941] ; [107.82352941  22.17647059],0
v1,1,0.002784,8.943571,[ 85 122] ; [73 53],[ 98.21621622 108.78378378] ; [59.78378378 66.21621622],0
p9,1,0.003009,8.802136,[151  56] ; [111  17],[161.89253731  45.10746269] ; [100.10746269  27.89253731],0
n2,1,0.016094,5.792584,[57 24] ; [26  2],[61.67889908 19.32110092] ; [21.32110092  6.67889908],0
p5,1,0.022348,5.21851,[  8 202] ; [ 13 118],[ 12.93255132 197.06744868] ; [  8.06744868 122.93255132],0
r1,1,0.03454,4.467753,[148  62] ; [105  25],[156.26470588  53.73529412] ; [96.73529412 33.26470588],0
s6,1,0.035227,4.434136,[122  88] ; [89 39],[131.09467456  78.90532544] ; [79.90532544 48.09467456],0
r3,1,0.061235,3.50361,[179  30] ; [121  10],[184.41176471  24.58823529] ; [115.58823529  15.41176471],0
a1,1,0.072293,3.230175,[ 14 197] ; [  3 128],[ 10.48830409 200.51169591] ; [  6.51169591 124.48830409],0
d4,1,0.085012,2.966385,[153  55] ; [107  24],[159.5280236  48.4719764] ; [100.4719764  30.5280236],0
s8,1,0.09723,2.750399,[ 72 139] ; [56 74],[ 79.20234604 131.79765396] ; [48.79765396 81.20234604],0
a7,1,0.103266,2.654361,[131  79] ; [93 38],[137.94721408  72.05278592] ; [86.05278592 44.94721408],0
s5,1,0.112095,2.524438,[ 49 157] ; [40 86],[ 55.22289157 150.77710843] ; [33.77710843 92.22289157],0
u1,1,0.13363,2.24982,[ 31 180] ; [ 12 119],[ 26.52923977 184.47076023] ; [ 16.47076023 114.52923977],0
r2,1,0.139191,2.186877,[185  23] ; [120   8],[188.80952381  19.19047619] ; [116.19047619  11.80952381],0
p1,1,0.150801,2.064129,[ 11 200] ; [ 12 118],[ 14.23167155 196.76832845] ; [  8.76832845 121.23167155],0
a6,1,0.199295,1.64753,[141  69] ; [79 52],[135.48387097  74.51612903] ; [84.51612903 46.48387097],0
a2,1,0.203714,1.615548,[ 51 160] ; [ 24 107],[ 46.27192982 164.72807018] ; [ 28.72807018 102.27192982],0
d5,1,0.221348,1.49561,[151  59] ; [102  29],[155.80645161  54.19354839] ; [97.19354839 33.80645161],0
n3,1,0.228587,1.449629,[49 31] ; [20  7],[51.58878505 28.41121495] ; [17.41121495  9.58878505],0
v2,1,0.232582,1.425001,[ 88 112] ; [63 61],[ 93.20987654 106.79012346] ; [57.79012346 66.20987654],0
d2,1,0.255593,1.29247,[100 107] ; [55 76],[ 94.9260355 112.0739645] ; [60.0739645 70.9260355],0
n1,1,0.273175,1.200736,[31 47] ; [14 13],[33.42857143 44.57142857] ; [11.57142857 15.42857143],0
a4,1,0.273861,1.197307,[ 93 116] ; [50 80],[ 88.16224189 120.83775811] ; [54.83775811 75.16224189],0
a8,1,0.285935,1.138664,[ 27 168] ; [22 98],[ 30.33333333 164.66666667] ; [ 18.66666667 101.33333333],0
s7,1,0.290245,1.118483,[ 81 121] ; [58 68],[ 85.60365854 116.39634146] ; [53.39634146 72.60365854],0
v3,1,0.329899,0.949293,[ 64 139] ; [47 81],[ 68.0755287 134.9244713] ; [42.9244713 85.0755287],0
d3,1,0.35202,0.866162,[130  79] ; [88 43],[134.00588235  74.99411765] ; [83.99411765 47.00588235],0
u3,1,0.361348,0.833204,[34 40] ; [23 19],[36.36206897 37.63793103] ; [20.63793103 21.36206897],0
b4,1,0.394819,0.724049,[129  82] ; [74 57],[125.24269006  85.75730994] ; [77.75730994 53.24269006],0
a5,1,0.420207,0.649737,[141  70] ; [93 38],[144.36842105  66.63157895] ; [89.63157895 41.36842105],0
s2,1,0.429325,0.624649,[ 94 114] ; [64 65],[ 97.51928783 110.48071217] ; [60.48071217 68.51928783],0
d1,1,0.476016,0.507976,[106 105] ; [71 60],[109.20175439 101.79824561] ; [67.79824561 63.20175439],0
b1,1,0.518516,0.416844,[ 78 133] ; [53 78],[ 80.82163743 130.17836257] ; [50.17836257 80.82163743],0
a3,1,0.540647,0.374342,[137  73] ; [89 41],[139.58823529  70.41176471] ; [86.41176471 43.58823529],0
b2,1,0.550448,0.356516,[48 80] ; [25 50],[46.02955665 81.97044335] ; [26.97044335 48.02955665],0
b3,1,0.550448,0.356516,[48 80] ; [25 50],[46.02955665 81.97044335] ; [26.97044335 48.02955665],0
s1,1,0.553019,0.351936,[  9 196] ; [  4 125],[  7.97904192 197.02095808] ; [  5.02095808 123.97904192],0
p12,1,0.667264,0.18482,[ 12 199] ; [  6 124],[ 11.13782991 199.86217009] ; [  6.86217009 123.13782991],0
s3,1,0.731686,0.117569,[109  99] ; [69 58],[110.51940299  97.48059701] ; [67.48059701 59.51940299],0
s4,1,0.750061,0.10148,[ 30 179] ; [ 20 108],[ 31.00890208 177.99109792] ; [ 18.99109792 109.00890208],0
u2,1,0.751531,0.100249,[36 37] ; [22 20],[36.8173913 36.1826087] ; [21.1826087 20.8173913],0
b5,1,0.787447,0.072699,[129  82] ; [82 49],[130.17836257  80.82163743] ; [80.82163743 50.17836257],0
n4,1,0.788879,0.071699,[174  36] ; [110  21],[174.8973607  35.1026393] ; [109.1026393  21.8973607],0
u4,1,0.802297,0.062688,[  4 207] ; [  3 128],[  4.31871345 206.68128655] ; [  2.68128655 128.31871345],0
