Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000419,12.444822,[13 22] ; [103  46],[22.06521739 12.93478261] ; [93.93478261 55.06521739],1
b1,1,0.00063,11.686525,[23 12] ; [51 98],[14.07608696 20.92391304] ; [59.92391304 89.07608696],1
r4,1,0.003164,8.710535,[16 19] ; [107  42],[23.39673913 11.60326087] ; [99.60326087 49.39673913],0
v3,1,0.004253,8.172314,[ 3 30] ; [50 96],[ 9.77094972 23.22905028] ; [ 43.22905028 102.77094972],0
n5,1,0.007717,7.097964,[16 19] ; [103  45],[22.75956284 12.24043716] ; [96.24043716 51.75956284],0
u3,1,0.053138,3.739582,[9 5] ; [22 39],[5.78666667 8.21333333] ; [25.21333333 35.78666667],0
r2,1,0.054021,3.712036,[23 10] ; [122  23],[26.88202247  6.11797753] ; [118.11797753  26.88202247],0
b4,1,0.059262,3.557914,[16 19] ; [94 55],[20.92391304 14.07608696] ; [89.07608696 59.92391304],0
p9,1,0.077743,3.111463,[25 10] ; [123  23],[28.61878453  6.38121547] ; [119.38121547  26.61878453],0
p10,1,0.077803,3.110208,[21 13] ; [111  34],[25.0726257  8.9273743] ; [106.9273743  38.0726257],0
p3,1,0.080734,3.050062,[10 23] ; [70 79],[14.50549451 18.49450549] ; [65.49450549 83.50549451],0
v4,1,0.091779,2.842887,[27  7] ; [133  15],[29.89010989  4.10989011] ; [130.10989011  17.89010989],0
p8,1,0.108982,2.568915,[10 23] ; [67 80],[14.11666667 18.88333333] ; [62.88333333 84.11666667],0
p2,1,0.110119,2.552506,[21 12] ; [114  34],[24.61325967  8.38674033] ; [110.38674033  37.61325967],0
s4,1,0.135556,2.227693,[10 25] ; [ 26 123],[ 6.84782609 28.15217391] ; [ 29.15217391 119.84782609],0
b3,1,0.158549,1.988009,[ 5 20] ; [29 54],[ 7.87037037 17.12962963] ; [26.12962963 56.87037037],0
b2,1,0.158549,1.988009,[ 5 20] ; [29 54],[ 7.87037037 17.12962963] ; [26.12962963 56.87037037],0
p11,1,0.187539,1.736848,[23 12] ; [114  35],[26.05978261  8.94021739] ; [110.94021739  38.05978261],0
n1,1,0.19367,1.689473,[7 6] ; [16 31],[4.98333333 8.01666667] ; [18.01666667 28.98333333],0
