Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.013711,6.075,[ 2 13] ; [7 5],[ 5. 10.] ; [4. 8.],0
p3,1,0.212183,1.556471,[ 4 11] ; [6 6],[5.55555556 9.44444444] ; [4.44444444 7.55555556],0
p11,1,0.246671,1.342059,[8 7] ; [9 3],[9.44444444 5.55555556] ; [7.55555556 4.44444444],0
p8,1,0.411314,0.675,[ 4 11] ; [5 7],[ 5. 10.] ; [4. 8.],0
b1,1,0.483522,0.490909,[7 8] ; [4 8],[6.11111111 8.88888889] ; [4.88888889 7.11111111],0
