Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,33.376629,[68  4] ; [21 23],[55.24137931 16.75862069] ; [33.75862069 10.24137931],1
r1,1,0.0,32.428137,[60 13] ; [13 31],[45.54700855 27.45299145] ; [27.45299145 16.54700855],1
u3,1,8e-06,20.005677,[21  3] ; [ 3 14],[14.04878049  9.95121951] ; [9.95121951 7.04878049],1
p11,1,1.1e-05,19.288298,[46 28] ; [ 9 35],[34.49152542 39.50847458] ; [20.50847458 23.49152542],1
p2,1,0.000344,12.812341,[51 23] ; [15 28],[41.74358974 32.25641026] ; [24.25641026 18.74358974],1
s2,1,0.000352,12.769747,[36 38] ; [ 7 37],[26.96610169 47.03389831] ; [16.03389831 27.96610169],1
p4,1,0.001064,10.712481,[29 44] ; [ 5 39],[21.21367521 51.78632479] ; [12.78632479 31.21367521],0
s8,1,0.00136,10.259461,[24 50] ; [ 3 41],[16.93220339 57.06779661] ; [10.06779661 33.93220339],0
s3,1,0.002474,9.159702,[45 28] ; [14 29],[37.12931034 35.87068966] ; [21.87068966 21.12931034],0
s6,1,0.002808,8.928266,[37 36] ; [10 34],[29.32478632 43.67521368] ; [17.67521368 26.32478632],0
a1,1,0.003505,8.523833,[ 2 72] ; [ 8 36],[ 6.27118644 67.72881356] ; [ 3.72881356 40.27118644],0
n3,1,0.005998,7.550841,[24  6] ; [10 13],[19.24528302 10.75471698] ; [14.75471698  8.24528302],0
u2,1,0.006611,7.375847,[19  4] ; [ 7 10],[14.95  8.05] ; [11.05  5.95],0
d4,1,0.016152,5.786305,[60 12] ; [28 16],[54.62068966 17.37931034] ; [33.37931034 10.62068966],0
p9,1,0.023125,5.15909,[48 25] ; [19 24],[42.1637931 30.8362069] ; [24.8362069 18.1637931],0
p3,1,0.027315,4.870795,[24 50] ; [ 6 37],[18.97435897 55.02564103] ; [11.02564103 31.97435897],0
b5,1,0.031459,4.627712,[47 27] ; [19 25],[41.38983051 32.61016949] ; [24.61016949 19.38983051],0
n2,1,0.038787,4.270186,[24  8] ; [11 12],[20.36363636 11.63636364] ; [14.63636364  8.36363636],0
a5,1,0.048032,3.908871,[49 25] ; [21 23],[43.89830508 30.10169492] ; [26.10169492 17.89830508],0
s7,1,0.048382,3.896666,[24 44] ; [ 7 33],[19.51851852 48.48148148] ; [11.48148148 28.51851852],0
b1,1,0.049717,3.850961,[35 39] ; [29 15],[40.13559322 33.86440678] ; [23.86440678 20.13559322],0
n5,1,0.099923,2.706779,[28 44] ; [24 20],[32.27586207 39.72413793] ; [19.72413793 24.27586207],0
a6,1,0.109737,2.558009,[49 24] ; [23 21],[44.92307692 28.07692308] ; [27.07692308 16.92307692],0
p6,1,0.111558,2.532014,[13 60] ; [ 3 39],[10.15652174 62.84347826] ; [ 5.84347826 36.15652174],0
d5,1,0.130589,2.285489,[53 20] ; [26 18],[49.29059829 23.70940171] ; [29.70940171 14.29059829],0
d3,1,0.135439,2.229029,[46 27] ; [21 22],[42.1637931 30.8362069] ; [24.8362069 18.1637931],0
p10,1,0.159359,1.9803,[37 36] ; [16 27],[33.35344828 39.64655172] ; [19.64655172 23.35344828],0
n1,1,0.194421,1.683791,[13 17] ; [ 6 17],[10.75471698 19.24528302] ; [ 8.24528302 14.75471698],0
a8,1,0.217329,1.521924,[10 58] ; [ 3 40],[ 7.96396396 60.03603604] ; [ 5.03603604 37.96396396],0
v2,1,0.221196,1.496597,[28 39] ; [13 30],[24.97272727 42.02727273] ; [16.02727273 26.97272727],0
a7,1,0.229357,1.444842,[47 27] ; [23 21],[43.89830508 30.10169492] ; [26.10169492 17.89830508],0
v1,1,0.230432,1.438194,[32 41] ; [14 29],[28.94827586 44.05172414] ; [17.05172414 25.94827586],0
b4,1,0.291781,1.111384,[46 28] ; [23 21],[43.27118644 30.72881356] ; [25.72881356 18.27118644],0
b3,1,0.320498,0.986915,[12 32] ; [ 9 14],[13.79104478 30.20895522] ; [ 7.20895522 15.79104478],0
b2,1,0.320498,0.986915,[12 32] ; [ 9 14],[13.79104478 30.20895522] ; [ 7.20895522 15.79104478],0
d1,1,0.438285,0.600768,[34 40] ; [17 27],[31.98305085 42.01694915] ; [19.01694915 24.98305085],0
a2,1,0.45954,0.547014,[14 60] ; [ 6 38],[12.54237288 61.45762712] ; [ 7.45762712 36.54237288],0
v3,1,0.538863,0.377651,[15 50] ; [ 8 36],[13.71559633 51.28440367] ; [ 9.28440367 34.71559633],0
s4,1,0.574224,0.315667,[13 61] ; [ 6 38],[11.91525424 62.08474576] ; [ 7.08474576 36.91525424],0
p5,1,0.596355,0.280528,[ 3 70] ; [ 1 43],[ 2.4957265 70.5042735] ; [ 1.5042735 42.4957265],0
s1,1,0.59855,0.277189,[ 5 67] ; [ 2 42],[ 4.34482759 67.65517241] ; [ 2.65517241 41.34482759],0
a3,1,0.599456,0.275818,[50 24] ; [27 16],[48.7008547 25.2991453] ; [28.2991453 14.7008547],0
a4,1,0.623358,0.241176,[32 42] ; [17 27],[30.72881356 43.27118644] ; [18.27118644 25.72881356],0
d2,1,0.644334,0.213119,[30 43] ; [20 24],[31.1965812 41.8034188] ; [18.8034188 25.1965812],0
p1,1,0.659385,0.194271,[ 5 68] ; [ 4 40],[ 5.61538462 67.38461538] ; [ 3.38461538 40.61538462],0
p7,1,0.708732,0.139547,[25 46] ; [14 30],[24.07826087 46.92173913] ; [14.92173913 29.07826087],0
s5,1,0.825198,0.048781,[12 55] ; [ 7 36],[11.57272727 55.42727273] ; [ 7.42727273 35.57272727],0
n4,1,0.881175,0.022344,[41 33] ; [25 19],[41.38983051 32.61016949] ; [24.61016949 19.38983051],0
