Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.047852,3.915185,[ 4 11] ; [11  7],[6.81818182 8.18181818] ; [8.18181818 9.81818182],0
p7,1,0.056417,3.639706,[10  5] ; [ 6 12],[7.27272727 7.72727273] ; [8.72727273 9.27272727],0
d5,1,0.06187,3.486522,[8 7] ; [15  3],[10.45454545  4.54545455] ; [12.54545455  5.45454545],0
b5,1,0.09453,2.795489,[11  4] ; [ 8 10],[8.63636364 6.36363636] ; [10.36363636  7.63636364],0
r2,1,0.125551,2.346667,[6 9] ; [12  6],[8.18181818 6.81818182] ; [9.81818182 8.18181818],0
p5,1,0.205537,1.602586,[ 3 12] ; [ 1 17],[ 1.81818182 13.18181818] ; [ 2.18181818 15.81818182],0
v2,1,0.226942,1.459926,[6 9] ; [11  7],[7.72727273 7.27272727] ; [9.27272727 8.72727273],0
a6,1,0.226942,1.459926,[6 9] ; [11  7],[7.72727273 7.27272727] ; [9.27272727 8.72727273],0
p8,1,0.234417,1.413856,[ 4 11] ; [8 9],[5.625 9.375] ; [ 6.375 10.625],0
d4,1,0.239731,1.382174,[12  3] ; [11  7],[10.45454545  4.54545455] ; [12.54545455  5.45454545],0
d3,1,0.24706,1.33985,[7 8] ; [12  6],[8.63636364 6.36363636] ; [10.36363636  7.63636364],0
p3,1,0.24706,1.33985,[8 7] ; [ 6 12],[6.36363636 8.63636364] ; [ 7.63636364 10.36363636],0
a8,1,0.248749,1.330317,[ 1 12] ; [ 4 13],[ 2.16666667 10.83333333] ; [ 2.83333333 14.16666667],0
a3,1,0.261366,1.261508,[8 7] ; [13  5],[9.54545455 5.45454545] ; [11.45454545  6.54545455],0
b4,1,0.261366,1.261508,[8 7] ; [13  5],[9.54545455 5.45454545] ; [11.45454545  6.54545455],0
p10,1,0.336929,0.92208,[12  3] ; [11  6],[10.78125  4.21875] ; [12.21875  4.78125],0
a2,1,0.380804,0.768103,[ 1 14] ; [ 3 15],[ 1.81818182 13.18181818] ; [ 2.18181818 15.81818182],0
d1,1,0.458318,0.55,[ 4 11] ; [ 7 11],[ 5. 10.] ; [ 6. 12.],0
a4,1,0.458318,0.55,[6 9] ; [ 5 13],[ 5. 10.] ; [ 6. 12.],0
n5,1,0.458318,0.55,[11  4] ; [11  7],[10.  5.] ; [12.  6.],0
n2,1,0.465209,0.533333,[1 2] ; [3 2],[1.5 1.5] ; [2.5 2.5],0
v3,1,0.509756,0.434568,[ 2 13] ; [ 4 14],[ 2.72727273 12.27272727] ; [ 3.27272727 14.72727273],0
v1,1,0.565659,0.33,[6 9] ; [9 9],[6.81818182 8.18181818] ; [8.18181818 9.81818182],0
p4,1,0.565659,0.33,[9 6] ; [9 9],[8.18181818 6.81818182] ; [9.81818182 8.18181818],0
s5,1,0.613195,0.255549,[ 3 11] ; [ 5 12],[ 3.61290323 10.38709677] ; [ 4.38709677 12.61290323],0
s8,1,0.678187,0.172174,[ 4 11] ; [ 6 12],[ 4.54545455 10.45454545] ; [ 5.45454545 12.54545455],0
s3,1,0.723155,0.12549,[8 7] ; [8 9],[7.5 7.5] ; [8.5 8.5],0
u2,1,0.735317,0.114286,[2 5] ; [1 4],[1.75 5.25] ; [1.25 3.75],0
a5,1,0.74114,0.109127,[10  5] ; [11  7],[9.54545455 5.45454545] ; [11.45454545  6.54545455],0
p6,1,0.74114,0.109127,[ 5 10] ; [ 7 11],[5.45454545 9.54545455] ; [ 6.54545455 11.45454545],0
s2,1,0.783779,0.075294,[6 9] ; [ 6 11],[5.625 9.375] ; [ 6.375 10.625],0
s4,1,0.7903,0.070714,[ 2 13] ; [ 3 15],[ 2.27272727 12.72727273] ; [ 2.72727273 15.27272727],0
b1,1,0.797004,0.066165,[9 6] ; [10  8],[8.63636364 6.36363636] ; [10.36363636  7.63636364],0
p9,1,0.80955,0.058084,[12  3] ; [13  4],[11.71875  3.28125] ; [13.28125  3.71875],0
p12,1,0.854,0.033862,[ 1 13] ; [ 1 17],[ 0.875 13.125] ; [ 1.125 16.875],0
b2,1,0.867258,0.027937,[4 8] ; [3 7],[3.81818182 8.18181818] ; [3.18181818 6.81818182],0
b3,1,0.867258,0.027937,[4 8] ; [3 7],[3.81818182 8.18181818] ; [3.18181818 6.81818182],0
s6,1,0.87046,0.026593,[7 7] ; [9 8],[7.22580645 6.77419355] ; [8.77419355 8.22580645],0
s7,1,0.873102,0.02551,[ 4 10] ; [ 5 11],[4.2 9.8] ; [ 4.8 11.2],0
r1,1,0.89842,0.016296,[8 7] ; [10  8],[8.18181818 6.81818182] ; [9.81818182 8.18181818],0
d2,1,0.948139,0.004231,[6 9] ; [ 7 11],[5.90909091 9.09090909] ; [ 7.09090909 10.90909091],0
n6,1,0.960492,0.002454,[10  4] ; [13  5],[10.0625  3.9375] ; [12.9375  5.0625],0
n4,1,1.0,0.0,[10  5] ; [12  6],[10.  5.] ; [12.  6.],0
p11,1,1.0,0.0,[10  5] ; [12  6],[10.  5.] ; [12.  6.],0
