Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,190.286393,[259 112] ; [ 30 208],[176.05747126 194.94252874] ; [112.94252874 125.05747126],1
d3,1,0.0,158.438163,[352  20] ; [121 116],[288.92610837  83.07389163] ; [184.07389163  52.92610837],1
d4,1,0.0,149.827804,[366   6] ; [145  93],[311.62622951  60.37377049] ; [199.37377049  38.62622951],1
d5,1,0.0,145.363991,[364   8] ; [144  94],[309.79672131  62.20327869] ; [198.20327869  39.79672131],1
a2,1,0.0,89.207666,[159 214] ; [ 17 221],[107.44353519 265.55646481] ; [ 68.55646481 169.44353519],1
u1,1,0.0,62.758059,[117 256] ; [ 11 227],[ 78.14075286 294.85924714] ; [ 49.85924714 188.14075286],1
a4,1,0.0,60.082808,[210 162] ; [ 58 179],[163.7044335 208.2955665] ; [104.2955665 132.7044335],1
a5,1,0.0,53.633507,[312  61] ; [135 103],[272.88216039 100.11783961] ; [174.11783961  63.88216039],1
a3,1,0.0,36.484853,[293  78] ; [132 104],[259.76112026 111.23887974] ; [165.23887974  70.76112026],1
a6,1,0.0,35.288234,[319  52] ; [156  82],[289.36781609  81.63218391] ; [185.63218391  52.36781609],1
s8,1,4e-06,21.211206,[170 200] ; [ 65 173],[143.00986842 226.99013158] ; [ 91.99013158 146.00986842],1
r1,1,4.5e-05,16.66418,[319  51] ; [172  64],[299.78547855  70.21452145] ; [191.21452145  44.78547855],1
v2,1,0.000232,13.553722,[227 132] ; [109 119],[205.4923339 153.5076661] ; [130.5076661  97.4923339],1
p4,1,0.000279,13.20591,[230 142] ; [111 126],[208.2955665 163.7044335] ; [132.7044335 104.2955665],1
v3,1,0.000613,11.736843,[148 206] ; [ 66 170],[128.4 225.6] ; [ 85.6 150.4],1
r2,1,0.000793,11.258322,[357  11] ; [213  22],[347.86069652  20.13930348] ; [222.13930348  12.86069652],1
s2,1,0.002139,9.426469,[198 171] ; [ 96 139],[179.61258278 189.38741722] ; [114.38741722 120.61258278],0
s7,1,0.003812,8.371207,[171 185] ; [ 81 145],[154.1443299 201.8556701] ; [ 97.8556701 128.1443299],0
n4,1,0.005322,7.766658,[288  85] ; [158  78],[273.16584565  99.83415435] ; [172.83415435  63.16584565],0
p12,1,0.005801,7.611071,[ 27 346] ; [  5 231],[ 19.59934319 353.40065681] ; [ 12.40065681 223.59934319],0
n6,1,0.007509,7.14699,[315  56] ; [180  56],[302.54530478  68.45469522] ; [192.45469522  43.54530478],0
r4,1,0.013998,6.03839,[343  30] ; [204  34],[333.92962357  39.07037643] ; [213.07037643  24.92962357],0
p3,1,0.020115,5.401909,[179 192] ; [ 92 146],[165.09195402 205.90804598] ; [105.90804598 132.09195402],0
p6,1,0.021613,5.276697,[132 237] ; [ 63 172],[119.1307947 249.8692053] ; [ 75.8692053 159.1307947],0
p10,1,0.021913,5.252662,[303  68] ; [172  61],[291.76324503  79.23675497] ; [183.23675497  49.76324503],0
b1,1,0.025606,4.982406,[119 254] ; [ 97 141],[131.86252046 241.13747954] ; [ 84.13747954 153.86252046],0
v4,1,0.035585,4.416874,[357  15] ; [217  19],[351.19736842  20.80263158] ; [222.80263158  13.19736842],0
b2,1,0.037591,4.323417,[ 83 142] ; [31 89],[ 74.34782609 150.65217391] ; [39.65217391 80.34782609],0
b3,1,0.037591,4.323417,[ 83 142] ; [31 89],[ 74.34782609 150.65217391] ; [39.65217391 80.34782609],0
s5,1,0.039502,4.23915,[109 253] ; [ 52 180],[ 98.11784512 263.88215488] ; [ 62.88215488 169.11784512],0
p9,1,0.048226,3.902108,[310  57] ; [182  51],[300.94  66.06] ; [191.06  41.94],0
s6,1,0.076044,3.147488,[247 122] ; [140  94],[236.82089552 132.17910448] ; [150.17910448  83.82089552],0
v1,1,0.08755,2.918862,[194 170] ; [107 125],[183.83221477 180.16778523] ; [117.16778523 114.83221477],0
r3,1,0.09844,2.730638,[359  13] ; [220  15],[354.84019769  17.15980231] ; [224.15980231  10.84019769],0
s3,1,0.114494,2.491065,[205 160] ; [116 118],[195.60100167 169.39899833] ; [125.39899833 108.60100167],0
b5,1,0.124255,2.362846,[259 114] ; [151  87],[250.29459902 122.70540098] ; [159.70540098  78.29459902],0
p8,1,0.13302,2.256901,[187 180] ; [105 130],[178.01328904 188.98671096] ; [113.98671096 121.01328904],0
p11,1,0.134819,2.236122,[288  85] ; [171  67],[280.20785597  92.79214403] ; [178.79214403  59.20785597],0
u4,1,0.15399,2.032274,[  9 364] ; [  2 236],[  6.71522095 366.28477905] ; [  4.28477905 233.71522095],0
n5,1,0.177775,1.816131,[268 103] ; [157  77],[260.61983471 110.38016529] ; [164.38016529  69.61983471],0
u2,1,0.210139,1.570469,[49 31] ; [53 49],[44.83516484 35.16483516] ; [57.16483516 44.83516484],0
u3,1,0.216829,1.525234,[53 27] ; [59 44],[48.96174863 31.03825137] ; [63.03825137 39.96174863],0
s4,1,0.242359,1.366819,[ 57 311] ; [ 45 190],[ 62.24875622 305.75124378] ; [ 39.75124378 195.24875622],0
n2,1,0.26119,1.26244,[58 28] ; [39 12],[60.89051095 25.10948905] ; [36.10948905 14.89051095],0
p7,1,0.285248,1.141913,[224 141] ; [131  99],[217.77310924 147.22689076] ; [137.22689076  92.77310924],0
b4,1,0.296079,1.09177,[229 144] ; [136 102],[222.82324059 150.17675941] ; [142.17675941  95.82324059],0
n1,1,0.376387,0.782469,[27 58] ; [20 31],[29.375 55.625] ; [17.625 33.375],0
a1,1,0.393147,0.729186,[ 16 357] ; [  7 231],[ 14.04091653 358.95908347] ; [  8.95908347 229.04091653],0
p2,1,0.533664,0.38741,[309  63] ; [193  45],[306.13770492  65.86229508] ; [195.86229508  42.13770492],0
n3,1,0.573605,0.316687,[62 24] ; [39 12],[63.40145985 22.59854015] ; [37.59854015 13.40145985],0
s1,1,0.840623,0.04044,[ 10 357] ; [  7 226],[ 10.39833333 356.60166667] ; [  6.60166667 226.39833333],0
p1,1,0.893275,0.017999,[ 23 348] ; [ 14 222],[ 22.61449753 348.38550247] ; [ 14.38550247 221.61449753],0
a8,1,0.965307,0.001892,[ 46 279] ; [ 32 192],[ 46.17486339 278.82513661] ; [ 31.82513661 192.17486339],0
