Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000142,14.480901,[18  6] ; [47 92],[ 9.57055215 14.42944785] ; [55.42944785 83.57055215],1
s7,1,0.011635,6.365611,[13 13] ; [ 34 100],[ 7.6375 18.3625] ; [39.3625 94.6375],0
p4,1,0.017364,5.659166,[12 14] ; [ 33 107],[ 7.04819277 18.95180723] ; [ 37.95180723 102.04819277],0
s8,1,0.057014,3.622183,[10 15] ; [ 31 109],[ 6.21212121 18.78787879] ; [ 34.78787879 105.21212121],0
p1,1,0.058356,3.583501,[ 2 24] ; [  2 136],[ 0.63414634 25.36585366] ; [  3.36585366 134.63414634],0
p8,1,0.066849,3.358739,[12 14] ; [ 39 100],[ 8.03636364 17.96363636] ; [42.96363636 96.03636364],0
b5,1,0.077465,3.117306,[20  6] ; [82 58],[15.97590361 10.02409639] ; [86.02409639 53.97590361],0
p2,1,0.096517,2.762175,[21  5] ; [89 50],[17.33333333  8.66666667] ; [92.66666667 46.33333333],0
r4,1,0.133515,2.251154,[23  3] ; [105  35],[20.04819277  5.95180723] ; [107.95180723  32.04819277],0
r2,1,0.133524,2.251042,[25  1] ; [117  20],[22.65030675  3.34969325] ; [119.34969325  17.65030675],0
s3,1,0.160031,1.973934,[ 8 18] ; [63 75],[11.25609756 14.74390244] ; [59.74390244 78.25609756],0
a8,1,0.164268,1.934487,[ 4 20] ; [ 10 119],[ 2.19607843 21.80392157] ; [ 11.80392157 117.19607843],0
a5,1,0.208075,1.584768,[11 15] ; [78 62],[13.93975904 12.06024096] ; [75.06024096 64.93975904],0
s5,1,0.223258,1.483305,[ 8 17] ; [ 28 106],[ 5.66037736 19.33962264] ; [ 30.33962264 103.66037736],0
n6,1,0.231404,1.43221,[19  7] ; [85 55],[16.28915663  9.71084337] ; [87.71084337 52.28915663],0
r1,1,0.242377,1.366715,[16 10] ; [102  38],[18.48192771  7.51807229] ; [99.51807229 40.48192771],0
a3,1,0.256792,1.285971,[13 13] ; [86 53],[15.6 10.4] ; [83.4 55.6],0
p11,1,0.286534,1.135836,[19  7] ; [87 53],[16.60240964  9.39759036] ; [89.39759036 50.60240964],0
s2,1,0.290525,1.117185,[12 14] ; [49 90],[ 9.61212121 16.38787879] ; [51.38787879 87.61212121],0
d3,1,0.312684,1.019305,[19  6] ; [92 48],[16.81818182  8.18181818] ; [94.18181818 45.81818182],0
b4,1,0.342034,0.902794,[13 13] ; [84 56],[15.19277108 10.80722892] ; [81.80722892 58.19277108],0
n1,1,0.358034,0.844776,[5 9] ; [11 36],[ 3.67213115 10.32786885] ; [12.32786885 34.67213115],0
v4,1,0.388788,0.742731,[24  2] ; [118  19],[22.65030675  3.34969325] ; [119.34969325  17.65030675],0
n2,1,0.390898,0.736145,[10  4] ; [27 19],[8.63333333 5.36666667] ; [28.36666667 17.63333333],0
r3,1,0.410169,0.678311,[25  1] ; [128  12],[23.96385542  2.03614458] ; [129.03614458  10.96385542],0
a7,1,0.413176,0.669643,[20  5] ; [101  39],[18.33333333  6.66666667] ; [102.66666667  37.33333333],0
s1,1,0.45638,0.554757,[ 2 24] ; [  6 134],[ 1.25301205 24.74698795] ; [  6.74698795 133.25301205],0
a2,1,0.492123,0.471882,[ 4 22] ; [ 15 125],[ 2.97590361 23.02409639] ; [ 16.02409639 123.97590361],0
v2,1,0.494772,0.466132,[11 15] ; [66 67],[12.59119497 13.40880503] ; [64.40880503 68.59119497],0
b3,1,0.549589,0.358054,[5 9] ; [20 52],[4.06976744 9.93023256] ; [20.93023256 51.06976744],0
b2,1,0.549589,0.358054,[5 9] ; [20 52],[4.06976744 9.93023256] ; [20.93023256 51.06976744],0
b1,1,0.551144,0.355271,[ 7 19] ; [46 94],[ 8.30120482 17.69879518] ; [44.69879518 95.30120482],0
d2,1,0.569274,0.323899,[11 15] ; [51 89],[ 9.71084337 16.28915663] ; [52.28915663 87.71084337],0
u2,1,0.656985,0.197206,[8 5] ; [29 24],[7.28787879 5.71212121] ; [29.71212121 23.28787879],0
v1,1,0.683785,0.165896,[10 16] ; [47 90],[ 9.09202454 16.90797546] ; [47.90797546 89.09202454],0
u1,1,0.720757,0.127768,[ 3 23] ; [ 13 127],[ 2.5060241 23.4939759] ; [ 13.4939759 126.5060241],0
d4,1,0.786217,0.073564,[20  6] ; [111  29],[20.51807229  5.48192771] ; [110.48192771  29.51807229],0
u3,1,0.804058,0.061553,[7 6] ; [26 26],[6.6 6.4] ; [26.4 25.6],0
d5,1,0.81047,0.057513,[18  7] ; [104  36],[18.48484848  6.51515152] ; [103.51515152  36.48484848],0
a6,1,0.825672,0.048513,[15 11] ; [84 56],[15.5060241 10.4939759] ; [83.4939759 56.5060241],0
v3,1,0.83533,0.04321,[ 6 20] ; [33 99],[ 6.41772152 19.58227848] ; [32.58227848 99.41772152],0
n3,1,0.856965,0.032486,[10  4] ; [31 14],[9.72881356 4.27118644] ; [31.27118644 13.72881356],0
p10,1,0.872239,0.025862,[16 10] ; [82 55],[15.63190184 10.36809816] ; [82.36809816 54.63190184],0
s6,1,0.908527,0.013201,[11 13] ; [65 73],[11.25925926 12.74074074] ; [64.74074074 73.25925926],0
n4,1,0.914385,0.011558,[ 9 17] ; [50 90],[ 9.24096386 16.75903614] ; [49.75903614 90.24096386],0
d1,1,0.926068,0.008611,[12 14] ; [66 74],[12.21686747 13.78313253] ; [65.78313253 74.21686747],0
s4,1,0.936853,0.006277,[ 5 21] ; [ 26 114],[ 4.85542169 21.14457831] ; [ 26.14457831 113.85542169],0
p9,1,0.937729,0.006103,[17  9] ; [90 46],[17.17283951  8.82716049] ; [89.82716049 46.17283951],0
a1,1,0.94505,0.00475,[ 1 25] ; [  5 135],[ 0.93975904 25.06024096] ; [  5.06024096 134.93975904],0
a4,1,0.974064,0.001057,[ 9 17] ; [48 92],[ 8.92771084 17.07228916] ; [48.07228916 91.92771084],0
