Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.00102,10.791157,[ 2 13] ; [19 10],[7.15909091 7.84090909] ; [13.84090909 15.15909091],0
p7,1,0.004249,8.174354,[5 7] ; [24  4],[8.7 3.3] ; [20.3  7.7],0
a5,1,0.014459,5.981219,[ 4 11] ; [19 10],[7.84090909 7.15909091] ; [15.15909091 13.84090909],0
s6,1,0.034102,4.489593,[ 3 12] ; [14 12],[6.2195122 8.7804878] ; [10.7804878 15.2195122],0
v2,1,0.087488,2.91999,[ 3 12] ; [13 15],[5.58139535 9.41860465] ; [10.41860465 17.58139535],0
p6,1,0.09155,2.846906,[ 3 11] ; [14 15],[5.53488372 8.46511628] ; [11.46511628 17.53488372],0
p11,1,0.127719,2.320015,[10  5] ; [25  4],[11.93181818  3.06818182] ; [23.06818182  5.93181818],0
n5,1,0.129588,2.297436,[7 8] ; [19  8],[9.28571429 5.71428571] ; [16.71428571 10.28571429],0
s8,1,0.133914,2.246531,[ 3 12] ; [12 16],[5.23255814 9.76744186] ; [ 9.76744186 18.23255814],0
b1,1,0.169201,1.890007,[ 5 10] ; [16 13],[7.15909091 7.84090909] ; [13.84090909 15.15909091],0
s4,1,0.177883,1.815226,[ 2 13] ; [ 9 19],[ 3.8372093 11.1627907] ; [ 7.1627907 20.8372093],0
p2,1,0.179072,1.805307,[9 5] ; [24  5],[10.74418605  3.25581395] ; [22.25581395  6.74418605],0
s1,1,0.194221,1.685305,[ 3 12] ; [ 2 27],[ 1.70454545 13.29545455] ; [ 3.29545455 25.70454545],0
d5,1,0.228005,1.453267,[7 8] ; [19 10],[8.86363636 6.13636364] ; [17.13636364 11.86363636],0
r1,1,0.23478,1.411667,[ 2 13] ; [ 8 19],[ 3.57142857 11.42857143] ; [ 6.42857143 20.57142857],0
a7,1,0.240899,1.375324,[11  4] ; [16 13],[9.20454545 5.79545455] ; [17.79545455 11.20454545],0
s7,1,0.247943,1.334859,[ 5 10] ; [14 13],[6.78571429 8.21428571] ; [12.21428571 14.78571429],0
n1,1,0.251268,1.316239,[2 7] ; [6 7],[3.27272727 5.72727273] ; [4.72727273 8.27272727],0
r2,1,0.278958,1.172161,[10  4] ; [14 12],[8.4 5.6] ; [15.6 10.4],0
