Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.005408,7.737816,[ 1 11] ; [7 4],[4.17391304 7.82608696] ; [3.82608696 7.17391304],0
r3,1,0.011295,6.418234,[ 2 10] ; [7 3],[4.90909091 7.09090909] ; [4.09090909 5.90909091],0
d5,1,0.016128,5.788893,[ 1 11] ; [6 5],[3.65217391 8.34782609] ; [3.34782609 7.65217391],0
a5,1,0.022084,5.239153,[3 9] ; [8 3],[5.73913043 6.26086957] ; [5.26086957 5.73913043],0
p3,1,0.042844,4.10153,[ 1 11] ; [5 6],[3.13043478 8.86956522] ; [2.86956522 8.13043478],0
b1,1,0.048734,3.8845,[5 7] ; [9 2],[7.30434783 4.69565217] ; [6.69565217 4.30434783],0
p4,1,0.056745,3.630051,[ 2 10] ; [6 5],[4.17391304 7.82608696] ; [3.82608696 7.17391304],0
a7,1,0.058856,3.56933,[4 8] ; [8 3],[6.26086957 5.73913043] ; [5.73913043 5.26086957],0
p2,1,0.061883,3.486189,[3 9] ; [7 4],[5.2173913 6.7826087] ; [4.7826087 6.2173913],0
p8,1,0.12695,2.329412,[ 1 10] ; [4 7],[2.5 8.5] ; [2.5 8.5],0
p6,1,0.12695,2.329412,[ 1 10] ; [4 7],[2.5 8.5] ; [2.5 8.5],0
p11,1,0.133918,2.246483,[ 2 10] ; [5 6],[3.65217391 8.34782609] ; [3.34782609 7.65217391],0
b3,1,0.143235,2.142857,[4 4] ; [1 6],[2.66666667 5.33333333] ; [2.33333333 4.66666667],0
b2,1,0.143235,2.142857,[4 4] ; [1 6],[2.66666667 5.33333333] ; [2.33333333 4.66666667],0
n6,1,0.146145,2.112029,[4 8] ; [7 4],[5.73913043 6.26086957] ; [5.26086957 5.73913043],0
s6,1,0.221099,1.497222,[ 2 10] ; [4 6],[3.27272727 8.72727273] ; [2.72727273 7.27272727],0
d3,1,0.28255,1.154783,[ 2 10] ; [4 7],[3.13043478 8.86956522] ; [2.86956522 8.13043478],0
s2,1,0.28255,1.154783,[ 2 10] ; [4 7],[3.13043478 8.86956522] ; [2.86956522 8.13043478],0
r2,1,0.292053,1.110135,[5 7] ; [7 4],[6.26086957 5.73913043] ; [5.73913043 5.26086957],0
p7,1,0.303552,1.058523,[3 9] ; [5 6],[4.17391304 7.82608696] ; [3.82608696 7.17391304],0
a3,1,0.391805,0.733333,[4 7] ; [6 5],[5. 6.] ; [5. 6.],0
a8,1,0.483578,0.490783,[ 1 11] ; [2 9],[ 1.56521739 10.43478261] ; [1.43478261 9.56521739],0
a2,1,0.483578,0.490783,[ 1 11] ; [2 9],[ 1.56521739 10.43478261] ; [1.43478261 9.56521739],0
b4,1,0.536809,0.381485,[5 7] ; [6 5],[5.73913043 6.26086957] ; [5.26086957 5.73913043],0
a4,1,0.55409,0.350041,[3 9] ; [4 7],[3.65217391 8.34782609] ; [3.34782609 7.65217391],0
s3,1,0.55409,0.350041,[3 9] ; [4 7],[3.65217391 8.34782609] ; [3.34782609 7.65217391],0
a1,1,0.692103,0.156818,[3 9] ; [2 9],[2.60869565 9.39130435] ; [2.39130435 8.60869565],0
s4,1,0.692103,0.156818,[3 9] ; [2 9],[2.60869565 9.39130435] ; [2.39130435 8.60869565],0
u3,1,0.715388,0.132955,[1 7] ; [1 4],[1.23076923 6.76923077] ; [0.76923077 4.23076923],0
n4,1,0.75235,0.099567,[8 4] ; [8 3],[8.34782609 3.65217391] ; [7.65217391 3.34782609],0
b5,1,0.827435,0.047521,[6 6] ; [5 6],[5.73913043 6.26086957] ; [5.26086957 5.73913043],0
s7,1,0.840039,0.040741,[ 2 10] ; [2 8],[2.18181818 9.81818182] ; [1.81818182 8.18181818],0
a6,1,0.854757,0.033508,[5 7] ; [5 6],[5.2173913 6.7826087] ; [4.7826087 6.2173913],0
r1,1,0.901321,0.015374,[3 9] ; [3 8],[3.13043478 8.86956522] ; [2.86956522 8.13043478],0
d2,1,0.901321,0.015374,[3 9] ; [3 8],[3.13043478 8.86956522] ; [2.86956522 8.13043478],0
p1,1,0.923708,0.009171,[ 2 10] ; [2 9],[2.08695652 9.91304348] ; [1.91304348 9.08695652],0
n5,1,0.923708,0.009171,[10  2] ; [9 2],[9.91304348 2.08695652] ; [9.08695652 1.91304348],0
s1,1,0.923708,0.009171,[ 2 10] ; [2 9],[2.08695652 9.91304348] ; [1.91304348 9.08695652],0
d1,1,0.948644,0.004149,[ 1 11] ; [ 1 10],[ 1.04347826 10.95652174] ; [ 0.95652174 10.04347826],0
