Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.77008,[107  16] ; [66 46],[90.54893617 32.45106383] ; [82.45106383 29.54893617],1
p4,1,2e-06,23.033051,[105  19] ; [65 50],[88.20083682 35.79916318] ; [81.79916318 33.20083682],1
p3,1,0.000195,13.877346,[90 34] ; [57 59],[75.95 48.05] ; [71.05 44.95],1
p8,1,0.000308,13.020372,[89 34] ; [57 58],[75.45378151 47.54621849] ; [70.54621849 44.45378151],1
s5,1,0.001951,9.595326,[70 48] ; [44 69],[58.23376623 59.76623377] ; [55.76623377 57.23376623],0
p5,1,0.005551,7.690617,[32 93] ; [ 13 100],[ 23.63445378 101.36554622] ; [21.36554622 91.63445378],0
n6,1,0.01523,5.889694,[114   9] ; [93 20],[107.88559322  15.11440678] ; [99.11440678 13.88559322],0
p9,1,0.016289,5.771439,[118   6] ; [100  16],[112.63333333  11.36666667] ; [105.36666667  10.63333333],0
p12,1,0.017104,5.68572,[ 21 103] ; [  8 108],[ 14.98333333 109.01666667] ; [ 14.01666667 101.98333333],0
n4,1,0.022967,5.170987,[112  13] ; [90 24],[105.64853556  19.35146444] ; [96.35146444 17.64853556],0
d1,1,0.029106,4.76134,[89 36] ; [67 49],[80.91286307 44.08713693] ; [75.08713693 40.91286307],0
d5,1,0.049224,3.867687,[109  14] ; [92 24],[103.44351464  19.55648536] ; [97.55648536 18.44351464],0
p10,1,0.050129,3.837125,[113  11] ; [95 20],[107.91631799  16.08368201] ; [100.08368201  14.91631799],0
s8,1,0.06018,3.532428,[100  24] ; [80 34],[93.78151261 30.21848739] ; [86.21848739 27.78151261],0
a7,1,0.073939,3.193337,[94 31] ; [75 41],[87.65560166 37.34439834] ; [81.34439834 34.65560166],0
a1,1,0.085751,2.952384,[ 11 114] ; [  4 112],[  7.78008299 117.21991701] ; [  7.21991701 108.78008299],0
n5,1,0.125596,2.346109,[109  15] ; [92 22],[104.72268908  19.27731092] ; [96.27731092 17.72268908],0
n1,1,0.172037,1.865107,[13  6] ; [13 14],[10.73913043  8.26086957] ; [15.26086957 11.73913043],0
u3,1,0.205724,1.601266,[17  4] ; [14  8],[15.13953488  5.86046512] ; [15.86046512  6.13953488],0
r4,1,0.2339,1.416988,[119   6] ; [106  10],[116.70124481   8.29875519] ; [108.29875519   7.70124481],0
p2,1,0.242554,1.365688,[111  14] ; [97 19],[107.88381743  17.11618257] ; [100.11618257  15.88381743],0
r3,1,0.256715,1.286384,[122   3] ; [110   6],[120.33195021   4.66804979] ; [111.66804979   4.33195021],0
s2,1,0.263108,1.25233,[98 27] ; [83 32],[94.27083333 30.72916667] ; [86.72916667 28.27083333],0
d2,1,0.268452,1.224641,[74 50] ; [61 55],[69.75 54.25] ; [65.25 50.75],0
b2,1,0.286093,1.137918,[44 47] ; [36 53],[40.44444444 50.55555556] ; [39.55555556 49.44444444],0
b3,1,0.286093,1.137918,[44 47] ; [36 53],[40.44444444 50.55555556] ; [39.55555556 49.44444444],0
d3,1,0.295003,1.096646,[98 26] ; [85 31],[94.55 29.45] ; [88.45 27.55],0
p1,1,0.308038,1.03907,[ 17 107] ; [ 11 105],[ 14.46666667 109.53333333] ; [ 13.53333333 102.46666667],0
s3,1,0.330917,0.945305,[87 36] ; [87 27],[90.30379747 32.69620253] ; [83.69620253 30.30379747],0
d4,1,0.354707,0.856546,[108  15] ; [97 19],[105.50209205  17.49790795] ; [99.49790795 16.50209205],0
a4,1,0.371409,0.798947,[67 58] ; [55 60],[63.54166667 61.45833333] ; [58.45833333 56.54166667],0
b4,1,0.376325,0.782672,[76 49] ; [64 52],[72.61410788 52.38589212] ; [67.38589212 48.61410788],0
b1,1,0.383759,0.758626,[51 74] ; [41 75],[47.71784232 77.28215768] ; [44.28215768 71.71784232],0
v2,1,0.411354,0.674883,[92 32] ; [77 34],[89.17446809 34.82553191] ; [79.82553191 31.17446809],0
u1,1,0.423637,0.640205,[37 88] ; [29 87],[34.23236515 90.76763485] ; [31.76763485 84.23236515],0
p11,1,0.439186,0.598408,[102  23] ; [90 26],[99.58506224 25.41493776] ; [92.41493776 23.58506224],0
a3,1,0.470847,0.519988,[104  19] ; [94 22],[101.89958159  21.10041841] ; [96.10041841 19.89958159],0
u2,1,0.512691,0.428571,[15  6] ; [13  8],[14.  7.] ; [14.  7.],0
b5,1,0.527987,0.398265,[77 48] ; [76 40],[79.35684647 45.64315353] ; [73.64315353 42.35684647],0
v4,1,0.620845,0.244682,[121   4] ; [108   5],[120.27310924   4.72689076] ; [108.72689076   4.27310924],0
s1,1,0.638565,0.220623,[  6 119] ; [  4 108],[  5.2742616 119.7257384] ; [  4.7257384 107.2742616],0
s4,1,0.672406,0.178801,[ 24 100] ; [20 96],[ 22.73333333 101.26666667] ; [21.26666667 94.73333333],0
a8,1,0.68158,0.168353,[21 91] ; [21 79],[22.18867925 89.81132075] ; [19.81132075 80.18867925],0
s6,1,0.690714,0.158313,[106  16] ; [97 17],[104.94067797  17.05932203] ; [98.05932203 15.94067797],0
n3,1,0.728742,0.12027,[11  8] ; [17 10],[11.56521739  7.43478261] ; [16.43478261 10.56521739],0
v3,1,0.771674,0.084208,[72 50] ; [64 48],[70.90598291 51.09401709] ; [65.09401709 46.90598291],0
a5,1,0.789836,0.071035,[104  21] ; [95 21],[103.21576763  21.78423237] ; [95.78423237 20.21576763],0
r2,1,0.822141,0.050532,[119   5] ; [111   4],[119.33054393   4.66945607] ; [110.66945607   4.33054393],0
u4,1,0.855599,0.033117,[  6 119] ; [  5 111],[  5.70539419 119.29460581] ; [  5.29460581 110.70539419],0
r1,1,0.920148,0.010049,[108  17] ; [99 15],[108.26359833  16.73640167] ; [98.73640167 15.26359833],0
n2,1,0.927797,0.008211,[16  3] ; [23  4],[16.10869565  2.89130435] ; [22.89130435  4.10869565],0
a6,1,0.974953,0.000986,[84 39] ; [79 37],[83.88702929 39.11297071] ; [79.11297071 36.88702929],0
a2,1,0.977877,0.000769,[39 86] ; [36 80],[38.90041494 86.09958506] ; [36.09958506 79.90041494],0
